cwsac_id,belligerent,unit_code,companies,batteries,detachment,section,added,src,comment
AL001,US,UIL0080RI,,,,,FALSE,DYER,
AL001,US,UIN0051RI,,,,,FALSE,DYER,
AL001,US,UIN0073RI,,,,,FALSE,DYER,
AL001,US,UOH0003RI01,,,,,FALSE,DYER,
AL002,Confederate,CAL0004RC01,,,,,FALSE,CRUTE,
AL002,Confederate,CAL0011RC,,,,,FALSE,CRUTE,
AL002,Confederate,CTN0021RC02,,,,,FALSE,CRUTE,
AL002,US,UIL0009RI01,,,,,FALSE,DYER,
AL003,Confederate,CAL0001BA,,,,,FALSE,CRUTE,
AL003,Confederate,CAL0001R0V,,,,,FALSE,CRUTE,
AL003,Confederate,CAL0002BAL,,,,,FALSE,CRUTE,
AL003,Confederate,CAL0002RIR,,,,,FALSE,CRUTE,
AL003,Confederate,CAL0021RI,,,,,FALSE,CRUTE,
AL003,US,UIL0077RI,,,,,FALSE,DYER,
AL003,US,UIL0094RI,,,,,FALSE,DYER,
AL003,US,UIN0001RAH,,,,,FALSE,DYER,
AL003,US,UIN0067RI,,,,,FALSE,DYER,
AL003,US,UMD0003RC,,,,,FALSE,DYER,
AL003,US,UOH0017YAL,,,,,FALSE,DYER,
AL003,US,UUR0005RA,,,,,FALSE,DYER,
AL003,US,UUS0096RI00C,,,,,FALSE,DYER,
AL003,US,UWI0020RI,,,,,FALSE,DYER,
AL005,Confederate,CAL0001R0V,,,,,FALSE,CRUTE,
AL005,Confederate,CAL0001RIR,,,,,FALSE,CRUTE,
AL005,Confederate,CAL0002BAL,,,,,FALSE,CRUTE,
AL005,Confederate,CAL0002RIR,,,,,FALSE,CRUTE,
AL005,Confederate,CAL0018RI,,,,,FALSE,CRUTE,
AL005,Confederate,CAL0021RI,,,,,FALSE,CRUTE,
AL005,Confederate,CAL0032RI01,,,,,FALSE,CRUTE,
AL005,Confederate,CAL0036RI,,,,,FALSE,CRUTE,
AL005,Confederate,CAL0038RI,,,,,FALSE,CRUTE,
AL005,Confederate,CLA0022RI02,,,,,FALSE,CRUTE,
AL005,US,UCT0002YAL,,,,,FALSE,DYER,
AL005,US,UFL0001RC01,,,,,FALSE,DYER,
AL005,US,UIA0002YAL,,,,,FALSE,DYER,
AL005,US,UIA0008RI,,,,,FALSE,DYER,
AL005,US,UIA0012RI,,,,,FALSE,DYER,
AL005,US,UIA0019RI,,,,,FALSE,DYER,
AL005,US,UIA0020RI,,,,,FALSE,DYER,
AL005,US,UIA0021RI,,,,,FALSE,DYER,
AL005,US,UIA0023RI,,,,,FALSE,DYER,
AL005,US,UIA0027RI,,,,,FALSE,DYER,
AL005,US,UIA0029RI,,,,,FALSE,DYER,
AL005,US,UIA0032RI,,,,,FALSE,DYER,
AL005,US,UIA0033RI,,,,,FALSE,DYER,
AL005,US,UIA0034RI,,,,,FALSE,DYER,
AL005,US,UIA0035RI,,,,,FALSE,DYER,
AL005,US,UIL0002RAL,,,,,FALSE,DYER,
AL005,US,UIL0002RC,,,,,FALSE,DYER,
AL005,US,UIL0008RI01,,,,,FALSE,DYER,
AL005,US,UIL0011RI01,,,,,FALSE,DYER,
AL005,US,UIL0028RI,,,,,FALSE,DYER,
AL005,US,UIL0029RI,,,,,FALSE,DYER,
AL005,US,UIL0033RI,,,,,FALSE,DYER,
AL005,US,UIL0037RI,,,,,FALSE,DYER,
AL005,US,UIL0046RI,,,,,FALSE,DYER,
AL005,US,UIL0047RI,,,,,FALSE,DYER,
AL005,US,UIL0058RI,,,,,FALSE,DYER,
AL005,US,UIL0076RI,,,,,FALSE,DYER,
AL005,US,UIL0077RI,,,,,FALSE,DYER,
AL005,US,UIL0081RI,,,,,FALSE,DYER,
AL005,US,UIL0091RI,,,,,FALSE,DYER,
AL005,US,UIL0095RI,,,,,FALSE,DYER,
AL005,US,UIL0097RI,,,,,FALSE,DYER,
AL005,US,UIL0099RI,,,,,FALSE,DYER,
AL005,US,UIL0108RI,,,,,FALSE,DYER,
AL005,US,UIL0114RI,,,,,FALSE,DYER,
AL005,US,UIL0117RI,,,,,FALSE,DYER,
AL005,US,UIL0119RI,,,,,FALSE,DYER,
AL005,US,UIL0122RI,,,,,FALSE,DYER,
AL005,US,UILCOGSYAL,,,,,FALSE,DYER,
AL005,US,UIN0001RAH,,,,,FALSE,DYER,
AL005,US,UIN0001YAL,,,,,FALSE,DYER,
AL005,US,UIN0003YAL,,,,,FALSE,DYER,
AL005,US,UIN0010RI01,,,,,FALSE,DYER,
AL005,US,UIN0012RI01,,,,,FALSE,DYER,
AL005,US,UIN0013RI,,,,,FALSE,DYER,
AL005,US,UIN0014YAL,,,,,FALSE,DYER,
AL005,US,UIN0024RI,,,,,FALSE,DYER,
AL005,US,ULA0001RC,,,,,FALSE,DYER,
AL005,US,UME0002RC,,,,,FALSE,DYER,
AL005,US,UMI0001RAL,,,,,FALSE,DYER,
AL005,US,UMI0006RAH,,,,,FALSE,DYER,
AL005,US,UMN0005RI,,,,,FALSE,DYER,
AL005,US,UMN0006RI,,,,,FALSE,DYER,
AL005,US,UMN0007RI,,,,,FALSE,DYER,
AL005,US,UMN0010RI,,,,,FALSE,DYER,
AL005,US,UMO0001RAL,,,,,FALSE,DYER,
AL005,US,UMO0011RI,,,,,FALSE,DYER,
AL005,US,UMO0021RI,,,,,FALSE,DYER,
AL005,US,UMO0030RI,,,,,FALSE,DYER,
AL005,US,UMO0033RI,,,,,FALSE,DYER,
AL005,US,UMO0040RI,,,,,FALSE,DYER,
AL005,US,UMO0044RI,,,,,FALSE,DYER,
AL005,US,UMO0049RI,,,,,FALSE,DYER,
AL005,US,UNJ0002RC,,,,,FALSE,DYER,
AL005,US,UNJ0034RI,,,,,FALSE,DYER,
AL005,US,UNY0002RCU,,,,,FALSE,DYER,
AL006,Confederate,CAL0001R0V,,,,,FALSE,CRUTE,
AL006,Confederate,CAL0001RIR,,,,,FALSE,CRUTE,
AL006,Confederate,CAL0002BAL,,,,,FALSE,CRUTE,
AL006,Confederate,CAL0002RIR,,,,,FALSE,CRUTE,
AL006,Confederate,CAL0018RI,,,,,FALSE,CRUTE,
AL006,Confederate,CAL0021RI,,,,,FALSE,CRUTE,
AL006,Confederate,CAL0032RI01,,,,,FALSE,CRUTE,
AL006,Confederate,CAL0036RI,,,,,FALSE,CRUTE,
AL006,Confederate,CAL0038RI,,,,,FALSE,CRUTE,
AL006,Confederate,CLA0022RI02,,,,,FALSE,CRUTE,
AL006,US,UCT0002YAL,,,,,FALSE,DYER,
AL006,US,UIA0002YAL,,,,,FALSE,DYER,
AL006,US,UIA0008RI,,,,,FALSE,DYER,
AL006,US,UIA0012RI,,,,,FALSE,DYER,
AL006,US,UIA0019RI,,,,,FALSE,DYER,
AL006,US,UIA0020RI,,,,,FALSE,DYER,
AL006,US,UIA0021RI,,,,,FALSE,DYER,
AL006,US,UIA0023RI,,,,,FALSE,DYER,
AL006,US,UIA0027RI,,,,,FALSE,DYER,
AL006,US,UIA0029RI,,,,,FALSE,DYER,
AL006,US,UIA0032RI,,,,,FALSE,DYER,
AL006,US,UIA0033RI,,,,,FALSE,DYER,
AL006,US,UIA0034RI,,,,,FALSE,DYER,
AL006,US,UIA0035RI,,,,,FALSE,DYER,
AL006,US,UIL0002RAL,,,,,FALSE,DYER,
AL006,US,UIL0002RC,,,,,FALSE,DYER,
AL006,US,UIL0008RI01,,,,,FALSE,DYER,
AL006,US,UIL0011RI01,,,,,FALSE,DYER,
AL006,US,UIL0028RI,,,,,FALSE,DYER,
AL006,US,UIL0029RI,,,,,FALSE,DYER,
AL006,US,UIL0033RI,,,,,FALSE,DYER,
AL006,US,UIL0037RI,,,,,FALSE,DYER,
AL006,US,UIL0046RI,,,,,FALSE,DYER,
AL006,US,UIL0047RI,,,,,FALSE,DYER,
AL006,US,UIL0058RI,,,,,FALSE,DYER,
AL006,US,UIL0072RI,,,,,FALSE,DYER,
AL006,US,UIL0076RI,,,,,FALSE,DYER,
AL006,US,UIL0077RI,,,,,FALSE,DYER,
AL006,US,UIL0081RI,,,,,FALSE,DYER,
AL006,US,UIL0091RI,,,,,FALSE,DYER,
AL006,US,UIL0094RI,,,,,FALSE,DYER,
AL006,US,UIL0095RI,,,,,FALSE,DYER,
AL006,US,UIL0097RI,,,,,FALSE,DYER,
AL006,US,UIL0099RI,,,,,FALSE,DYER,
AL006,US,UIL0108RI,,,,,FALSE,DYER,
AL006,US,UIL0114RI,,,,,FALSE,DYER,
AL006,US,UIL0117RI,,,,,FALSE,DYER,
AL006,US,UIL0119RI,,,,,FALSE,DYER,
AL006,US,UIL0122RI,,,,,FALSE,DYER,
AL006,US,UIL0124RI,,,,,FALSE,DYER,
AL006,US,UILCOGSYAL,,,,,FALSE,DYER,
AL006,US,UIN0001RAH,,,,,FALSE,DYER,
AL006,US,UIN0001YAL,,,,,FALSE,DYER,
AL006,US,UIN0003YAL,,,,,FALSE,DYER,
AL006,US,UIN0010RI01,,,,,FALSE,DYER,
AL006,US,UIN0012RI01,,,,,FALSE,DYER,
AL006,US,UIN0013RI,,,,,FALSE,DYER,
AL006,US,UIN0014YAL,,,,,FALSE,DYER,
AL006,US,UIN0024RI,,,,,FALSE,DYER,
AL006,US,UIN0026RI,,,,,FALSE,DYER,
AL006,US,UIN0047RI,,,,,FALSE,DYER,
AL006,US,UIN0050RI,,,,,FALSE,DYER,
AL006,US,UIN0052RI,,,,,FALSE,DYER,
AL006,US,UIN0069RI,,,,,FALSE,DYER,
AL006,US,UIN0089RI,,,,,FALSE,DYER,
AL006,US,UIN0093RI,,,,,FALSE,DYER,
AL006,US,UKS0010RI,,,,,FALSE,DYER,
AL006,US,ULA0001RC,,,,,FALSE,DYER,
AL006,US,UMA0002YAL,,,,,FALSE,DYER,
AL006,US,UMA0004YAL,,,,,FALSE,DYER,
AL006,US,UMA0007YAL,,,,,FALSE,DYER,
AL006,US,UMA0015YAL,,,,,FALSE,DYER,
AL006,US,UMA0031RI,,,,,FALSE,DYER,
AL006,US,UMD0003RC,,,,,FALSE,DYER,
AL006,US,UME0002RC,,,,,FALSE,DYER,
AL006,US,UMI0001RAL,,,,,FALSE,DYER,
AL006,US,UMI0006RAH,,,,,FALSE,DYER,
AL006,US,UMN0005RI,,,,,FALSE,DYER,
AL006,US,UMN0006RI,,,,,FALSE,DYER,
AL006,US,UMN0007RI,,,,,FALSE,DYER,
AL006,US,UMN0010RI,,,,,FALSE,DYER,
AL006,US,UMO0011RI,,,,,FALSE,DYER,
AL006,US,UMO0021RI,,,,,FALSE,DYER,
AL006,US,UMO0030RI,,,,,FALSE,DYER,
AL006,US,UMO0033RI,,,,,FALSE,DYER,
AL006,US,UMO0040RI,,,,,FALSE,DYER,
AL006,US,UMO0044RI,,,,,FALSE,DYER,
AL006,US,UMO0049RI,,,,,FALSE,DYER,
AL006,US,UNJ0002RC,,,,,FALSE,DYER,
AL006,US,UNJ0034RI,,,,,FALSE,DYER,
AL006,US,UNY0002RCU,,,,,FALSE,DYER,
AL007,Confederate,CAL0004RC01,,,,,FALSE,CRUTE,
AL007,Confederate,CAL0005RC,,,,,FALSE,CRUTE,
AL007,Confederate,CMO0002RC01,,,,,FALSE,CRUTE,
AL007,Confederate,CMS0005RC,,,,,FALSE,CRUTE,
AL007,Confederate,CMS0009RC,,,,,FALSE,CRUTE,
AL007,Confederate,CMS0012RC,,,,,FALSE,CRUTE,
AL007,Confederate,CMSHAMSRC,,,,,FALSE,CRUTE,
AL007,US,UIA0003RC,,,,,FALSE,DYER,
AL007,US,UIA0004RC,,,,,FALSE,DYER,
AL007,US,UIA0005RC,,,,,FALSE,DYER,
AL007,US,UIL0098RI,,,,,FALSE,DYER,
AL007,US,UIL0123RI,,,,,FALSE,DYER,
AL007,US,UILCHICYAL1,,,,,FALSE,DYER,
AL007,US,UIN0002RC,,,,,FALSE,DYER,
AL007,US,UIN0004RC,,,,,FALSE,DYER,
AL007,US,UIN0017RI,,,,,FALSE,DYER,
AL007,US,UIN0018YAL,,,,,FALSE,DYER,
AL007,US,UIN0072RI,,,,,FALSE,DYER,
AL007,US,UKY0004RC,,,,,FALSE,DYER,
AL007,US,UKY0007RC,,,,,FALSE,DYER,
AL007,US,UMI0004RC,,,,,FALSE,DYER,
AL007,US,UMO0002RC,,,,,FALSE,DYER,
AL007,US,UMO0010RC,,,,,FALSE,DYER,
AL007,US,UOH0001RC,,,,,FALSE,DYER,
AL007,US,UOH0003RC,,,,,FALSE,DYER,
AL007,US,UOH0004RC,,,,,FALSE,DYER,
AL007,US,UOH0007RC,,,,,FALSE,DYER,
AL007,US,UPA0007RC,,,,,FALSE,DYER,
AL007,US,UUR0004RA,,,,,FALSE,DYER,
AL007,US,UWI0001RC,,,,,FALSE,DYER,
AR001,US,UIA0001YAL,,,,,FALSE,DYER,
AR001,US,UIA0003RC,,,,,FALSE,DYER,
AR001,US,UIA0003YAL,,,,,FALSE,DYER,
AR001,US,UIA0004RI,,,,,FALSE,DYER,
AR001,US,UIA0009RI,,,,,FALSE,DYER,
AR001,US,UIL0002RAL,,,,,FALSE,DYER,
AR001,US,UIL0003RC,,,,,FALSE,DYER,
AR001,US,UIL0015RC,,,,,FALSE,DYER,
AR001,US,UIL0025RI,,,,,FALSE,DYER,
AR001,US,UIL0035RI,,,,,FALSE,DYER,
AR001,US,UIL0036RI,,,,,FALSE,DYER,
AR001,US,UIL0037RI,,,,,FALSE,DYER,
AR001,US,UIL0044RI,,,,,FALSE,DYER,
AR001,US,UIL0059RI,,,,,FALSE,DYER,
AR001,US,UIN0001YAL,,,,,FALSE,DYER,
AR001,US,UIN0008RI01,,,,,FALSE,DYER,
AR001,US,UIN0018RI,,,,,FALSE,DYER,
AR001,US,UIN0022RI,,,,,FALSE,DYER,
AR001,US,UMO0001RAL,,,,,FALSE,DYER,
AR001,US,UMO0002RI01,,,,,FALSE,DYER,
AR001,US,UMO0003RI01,,,,,FALSE,DYER,
AR001,US,UMO0004RC,,,,,FALSE,DYER,
AR001,US,UMO0005RC,,,,,FALSE,DYER,
AR001,US,UMO0006RC,,,,,FALSE,DYER,
AR001,US,UMO0009RC,,,,,FALSE,DYER,
AR001,US,UMO0012RI,,,,,FALSE,DYER,
AR001,US,UMO0015RI,,,,,FALSE,DYER,
AR001,US,UMO0017RI,,,,,FALSE,DYER,
AR001,US,UMO0024RI,,,,,FALSE,DYER,
AR001,US,UMOBENT0I,,,,,FALSE,DYER,
AR001,US,UMOFREM0C,,,,,FALSE,DYER,
AR001,US,UMOLANDYA,,,,,FALSE,DYER,
AR001,US,UMOPHELRI,,,,,FALSE,DYER,
AR003,US,UIA0003RC,,,,,FALSE,DYER,
AR003,US,UIL0005RC,,,,,FALSE,DYER,
AR003,US,UIL0015RC,,,,,FALSE,DYER,
AR003,US,UIL0033RI,,,,,FALSE,DYER,
AR003,US,UIN0001RC,,,,,FALSE,DYER,
AR003,US,UIN0008RI01,,,,,FALSE,DYER,
AR003,US,UMO0009RC,,,,,FALSE,DYER,
AR003,US,UWI0011RI,,,,,FALSE,DYER,
AR004,Confederate,CAR0001RC04,,,,,FALSE,CRUTE,
AR004,Confederate,CMO0003YAL2,,,,,FALSE,CRUTE,
AR004,Confederate,CMO0008RI,,,,,FALSE,CRUTE,
AR004,Confederate,CMOHBLECAL,,,,,FALSE,CRUTE,
AR004,US,UAR0001RC,,,,,FALSE,DYER,
AR004,US,UIN0002YAL,,,,,FALSE,DYER,
AR004,US,UKS0001RIG0I,,,,,FALSE,DYER,
AR004,US,UKS0001YAL,,,,,FALSE,DYER,
AR004,US,UKS0002RIG0I,,,,,FALSE,DYER,
AR004,US,UKS0003RIG0I,,,,,FALSE,DYER,
AR004,US,UKS0003YAL,,,,,FALSE,DYER,
AR004,US,UKS0006RC,,,,,FALSE,DYER,
AR004,US,UKS0009RC,,,,,FALSE,DYER,
AR004,US,UKS0010RI,,,,,FALSE,DYER,
AR004,US,UKS0011RC,,,,,FALSE,DYER,
AR004,US,UKS0013RI,,,,,FALSE,DYER,
AR004,US,UOH0025YAL,,,,,FALSE,DYER,
AR004,US,UWI0009RI,,,,,FALSE,DYER,
AR005,Confederate,CAR0001RC04,,,,,FALSE,CRUTE,
AR005,Confederate,CAR0003RC,,,,,FALSE,CRUTE,
AR005,Confederate,CAR0008YA,,,,,FALSE,CRUTE,
AR005,Confederate,CAR0027RI,,,,,FALSE,CRUTE,
AR005,Confederate,CAR0028RI,,,,,FALSE,CRUTE,
AR005,Confederate,CAR0030RI,,,,,FALSE,CRUTE,
AR005,Confederate,CAR0032RI,,,,,FALSE,CRUTE,
AR005,Confederate,CAR0038RI,,,,,FALSE,CRUTE,
AR005,Confederate,CARMARSYAL,,,,,FALSE,CRUTE,
AR005,Confederate,CMO0008RI,,,,,FALSE,CRUTE,
AR005,Confederate,CMO0009RI,,,,,FALSE,CRUTE,
AR005,Confederate,CMOJBLECA,,,,,FALSE,CRUTE,
AR005,Confederate,CTX0034RC,,,,,FALSE,CRUTE,
AR005,Confederate,CVA0051RI,,,,,FALSE,CRUTE,
AR005,US,UIA0001RC,,,,,FALSE,DYER,
AR005,US,UIA0019RI,,,,,FALSE,DYER,
AR005,US,UIA0020RI,,,,,FALSE,DYER,
AR005,US,UIL0002RAL,,,,,FALSE,DYER,
AR005,US,UIL0010RC,,,,,FALSE,DYER,
AR005,US,UIL0037RI,,,,,FALSE,DYER,
AR005,US,UIL0094RI,,,,,FALSE,DYER,
AR005,US,UIN0026RI,,,,,FALSE,DYER,
AR005,US,UIN0046RI,,,,,FALSE,DYER,
AR005,US,UKS0001RIG0I,,,,,FALSE,DYER,
AR005,US,UKS0001YAL,,,,,FALSE,DYER,
AR005,US,UKS0002RC,,,,,FALSE,DYER,
AR005,US,UKS0002RIG0I,,,,,FALSE,DYER,
AR005,US,UKS0002YAL1,,,,,FALSE,DYER,
AR005,US,UKS0003RIG0I,,,,,FALSE,DYER,
AR005,US,UKS0006RC,,,,,FALSE,DYER,
AR005,US,UKS0009RC,,,,,FALSE,DYER,
AR005,US,UKS0010RI,,,,,FALSE,DYER,
AR005,US,UKS0011RC,,,,,FALSE,DYER,
AR005,US,UKS0013RI,,,,,FALSE,DYER,
AR005,US,UMO0001BCR,,,,,FALSE,DYER,
AR005,US,UMO0001RAL,,,,,FALSE,DYER,
AR005,US,UMO0006RC,,,,,FALSE,DYER,
AR005,US,UMO0007RC,,,,,FALSE,DYER,
AR005,US,UMO0008RC,,,,,FALSE,DYER,
AR005,US,UMO0014RCY,,,,,FALSE,DYER,
AR005,US,UOH0025YAL,,,,,FALSE,DYER,
AR005,US,UWI0002RC,,,,,FALSE,DYER,
AR005,US,UWI0003RC,,,,,FALSE,DYER,
AR005,US,UWI0009RI,,,,,FALSE,DYER,
AR005,US,UWI0020RI,,,,,FALSE,DYER,
AR006,Confederate,CAR0008YA,,,,,FALSE,CRUTE,
AR006,Confederate,CAR0026RI,,,,,FALSE,CRUTE,
AR006,Confederate,CARHARTYA,,,,,FALSE,CRUTE,
AR006,Confederate,CTX0006BI,,,,,FALSE,CRUTE,
AR006,Confederate,CTX0006R0V,,,,,FALSE,CRUTE,
AR006,US,UIA0001YAL,,,,,FALSE,DYER,
AR006,US,UIA0004RI,,,,,FALSE,DYER,
AR006,US,UIA0009RI,,,,,FALSE,DYER,
AR006,US,UIA0025RI,,,,,FALSE,DYER,
AR006,US,UIA0026RI,,,,,FALSE,DYER,
AR006,US,UIA0030RI,,,,,FALSE,DYER,
AR006,US,UIA0031RI,,,,,FALSE,DYER,
AR006,US,UIA0034RI,,,,,FALSE,DYER,
AR006,US,UIL0001RAL,,,,,FALSE,DYER,
AR006,US,UIL0003RC,,,,,FALSE,DYER,
AR006,US,UIL0055RI,,,,,FALSE,DYER,
AR006,US,UIL0108RI,,,,,FALSE,DYER,
AR006,US,UIL0113RI,,,,,FALSE,DYER,
AR006,US,UIL0116RI,,,,,FALSE,DYER,
AR006,US,UIL0118RI,,,,,FALSE,DYER,
AR006,US,UIL0127RI,,,,,FALSE,DYER,
AR006,US,UIL0131RI,,,,,FALSE,DYER,
AR006,US,UILCHICYAL2,,,,,FALSE,DYER,
AR006,US,UIN0004RC,,,,,FALSE,DYER,
AR006,US,UIN0016RI01,,,,,FALSE,DYER,
AR006,US,UIN0049RI,,,,,FALSE,DYER,
AR006,US,UIN0054RI01,,,,,FALSE,DYER,
AR006,US,UIN0060RI,,,,,FALSE,DYER,
AR006,US,UIN0067RI,,,,,FALSE,DYER,
AR006,US,UIN0083RI,,,,,FALSE,DYER,
AR006,US,UIN0089RI,,,,,FALSE,DYER,
AR006,US,UKY0007RI,,,,,FALSE,DYER,
AR006,US,UKY0019RI,,,,,FALSE,DYER,
AR006,US,UMI0001RAL,,,,,FALSE,DYER,
AR006,US,UMO0006RI,,,,,FALSE,DYER,
AR006,US,UMO0008RI,,,,,FALSE,DYER,
AR006,US,UMO0010RC,,,,,FALSE,DYER,
AR006,US,UMO0012RI,,,,,FALSE,DYER,
AR006,US,UMO0017RI,,,,,FALSE,DYER,
AR006,US,UMO0029RI,,,,,FALSE,DYER,
AR006,US,UMO0030RI,,,,,FALSE,DYER,
AR006,US,UMO0031RI,,,,,FALSE,DYER,
AR006,US,UMO0032RI01,,,,,FALSE,DYER,
AR006,US,UMO0034RI,,,,,FALSE,DYER,
AR006,US,UMOLANDYA,,,,,FALSE,DYER,
AR006,US,UOH0004RI01,,,,,FALSE,DYER,
AR006,US,UOH0008RI01,,,,,FALSE,DYER,
AR006,US,UOH0012RI01,,,,,FALSE,DYER,
AR006,US,UOH0016RI01,,,,,FALSE,DYER,
AR006,US,UOH0017YAL,,,,,FALSE,DYER,
AR006,US,UOH0042RI,,,,,FALSE,DYER,
AR006,US,UOH0048RI,,,,,FALSE,DYER,
AR006,US,UOH0054RI,,,,,FALSE,DYER,
AR006,US,UOH0057RI,,,,,FALSE,DYER,
AR006,US,UOH0076RI,,,,,FALSE,DYER,
AR006,US,UOH0083RI,,,,,FALSE,DYER,
AR006,US,UOH0096RI,,,,,FALSE,DYER,
AR006,US,UOH0114RI,,,,,FALSE,DYER,
AR006,US,UOH0120RI,,,,,FALSE,DYER,
AR006,US,UUR0013RI,,,,,FALSE,DYER,
AR006,US,UWI0001YAL,,,,,FALSE,DYER,
AR006,US,UWI0023RI,,,,,FALSE,DYER,
AR008,Confederate,CAR0008RI,,,,,FALSE,CRUTE,
AR008,Confederate,CAR0035R0M,,,,,FALSE,CRUTE,
AR008,Confederate,CAR0037RI,,,,,FALSE,CRUTE,
AR008,Confederate,CARETTEYAL,,,,,FALSE,CRUTE,
AR008,Confederate,CARMARSYAL,,,,,FALSE,CRUTE,
AR008,US,UIA0029RI,,,,,FALSE,DYER,
AR008,US,UIA0036RI,,,,,FALSE,DYER,
AR008,US,UIN0001RC,,,,,FALSE,DYER,
AR008,US,UIN0043RI,,,,,FALSE,DYER,
AR008,US,UMO0001RAL,,,,,FALSE,DYER,
AR008,US,UMO0033RI,,,,,FALSE,DYER,
AR008,US,UMO0035RI,,,,,FALSE,DYER,
AR009,US,UIA0001RC,,,,,FALSE,DYER,
AR009,US,UIN0002YAL,,,,,FALSE,DYER,
AR009,US,UKS0002RC,,,,,FALSE,DYER,
AR009,US,UMO0006RC,,,,,FALSE,DYER,
AR011,Confederate,CAR0007RC,,,,,FALSE,CRUTE,
AR011,US,UIN0001RC,,,,,FALSE,DYER,
AR011,US,UKS0005RC,,,,,FALSE,DYER,
AR012,Confederate,CMO0003RC01,,,,,FALSE,CRUTE,
AR012,US,UIA0001RC,,,,,FALSE,DYER,
AR012,US,UIA0029RI,,,,,FALSE,DYER,
AR012,US,UIA0036RI,,,,,FALSE,DYER,
AR012,US,UIL0010RC,,,,,FALSE,DYER,
AR012,US,UIN0043RI,,,,,FALSE,DYER,
AR012,US,UWI0009RI,,,,,FALSE,DYER,
AR013,Confederate,CAR0002RI02,,,,,FALSE,CRUTE,
AR013,US,UAR0001RI,,,,,FALSE,DYER,
AR013,US,UAR0002RI,,,,,FALSE,DYER,
AR013,US,UIA0001RC,,,,,FALSE,DYER,
AR013,US,UIA0018RI,,,,,FALSE,DYER,
AR013,US,UIA0029RI,,,,,FALSE,DYER,
AR013,US,UIA0032RI,,,,,FALSE,DYER,
AR013,US,UIA0036RI,,,,,FALSE,DYER,
AR013,US,UIA0040RI,,,,,FALSE,DYER,
AR013,US,UIL0010RC,,,,,FALSE,DYER,
AR013,US,UIL0013RC,,,,,FALSE,DYER,
AR013,US,UIL0043RI,,,,,FALSE,DYER,
AR013,US,UILVAUGYAL,,,,,FALSE,DYER,
AR013,US,UIN0002YAL,,,,,FALSE,DYER,
AR013,US,UIN0043RI,,,,,FALSE,DYER,
AR013,US,UIN0050RI,,,,,FALSE,DYER,
AR013,US,UKS0002RC,,,,,FALSE,DYER,
AR013,US,UKS0006RC,,,,,FALSE,DYER,
AR013,US,UKS0012RI,,,,,FALSE,DYER,
AR013,US,UKS0014RC,,,,,FALSE,DYER,
AR013,US,UMO0002RAL,,,,,FALSE,DYER,
AR013,US,UMO0003RC,,,,,FALSE,DYER,
AR013,US,UOH0077RI,,,,,FALSE,DYER,
AR013,US,UUS0079RI02C,,,,,FALSE,DYER,
AR013,US,UUS0083RI02C,,,,,FALSE,DYER,
AR013,US,UWI0009RI,,,,,FALSE,DYER,
AR013,US,UWI0027RI,,,,,FALSE,DYER,
AR014,Confederate,CAR0001RC02,,,,,FALSE,CRUTE,
AR014,Confederate,CAR0002RC,,,,,FALSE,CRUTE,
AR014,Confederate,CAR0007RC,,,,,FALSE,CRUTE,
AR014,Confederate,CAR0008YA,,,,,FALSE,CRUTE,
AR014,Confederate,CARPOE0BC,,,,,FALSE,CRUTE,
AR014,Confederate,CARWRIGRC,,,,,FALSE,CRUTE,
AR014,Confederate,CMO0003RC01,,,,,FALSE,CRUTE,
AR014,Confederate,CMO0004RC,,,,,FALSE,CRUTE,
AR014,Confederate,CTX0030RC,,,,,FALSE,CRUTE,
AR014,Confederate,CTX0031RC,,,,,FALSE,CRUTE,
AR014,US,UIA0018RI,,,,,FALSE,DYER,
AR014,US,UIN0002YAL,,,,,FALSE,DYER,
AR014,US,UKS0002RC,,,,,FALSE,DYER,
AR014,US,UKS0006RC,,,,,FALSE,DYER,
AR014,US,UKS0014RC,,,,,FALSE,DYER,
AR015,Confederate,CAR0001RC02,,,,,FALSE,CRUTE,
AR015,Confederate,CAR0001RC04,,,,,FALSE,CRUTE,
AR015,Confederate,CAR0007RC,,,,,FALSE,CRUTE,
AR015,Confederate,CAR0008YA,,,,,FALSE,CRUTE,
AR015,Confederate,CAR0012BS,,,,,FALSE,CRUTE,
AR015,Confederate,CAR0018RI01,,,,,FALSE,CRUTE,
AR015,Confederate,CAR0019RI03,,,,,FALSE,CRUTE,
AR015,Confederate,CAR0020RI,,,,,FALSE,CRUTE,
AR015,Confederate,CARGORDRC,,,,,FALSE,CRUTE,
AR015,Confederate,CARPOE0BC,,,,,FALSE,CRUTE,
AR015,Confederate,CARWRIGRC,,,,,FALSE,CRUTE,
AR015,Confederate,CMO0002YAL,,,,,FALSE,CRUTE,
AR015,Confederate,CMO0005RC,,,,,FALSE,CRUTE,
AR015,Confederate,CMO0012RC,,,,,FALSE,CRUTE,
AR015,Confederate,CMOHUNTRC,,,,,FALSE,CRUTE,
AR015,US,UIA0036RI,,,,,FALSE,DYER,
AR015,US,UIN0043RI,,,,,FALSE,DYER,
AR015,US,UKS0005RC,,,,,FALSE,DYER,
AR015,US,UMO0007RC,,,,,FALSE,DYER,
AR015,US,UOH0077RI,,,,,FALSE,DYER,
AR016,Confederate,CAR0018RI01,,,,,FALSE,CRUTE,
AR016,Confederate,CAR0019RI03,,,,,FALSE,CRUTE,
