date,description,confederate,union,theater,cwsac_id
1862-06-22,"Garnett's & Golding's Farms,VA June 27-28",438.0,189.0,Eastern,VA018
1862-06-29,"Savage's Station, VA - June 29",444.0,919.0,Eastern,VA019
1862-06-29,"Glendale While Oak Swamp, VA-June 30",3600.0,2700.0,Eastern,VA020
1862-06-29,Malvern Hill. VA-Julv 1,5355.0,3000.0,Eastern,VA021
1862-07-06,"Hill's Plantation, AK - July 7",250.0,63.0,Trans-Mississippi,AR003
1862-07-13,"Murfreesboro I, TN - July 13",150.0,1200.0,Western,TN006
1862-08-03,"Baton Rouge, LA - August 5",478.0,371.0,Lower Seaboard,LA003
1862-08-03,"Kirksville, MO - August 6-9",368.0,88.0,Trans-Mississippi,MO013
1862-08-03,"Cedar Mountain, VA - August 9",1400.0,2500.0,Eastern,VA022
1862-08-10,"Independence I, MO - August 11",,344.0,Trans-Mississippi,MO014
1862-08-10,"Lone Jack, MO - August 15-16",,272.0,Trans-Mississippi,MO015
1862-08-17,"Rappahannock River, VA - Aug. 22-25",112.0,113.0,Eastern,VA023
1862-08-17,"Fort Ridgely, MN - August 20-22",,26.0,Trans-Mississippi,MN001
1862-08-24,"Thoroughfare Gap, VA - August 28",50.0,50.0,Eastern,VA025
1862-08-24,"Second Manassas, VA - August 28-30",8353.0,13826.0,Eastern,VA026
1862-08-24,"Richmond, KY - August 29-30",600.0,5623.0,Western,KY007
1862-08-31,Chantilly. VA - September I,800.0,1300.0,Eastern,VA027
1862-09-07,Harpers Ferry. WVA - September 12-15,286.0,12719.0,Eastern,WV010
1862-09-14,"South Mountain, MD - September 14",2300.0,2325.0,Eastern,MD002
1862-09-14,"Munfordville, KY - September 14-17",285.0,4148.0,Western,KY008
1862-09-14,"Antietam, MD - September 17",10300.0,12400.0,Eastern,MD003
1862-09-14,"luka, MS - September 19",594.0,790.0,Western,MS001
1862-09-14,Sheperdstown. WVA - September 19-20,291.0,363.0,Eastern,WV016
1862-09-21,"Wood Lake, MN - September 23",25.0,41.0,Trans-Mississippi,MN002
1862-09-28,"Newtonia, MO - September 30",78.0,245.0,Trans-Mississippi,MO016
1862-09-28,Corinth. MS - October 3-4,4800.0,2350.0,Western,MS002
1862-10-05,"Davis Bridge, TN - October 6",400.0,500.0,Western,TN007
1862-10-05,"Perryville, KY - October 8",3396.0,4211.0,Western,KY009
1862-10-19,"Old Fort Wayne, OK - October 22",150.0,14.0,Trans-Mississippi,OK004
1862-10-19,"Georgia Landing, LA - October 27",229.0,86.0,Trans-Mississippi,LA005
1862-11-02,Clark's Mill. MO - November 7,34.0,119.0,Trans-Mississippi,MO017
1862-11-23,Cane Hill. AR - November 28,45.0,41.0,Trans-Mississippi,AR004
1862-12-07,Prairie Grove. AR - December 7,1317.0,1251.0,Trans-Mississippi,AR005
1862-12-07,"Hartsville, TN – December 7",139.0,2096.0,Western,TN008
1862-12-14,"Fredericksburg I, VA December 11 15",5300.0,12600.0,Eastern,VA028
1862-12-14,"Kinston, NC - December 14",525.0,160.0,Eastern,NC007
1862-12-14,White Hall. NC - December 16,75.0,75.0,Eastern,NC008
