cwsac_id,belligerent,casualties_kwm_mean,casualties_k_mean,casualties_w_mean,casualties_m_mean,casualties_kwm_var,casualties_k_var,casualties_w_var,casualties_m_var,casualties_kw_mean,casualties_kw_var,strength_mean,strength_var,casualties_km_mean,casualties_wm_mean,casualties_km_var,casualties_wm_var
NC006,Confederate,,,,,,,,,,,,,,,,
NC006,US,,,,,,,,,,,,,,,,
NC007,Confederate,525,,,,0.08333333333333333,,,,,,,,,,,
NC007,US,160,,,,8.333333333333334,,,,,,,,,,,
NC008,Confederate,,,,,,,,,,,,,,,,
NC008,US,,,,,,,,,,,,,,,,
NC009,Confederate,,,,,,,,,,,,,,,,
NC009,US,,,,,,,,,,,,,,,,
NC010,Confederate,,,,,,,,,,,,,,,,
NC010,US,,,,,,,,,,,,,,,,
NC011,Confederate,,,,,,,,,,,,,,,,
NC011,US,,,,,,,,,,,,,,,,
NC012,Confederate,300,,,,833.3333333333334,,,,,,,,,,,
NC012,US,2900,,,,833.3333333333334,,,,,,,,,,,
NC013,Confederate,,,,,,,,,,,,,,,,
NC013,US,,,,,,,,,,,,,,,,
NC014,Confederate,,,,,,,,,,,,,,,,
NC014,US,,,,,,,,,,,,,,,,
NC015,Confederate,2583,,,,0.08333333333333333,,,,,,,,,,,
NC015,US,1059,,,,0.08333333333333333,,,,,,,,,,,
NC016,Confederate,,,,,,,,,,,6600,833.3333333333334,,,,
NC016,US,,,,,,,,,,,12e3,83333.33333333333,,,,
NC017,Confederate,1500,,,,833.3333333333334,,,,,,8500,833.3333333333334,,,,
NC017,US,1300,,,,833.3333333333334,,,,,,12e3,83333.33333333333,,,,
NC018,Confederate,86,,,,0.08333333333333333,,,,,,3050,8.333333333333334,,,,
NC018,US,183,,,,0.08333333333333333,,,,,,1850,8.333333333333334,,,,
NC019,Confederate,865,,,,0.08333333333333333,,,,,,5400,833.3333333333334,,,,
NC019,US,682,,,,0.08333333333333333,,,,,,25992,0.08333333333333333,,,,
NC020,Confederate,2606,,,,0.08333333333333333,,,,,,,,,,,
NC020,US,1527,,,,0.08333333333333333,,,,,,,,,,,
ND001,Native American,80,,,,8.333333333333334,,,,,,,,,,,
ND001,US,7,,,,0.08333333333333333,,,,,,,,,,,
ND002,Native American,9,,,,0.08333333333333333,,,,,,,,,,,
ND002,US,1,,,,0.08333333333333333,,,,,,,,,,,
ND003,Native American,,,,,,,,,,,,,,,,
ND003,US,,,,,,,,,,,,,,,,
ND004,Native American,550,,,,8.333333333333334,,,,,,1200,833.3333333333334,,,,
