"cwsac_id","dbpedia_uri","wikipedia_title","relation"
"VA030","http://dbpedia.org/resource/Battle_of_Suffolk_(Norfleet_House)","Battle_of_Suffolk_(Norfleet_House)","="
"VA031","http://dbpedia.org/resource/Battle_of_Suffolk_(Hill's_Point)","Battle_of_Suffolk_(Hill's_Point)","="
"VA032","http://dbpedia.org/resource/Battle_of_Chancellorsville","Battle_of_Chancellorsville","="
"VA033","http://dbpedia.org/resource/Battle_of_Salem_Church","Battle_of_Salem_Church","="
"VA034","http://dbpedia.org/resource/Second_Battle_of_Fredericksburg","Second_Battle_of_Fredericksburg","="
"VA035","http://dbpedia.org/resource/Battle_of_Brandy_Station","Battle_of_Brandy_Station","="
"VA036","http://dbpedia.org/resource/Battle_of_Aldie","Battle_of_Aldie","="
"VA037","http://dbpedia.org/resource/Battle_of_Middleburg","Battle_of_Middleburg","="
"VA038","http://dbpedia.org/resource/Battle_of_Upperville","Battle_of_Upperville","="
"VA039","http://dbpedia.org/resource/First_Battle_of_Auburn","First_Battle_of_Auburn","="
"VA040","http://dbpedia.org/resource/Battle_of_Bristoe_Station","Battle_of_Bristoe_Station","="
"VA041","http://dbpedia.org/resource/Second_Battle_of_Auburn","Second_Battle_of_Auburn","="
"VA042","http://dbpedia.org/resource/Battle_of_Buckland_Mills","Battle_of_Buckland_Mills","="
"VA043","http://dbpedia.org/resource/Second_Battle_of_Rappahannock_Station","Second_Battle_of_Rappahannock_Station","="
"VA044","http://dbpedia.org/resource/Battle_of_Mine_Run","Battle_of_Mine_Run","="
"VA045","http://dbpedia.org/resource/Battle_of_Morton's_Ford","Battle_of_Morton's_Ford","="
"VA046","http://dbpedia.org/resource/Battle_of_the_Wilderness","Battle_of_the_Wilderness","="
"VA047","http://dbpedia.org/resource/Battle_of_Port_Walthall_Junction","Battle_of_Port_Walthall_Junction","="
"VA048","http://dbpedia.org/resource/Battle_of_Spotsylvania_Court_House","Battle_of_Spotsylvania_Court_House","="
"VA049","http://dbpedia.org/resource/Battle_of_Cloyd's_Mountain","Battle_of_Cloyd's_Mountain","="
"VA050","http://dbpedia.org/resource/Battle_of_Swift_Creek","Battle_of_Swift_Creek","="
"VA051","http://dbpedia.org/resource/Battle_of_Chester_Station","Battle_of_Chester_Station","="
"VA052","http://dbpedia.org/resource/Battle_of_Yellow_Tavern","Battle_of_Yellow_Tavern","="
"VA053","http://dbpedia.org/resource/Battle_of_Proctor's_Creek","Battle_of_Proctor's_Creek","="
"VA054","http://dbpedia.org/resource/Battle_of_Ware_Bottom_Church","Battle_of_Ware_Bottom_Church","="
"VA055","http://dbpedia.org/resource/Battle_of_North_Anna","Battle_of_North_Anna","="
"VA056","http://dbpedia.org/resource/Battle_of_Wilson's_Wharf","Battle_of_Wilson's_Wharf","="
"VA057","http://dbpedia.org/resource/Battle_of_Totopotomoy_Creek","Battle_of_Totopotomoy_Creek","="
"VA058","http://dbpedia.org/resource/Battle_of_Haw's_Shop","Battle_of_Haw's_Shop","="
"VA059","http://dbpedia.org/resource/Battle_of_Old_Church","Battle_of_Old_Church","="
"VA062","http://dbpedia.org/resource/Battle_of_Cold_Harbor","Battle_of_Cold_Harbor","="
"VA063","http://dbpedia.org/resource/Second_Battle_of_Petersburg","Second_Battle_of_Petersburg","="
"VA064","http://dbpedia.org/resource/Battle_of_Lynchburg","Battle_of_Lynchburg","="
"VA065","http://dbpedia.org/resource/Battle_of_Jerusalem_Plank_Road","Battle_of_Jerusalem_Plank_Road","="
"VA066","http://dbpedia.org/resource/Battle_of_Saint_Mary's_Church","Battle_of_Saint_Mary's_Church","="
"VA067","http://dbpedia.org/resource/Battle_of_Sappony_Church","Battle_of_Sappony_Church","="
"VA068","http://dbpedia.org/resource/First_Battle_of_Ream's_Station","First_Battle_of_Ream's_Station","="
"VA069","http://dbpedia.org/resource/First_Battle_of_Deep_Bottom","First_Battle_of_Deep_Bottom","="
"VA070","http://dbpedia.org/resource/Battle_of_the_Crater","Battle_of_the_Crater","="
"VA071","http://dbpedia.org/resource/Second_Battle_of_Deep_Bottom","Second_Battle_of_Deep_Bottom","="
"VA072","http://dbpedia.org/resource/Battle_of_Globe_Tavern","Battle_of_Globe_Tavern","="
"VA073","http://dbpedia.org/resource/Second_Battle_of_Ream's_Station","Second_Battle_of_Ream's_Station","="
"VA074","http://dbpedia.org/resource/Battle_of_Peebles'_Farm","Battle_of_Peebles'_Farm","="
"VA075","http://dbpedia.org/resource/Battle_of_Chaffin's_Farm","Battle_of_Chaffin's_Farm","="
"VA076","http://dbpedia.org/resource/Battle_of_Saltville_I","Battle_of_Saltville_I","="
"VA077","http://dbpedia.org/resource/Battle_of_Darbytown_and_New_Market","Battle_of_Darbytown_and_New_Market","="
"VA078","http://dbpedia.org/resource/Battle_of_Darbytown_Road","Battle_of_Darbytown_Road","="
"VA079","http://dbpedia.org/resource/Battle_of_Boydton_Plank_Road","Battle_of_Boydton_Plank_Road","="
"VA080","http://dbpedia.org/resource/Battle_of_Fair_Oaks_&_Darbytown_Road","Battle_of_Fair_Oaks_&_Darbytown_Road","="
"VA081","http://dbpedia.org/resource/Battle_of_Marion","Battle_of_Marion","="
"VA082","http://dbpedia.org/resource/Battle_of_Saltville_II","Battle_of_Saltville_II","="
"VA083","http://dbpedia.org/resource/Battle_of_Hatcher's_Run","Battle_of_Hatcher's_Run","="
"VA084","http://dbpedia.org/resource/Battle_of_Fort_Stedman","Battle_of_Fort_Stedman","="
"VA085","http://dbpedia.org/resource/Battle_of_Lewis's_Farm","Battle_of_Lewis's_Farm","="
"VA086","http://dbpedia.org/resource/Battle_of_Dinwiddie_Court_House","Battle_of_Dinwiddie_Court_House","="
"VA087","http://dbpedia.org/resource/Battle_of_White_Oak_Road","Battle_of_White_Oak_Road","="
"VA088","http://dbpedia.org/resource/Battle_of_Five_Forks","Battle_of_Five_Forks","="
"VA089","http://dbpedia.org/resource/Third_Battle_of_Petersburg","Third_Battle_of_Petersburg","="
"VA090","http://dbpedia.org/resource/Battle_of_Sutherland's_Station","Battle_of_Sutherland's_Station","="
"VA091","http://dbpedia.org/resource/Battle_of_Amelia_Springs","Battle_of_Amelia_Springs","="
"VA092","http://dbpedia.org/resource/Battle_of_Rice's_Station","Battle_of_Rice's_Station","="
"VA093","http://dbpedia.org/resource/Battle_of_Sayler's_Creek","Battle_of_Sayler's_Creek","="
"VA094","http://dbpedia.org/resource/Battle_of_Cumberland_Church","Battle_of_Cumberland_Church","="
"VA095","http://dbpedia.org/resource/Battle_of_High_Bridge","Battle_of_High_Bridge","="
"VA096","http://dbpedia.org/resource/Battle_of_Appomattox_Station","Battle_of_Appomattox_Station","="
"VA097","http://dbpedia.org/resource/Battle_of_Appomattox_Court_House","Battle_of_Appomattox_Court_House","="
"VA098","http://dbpedia.org/resource/First_Battle_of_Petersburg","First_Battle_of_Petersburg","="
"VA099","http://dbpedia.org/resource/Battle_of_Trevilian_Station","Battle_of_Trevilian_Station","="
"VA100","http://dbpedia.org/resource/Battle_of_Cockpit_Point","Battle_of_Cockpit_Point","="
"VA101","http://dbpedia.org/resource/First_Battle_of_Kernstown","First_Battle_of_Kernstown","="
"VA102","http://dbpedia.org/resource/Battle_of_McDowell","Battle_of_McDowell","="
"VA103","http://dbpedia.org/resource/Battle_of_Front_Royal","Battle_of_Front_Royal","="
"VA104","http://dbpedia.org/resource/First_Battle_of_Winchester","First_Battle_of_Winchester","="
"VA105","http://dbpedia.org/resource/Battle_of_Cross_Keys","Battle_of_Cross_Keys","="
"VA106","http://dbpedia.org/resource/Battle_of_Port_Republic","Battle_of_Port_Republic","="
"VA107","http://dbpedia.org/resource/Second_Battle_of_Winchester","Second_Battle_of_Winchester","="
"VA108","http://dbpedia.org/resource/Battle_of_Manassas_Gap","Battle_of_Manassas_Gap","="
"VA109","http://dbpedia.org/resource/Battle_of_Cove_Mountain","Battle_of_Cove_Mountain","="
"VA110","http://dbpedia.org/resource/Battle_of_New_Market","Battle_of_New_Market","="
"VA111","http://dbpedia.org/resource/Battle_of_Piedmont","Battle_of_Piedmont","="
"VA113","http://dbpedia.org/resource/Battle_of_Staunton_River_Bridge","Battle_of_Staunton_River_Bridge","="
"VA114","http://dbpedia.org/resource/Battle_of_Cool_Spring","Battle_of_Cool_Spring","="
"VA115","http://dbpedia.org/resource/Battle_of_Rutherford's_Farm","Battle_of_Rutherford's_Farm","="
"VA116","http://dbpedia.org/resource/Second_Battle_of_Kernstown","Second_Battle_of_Kernstown","="
"VA117","http://dbpedia.org/resource/Battle_of_Guard_Hill","Battle_of_Guard_Hill","="
"VA118","http://dbpedia.org/resource/Battle_of_Berryville","Battle_of_Berryville","="
"VA119","http://dbpedia.org/resource/Battle_of_Opequon","Battle_of_Opequon","="
"VA120","http://dbpedia.org/resource/Battle_of_Fisher's_Hill","Battle_of_Fisher's_Hill","="
"VA121","http://dbpedia.org/resource/Battle_of_Tom's_Brook","Battle_of_Tom's_Brook","="
"VA122","http://dbpedia.org/resource/Battle_of_Cedar_Creek","Battle_of_Cedar_Creek","="
"VA123","http://dbpedia.org/resource/Battle_of_Waynesboro","Battle_of_Waynesboro","="
"VA124","http://dbpedia.org/resource/Battle_of_Namozine_Church","Battle_of_Namozine_Church","="
"VA125","http://dbpedia.org/resource/Battle_of_Walkerton","Battle_of_Walkerton","="
"WV001","http://dbpedia.org/resource/Battle_of_Philippi_(West_Virginia)","Battle_of_Philippi_(West_Virginia)","="
"WV002","http://dbpedia.org/resource/Battle_of_Hoke's_Run","Battle_of_Hoke's_Run","="
"WV003","http://dbpedia.org/resource/Battle_of_Rich_Mountain","Battle_of_Rich_Mountain","="
"WV004","http://dbpedia.org/resource/Battle_of_Kessler's_Cross_Lanes","Battle_of_Kessler's_Cross_Lanes","="
"WV005","http://dbpedia.org/resource/Battle_of_Cheat_Mountain","Battle_of_Cheat_Mountain","="
"WV006","http://dbpedia.org/resource/Battle_of_Carnifex_Ferry","Battle_of_Carnifex_Ferry","="
"WV007","http://dbpedia.org/resource/Battle_of_Greenbrier_River","Battle_of_Greenbrier_River","="
"WV008","http://dbpedia.org/resource/Battle_of_Camp_Allegheny","Battle_of_Camp_Allegheny","="
"WV009","http://dbpedia.org/resource/Battle_of_Princeton_Court_House","Battle_of_Princeton_Court_House","="
"WV010","http://dbpedia.org/resource/Battle_of_Harpers_Ferry","Battle_of_Harpers_Ferry","="
"WV012","http://dbpedia.org/resource/Battle_of_Droop_Mountain","Battle_of_Droop_Mountain","="
"WV013","http://dbpedia.org/resource/Battle_of_Moorefield","Battle_of_Moorefield","="
"WV014","http://dbpedia.org/resource/Battle_of_Summit_Point","Battle_of_Summit_Point","="
"WV015","http://dbpedia.org/resource/Battle_of_Smithfield_Crossing","Battle_of_Smithfield_Crossing","="
"WV016","http://dbpedia.org/resource/Battle_of_Shepherdstown","Battle_of_Shepherdstown","="
