battleNum,battleDetail,beginDate,endDate,unknownDay,lat,lng,shrtNm,desc,type,killed,usCasTot,csCasTot
0,,1864-01-28,1864-01-28,False,-0.023518286279091,-0.023518286279091,,"Skirmish at Indian Creek, TN",Skirmish,0,0,0
1,,1865-04-02,1865-04-02,False,-0.515018226088235,-0.515018226088235,,"Skirmish near Goldsborough, N. C.",Skirmish,0,0,0
2,TX005,1865-05-12,1865-05-13,False,0.133255234657116,-0.499631467740687,,Battle at Palmetto Ranch,Battle,126,118,8
3,,1864-03-16,1864-03-16,False,0.222193321558772,-0.827827431159189,,"Skirmish at Santa Rosa, Tex.",Skirmish,0,0,0
4,,1864-03-19,1864-03-19,False,0.0724887319984467,-0.262263679953479,,"Attack on Laredo, Tex.",Skirmish,0,0,0
5,,1862-08-16,1862-08-18,False,0.122534766093867,-0.429164861700231,,"Bombardment of Corpus Christi, Tex.",Skirmish,0,0,0
6,,1864-03-17,1864-03-17,False,0.13327548211204,-0.466783066324455,,"Affair at Corpus Christi, Tex.",Skirmish,0,0,0
7,,1864-03-22,1864-03-22,False,0.11142094219757,-0.390239886793425,,"Affair at Corpus Christi, Tex.",Skirmish,0,0,0
8,,1864-02-13,1864-02-14,False,0.146739960494439,-0.430341673965322,,"Skirmishes at Pease Creek, Fla.",Skirmish,0,0,0
9,,1864-02-20,1864-02-20,False,0.228386332571902,-0.669784538162786,,"Skirmish at Pease Creek, Fla.",Skirmish,0,0,0
10,,1863-11-17,1863-11-17,False,0.197816669154028,-0.688635338716676,,"Capture of Confederate battery at Aransas Pass, TX",Skirmish,0,0,0
11,FL004,1863-10-16,1863-10-18,False,0.271486277899107,-0.801163228108643,,"Engagement at Fort Brooke, Fla.",Battle,0,0,0
12,,1863-12-25,1863-12-25,False,0.128769603484741,-0.380002525388943,,"Engagement at Fort Brooke, Fla.",Battle,0,0,0
13,,1864-05-06,1864-05-06,False,0.0639831234158421,-0.188823678278556,,"Affair at Tampa, Fla.",Skirmish,0,0,0
14,,1862-05-25,1862-05-25,False,0.0192172278161628,-0.0566921932783294,,"Affair between James and Dixon's Islands, S.C.",Skirmish,0,0,0
15,FL002,1862-06-30,1862-07-01,False,0.0662049324461764,-0.195309274684282,,"Bombardment of Tampa, Fla.",Skirmish,0,0,0
16,,1863-12-29,1863-12-29,False,0.0413163506470886,-0.140165183284009,,"Skirmish on Matagorda Peninsula, Tex.",Skirmish,0,0,0
17,,1863-02-24,1863-02-24,False,0.240907934242664,-0.815237022481944,,"Capture of the Indianola, TX",Skirmish,0,0,0
18,,1864-02-22,1864-02-22,False,0.0339039577671404,-0.114731636661646,,"Affair near Indianola, Tex.",Skirmish,0,0,0
19,,1862-11-20,1862-11-20,False,0.147935629212606,-0.49485065694435,,"Affair near Matagorda, Tex.",Skirmish,0,0,0
20,,1864-06-19,1864-06-19,False,0.00521982503813477,-0.0182727649706316,,"Affair at Eagle Pass, Tex.",Skirmish,0,0,0
21,,1862-08-11,1862-08-11,False,0.0681217266582561,-0.224331826442893,,"Affair at Velasco, Tex.",Skirmish,0,0,0
22,,1864-03-21,1864-03-21,False,0.243161016847628,-0.800754145630986,,"Affair at Velasco, Tex.",Skirmish,0,0,0
23,,1862-03-23,1862-03-23,False,0.211810341189792,-0.590478297232733,,"Affair at Smyrna, Fla.",Skirmish,0,0,0
24,TX003,1863-01-01,1863-01-01,False,0.0139773004990026,-0.0452462223677885,,"Recapture of Galveston, Tex., by Confederate forces.",Battle,650,600,50
25,,1864-03-13,1864-03-13,False,0.000324102478316727,-0.000902169978438598,,"Capture of C. S. steamer Sumter in Lake George, Fla.",Skirmish,0,0,0
26,TX002,1862-10-05,1862-10-05,False,0.274378238188922,-0.885963002317798,,"Galveston, Tex., captured by Union fleet.",Event,0,0,0
27,LA001,1862-04-18,1862-04-28,False,0.263274964322758,-0.802238715063159,,Battle of Forts Jackson and Saint Philip,Battle,1011,229,782
28,,1864-05-19,1864-05-19,False,0.0198789490537322,-0.055074170649177,,"Affairs at Welaka, FL",Skirmish,0,0,0
29,,1865-02-05,1865-02-05,False,0.181026316486491,-0.501529241773329,,"Action at Braddock's Farm, near Welaka, Fla.",Skirmish,0,0,0
30,,1865-03-19,1865-03-19,False,0.128445875692925,-0.35585634119662,,"Skirmish at Welaka, Fla.",Skirmish,0,0,0
31,,1864-05-23,1864-05-23,False,0.14064955898961,-0.389026526886087,,Capture of U.S. steamer Columbine [in FL?],Skirmish,88,88,0
32,,1864-08-17,1864-08-17,False,0.261982978789671,-0.727538764973392,,"Action at Gainesville, Fla.",Skirmish,0,0,0
33,,1864-03-16,1864-03-16,False,0.169234317236845,-0.466081339255055,,"Skirmish near Palatka, Fla.",Skirmish,0,0,0
34,,1864-03-31,1864-03-31,False,0.260653897387807,-0.71785628092521,,"Skirmish at Palatka, Fla.",Skirmish,0,0,0
35,,1864-08-13,1864-08-13,False,0.0102071599843202,-0.0281111235189054,,"Skirmish at Palatka, Fla.",Skirmish,0,0,0
36,,1863-03-27,1863-03-27,False,0.0920007203430065,-0.253375436200021,,"Skirmish at Palatka, Fla.",Skirmish,0,0,0
37,,1864-02-14,1864-02-14,False,0.182819431114761,-0.507257287635676,,Skirmish at Gainesville.,Skirmish,0,0,0
38,,1862-06-01,1862-06-01,False,0.117790824431859,-0.3618638664931,,"Skirmish at Berwick, La.",Skirmish,0,0,0
39,,1864-04-26,1864-04-26,False,0.141144508133417,-0.433608455444436,,"Skirmish at Berwick, La.",Skirmish,0,0,0
40,,1864-05-01,1864-05-01,False,0.100170708114943,-0.307733305396758,,"Affair at Berwick, La.",Skirmish,0,0,0
41,,1863-06-21,1863-06-21,False,0.196794309098338,-0.604429832524407,,"Skirmish at Brashear City, LA",Skirmish,0,0,0
42,,1863-03-28,1863-03-28,False,0.172360170964451,-0.529888458441264,,"Capture of U.S. S. Diana near Pattersonville, LA",Skirmish,0,0,0
43,,1863-04-11,1863-04-11,False,0.167806368625974,-0.515888662040043,,"Skirmish near Pattersonville, LA",Skirmish,0,0,0
44,,1863-06-24,1863-06-24,False,0.152053597202419,-0.465329512529827,,"Skirmish at Chacahoula Station, LA",Skirmish,0,0,0
45,,1865-05-03,1865-05-03,False,0.252648627128266,-0.773180409184396,,"Skirmish at Chacahoula, La. [In the vicinity of Brashear City, La.]",Skirmish,0,0,0
46,,1865-05-03,1865-05-03,False,0.284341729313456,-0.870170786667934,,"Skirmish at Chacahoula, La.",Skirmish,0,0,0
47,TX006,1863-09-08,1863-09-08,False,0.0166076358727639,-0.0524369571800661,,Battle of Sabine Pass II,Battle,230,230,0
48,TX001,1862-09-24,1862-09-25,False,0.121632486893239,-0.384046176001704,,Engagement at Sabine Pass,Battle,0,0,0
49,LA006,1863-04-12,1863-04-13,False,0.101326685859935,-0.311261220970675,,Engagement at Fort Bisland,Battle,674,224,450
50,,1863-11-23,1863-11-23,False,0.0436981198210305,-0.139423430404571,,"Skirmish at Cedar Bayou, TX",Skirmish,0,0,0
51,,1863-05-25,1863-05-25,False,0.121154799183312,-0.372214443898305,,"Skirmish at Centreville, La.",Skirmish,0,0,0
52,LA012,1863-06-20,1863-06-21,False,0.15819663286122,-0.482377244515519,,"Engagement at La Fourche Crossing, LA",Battle,267,48,219
53,,1862-06-20,1862-06-20,False,0.192724870796008,-0.584667452692591,,"Skirmish at Bayou des Allemands, LA",Skirmish,0,0,0
54,,1862-06-22,1862-06-22,False,0.094568945161518,-0.286892833514643,,"Skirmish at Bayou des Allemands, LA",Skirmish,0,0,0
55,,1863-07-18,1863-07-18,False,0.215329436729907,-0.653242691213743,,"Skirmish at Des Allemands, La.",Skirmish,0,0,0
56,LA007,1863-04-14,1863-04-14,False,0.0862540461352996,-0.264672653032251,,Battle of Irish Bend,Battle,353,353,0
57,,1862-05-20,1862-05-20,False,0.129969697059255,-0.368784659852786,,"Affair on Crooked River, Fla.",Skirmish,0,0,0
58,,1863-06-24,1863-06-24,False,0.0366563309651193,-0.111180747440582,,"Capture of Union forces at Bayou Boeuf Crossing, LA",Skirmish,0,0,0
59,,1864-05-07,1864-05-07,False,0.106169303977166,-0.322017568606629,,"Skirmish at Bayou Boeuf, LA",Skirmish,0,0,0
60,,1863-12-30,1863-12-30,False,0.239072041746362,-0.65030680592075,,"Skirmish near Saint Augustine, Fla.",Skirmish,0,0,0
61,,1863-03-09,1863-03-09,False,0.258660417115332,-0.703589714814323,,"Skirmish near Saint Augustine, Fla.",Skirmish,0,0,0
62,,1862-11-21,1862-11-22,False,0.275374610936363,-0.846576218879063,,"Affairs at Petite Anse Island, LA",Skirmish,0,0,0
63,,1863-04-14,1863-04-14,False,0.2763936973662,-0.847016260291044,,"Skirmish at Jeanerette, LA",Skirmish,0,0,0
64,,1863-03-24,1863-03-24,False,0.130838118116659,-0.368394555769084,,"Affair in Ocklockonnee Bay, Fla.",Skirmish,0,0,0
65,,1864-10-24,1864-10-24,False,0.125490943343081,-0.341620554161712,,"Skirmish near Magnolia, Fla.",Skirmish,0,0,0
66,,1864-09-24,1864-09-24,False,0.0966710183121644,-0.263164862478496,,"Skirmish at Magnolia, Fla.",Skirmish,0,0,0
67,,1863-11-20,1863-11-20,False,0.094680599147941,-0.289499792570238,,"Skirmish at Camp Pratt, LA",Skirmish,0,0,0
68,,1863-11-25,1863-11-25,False,0.183361420949051,-0.560654387570896,,"Affair at Camp Pratt, LA",Skirmish,0,0,0
69,,1863-07-12,1863-07-13,False,0.0956702962226512,-0.289766297182107,,"Engagement on the La Fourche , near Donaldsonville.",Battle,463,430,33
70,LA014,1862-08-09,1862-08-09,False,0.1145352401594,-0.346186376802465,,"Bombardment of Donaldsonville, LA",Skirmish,0,0,0
71,,1862-10-04,1862-10-04,False,0.178608467676451,-0.539849728390132,,"Engagement near Donaldsonville, LA",Battle,0,0,0
72,LA013,1863-06-28,1863-06-28,False,0.14190862538028,-0.428923297223167,,Attack on Donaldsonville,Skirmish,24,24,0
73,,1864-02-08,1864-02-08,False,0.16525764169561,-0.499496435663848,,"Skirmish at Donaldsonville, La.",Skirmish,0,0,0
74,,1864-09-04,1864-09-04,False,0.178049710593691,-0.538160867479512,,"Affair near Donaldsonville, La.",Skirmish,0,0,0
75,,1863-09-23,1863-09-23,False,0.00305728208247363,-0.00923645478228404,,"Affair opposite Donaldsonville, La.",Skirmish,0,0,0
76,,1863-12-03,1863-12-03,False,0.137490676919383,-0.419123852124536,,"Affair at Saint Martinsville, La.",Skirmish,0,0,0
77,,1865-03-04,1865-03-05,False,0.135710231707429,-0.379056211042409,,"Skirmishes at East River Bridge, Fla.",Skirmish,0,0,0
78,,1863-11-22,1863-11-22,False,0.128393245824558,-0.381813632498294,,"Affair on Lake Borgne, La.",Skirmish,0,0,0
79,,1863-03-20,1863-03-20,False,0.0974475488115711,-0.277082114570393,,"Affair in Saint Andrew's Bay, Fla.",Skirmish,0,0,0
80,,1863-11-09,1863-11-09,False,0.0507342393163246,-0.15525867596496,,"Skirmish near Indian Bayou, La.",Skirmish,0,0,0
81,,1864-05-09,1864-05-09,False,0.151146401732118,-0.40943885676677,,"Destruction of U.S. transport Harriet A. Weed in Saint John's River, Fla.",Skirmish,0,0,0
82,,1864-04-16,1864-04-16,False,0.239730950712104,-0.649236296825393,,"Destruction of U.S. transport Hunter in Saint John's River, Fla.",Skirmish,0,0,0
83,,1864-02-11,1864-02-11,False,0.218204413341457,-0.597119228823182,,Skirmish at Lake City.,Skirmish,0,0,0
84,,1865-03-05,1865-03-06,False,0.0333321026551313,-0.09291124499142,,"Skirmishes at Newport Bridge, Fla.",Skirmish,0,0,0
85,,1864-04-01,1864-04-01,False,0.29588689118573,-0.799696831639322,,"Destruction of U.S. transport Maple Leaf in Saint John's River, Fla.",Skirmish,0,0,0
86,,1863-10-04,1863-10-04,False,0.274940514604041,-0.837400701795094,,"Affair at Nelson's Bridge, near New Iberia.",Skirmish,0,0,0
87,,1863-10-09,1863-10-10,False,0.00870839064096243,-0.0265236007314165,,Skirmishes at Vermillion Bayou.,Skirmish,0,0,0
88,,1863-11-11,1863-11-11,False,0.213778478868609,-0.651116291431536,,"Skirmish at Vermillion Bayous, LA",Skirmish,0,0,0
89,,1863-11-25,1863-11-25,False,0.00229558356163766,-0.00699177888829194,,Skirmish near Vermillion Bayou.,Skirmish,0,0,0
90,,1863-11-30,1863-11-30,False,0.255233423196872,-0.777377783024939,,Skirmish at Vermillion Bayou.,Skirmish,0,0,0
91,FL005,1864-02-20,1864-02-20,False,0.0287592578624793,-0.078427181073583,Olustee,Battle of Olustee,Battle,2807,1861,946
92,,1862-04-07,1862-04-07,False,0.014480146198377,-0.0410862127651344,,"Affair at Saint Andrew's Bay, Fla.",Skirmish,0,0,0
93,,1864-08-05,1864-08-05,False,0.268522488105632,-0.78210740488521,,U.S. monitor Tecumseh sunk by torpedo near Fort Morgan.,Skirmish,0,0,0
94,,1863-11-05,1863-11-05,False,0.106050927956675,-0.32284830092728,,"Skirmish at Vermillionville, LA",Skirmish,0,0,0
95,,1863-11-08,1863-11-08,False,0.0154143636885574,-0.0469255783293002,,"Skirmish at Vermillionville, LA",Skirmish,0,0,0
96,AL003,1864-08-09,1864-08-22,False,0.210040358496805,-0.611627030603441,,Siege of Fort Morgan,Siege,1822,322,1500
97,,1864-08-23,1864-08-23,False,0.0992379030670409,-0.288975815936487,,"Surrender of Fort Morgan, AL",Surrender,0,0,0
98,,1863-10-12,1863-10-12,False,0.0984508008128459,-0.286671184943334,,"Attack on blockade-runner under the wails of Fort Morgan, Ala.",Skirmish,0,0,0
99,,1864-08-05,1864-08-05,False,0.272784165495309,-0.793903467855681,,"Passage of Fort Morgan by the U. S fleet, and engagement in Mobile Bay.",Battle,0,0,0
100,,1864-08-08,1864-08-08,False,0.117022742304976,-0.340740850791099,,"Surrender of Fort Gaines, AL",Surrender,0,0,0
101,,1863-01-28,1863-01-28,False,0.265481994594562,-0.80119732131328,,"Skirmish at Indian Village, LA",Skirmish,0,0,0
102,,1864-02-10,1864-02-10,False,0.0254519670445166,-0.0690990500162671,,Skirmish at Barber's Ford.,Skirmish,0,0,0
103,,1864-05-19,1864-05-19,False,0.0718704173676649,-0.194025480363064,,"Affairs at Saunders, [FL?]",Skirmish,0,0,0
104,,1865-03-19,1865-03-19,False,0.112185275903986,-0.302861773232541,,"Skirmish at Saunders, Fla.",Skirmish,0,0,0
105,FL006,1865-03-06,1865-03-06,False,0.0609772931575863,-0.169438009203358,,"Action at Natural Bridge, Fla.",Skirmish,174,148,26
106,,1862-12-29,1862-12-29,False,0.257946146664817,-0.776938692969245,,"Affair near Plaquemine, LA",Skirmish,0,0,0
107,,1863-12-31,1863-01-03,False,0.125988524276774,-0.379479828043007,,"Affairs at Plaquemine, LA",Skirmish,0,0,0
108,,1863-06-18,1863-06-18,False,0.0652205599855771,-0.196445565421692,,"Skirmish at Plaquemine, LA",Skirmish,0,0,0
109,,1864-08-06,1864-08-06,False,0.0658818112018078,-0.198437266644235,,"Skirmish at Plaquemine, La.",Skirmish,0,0,0
110,,1863-11-23,1863-11-23,False,0.0518290721325804,-0.157194014800346,,"Affair at Bayou Portage, Grand Lake, LA",Skirmish,0,0,0
111,,1864-08-05,1864-08-05,False,0.0659583939702644,-0.191678152203805,,Capture of the Confederate ram Tennessee and gun-boat Selma.,Skirmish,0,0,0
112,,1864-08-10,1864-08-10,False,0.0950466780222415,-0.257142386982356,,"Skirmishes at Baldwin, Fla.",Skirmish,0,0,0
113,,1864-08-12,1864-08-12,False,0.263905867272884,-0.713979552586976,,"Skirmishes at Baldwin, Fla.",Skirmish,0,0,0
114,,1864-05-25,1864-05-25,False,0.286943130175764,-0.774364954521541,,"Skirmish near Camp Finegan, Fla.",Skirmish,0,0,0
115,,1864-02-08,1864-02-08,False,0.290025516210944,-0.782683298719181,,"Skirmish at Ten-Mile Run, near Camp Finegan.",Skirmish,0,0,0
116,,1863-11-17,1863-11-17,False,0.063931572724886,-0.188408416560249,,"Skirmish at Bay Saint Louis, Miss.",Skirmish,0,0,0
117,,1864-03-01,1864-03-01,False,0.259570359160393,-0.700996683057352,,"Skirmishes at McGirt's Creek, Fla.",Skirmish,0,0,0
118,FL001,1861-10-09,1861-10-09,False,0.0215847436306973,-0.0621221720041741,,"Action on Santa Rosa Island, Fla.",Battle,43,43,0
119,,1864-05-28,1864-05-28,False,0.149521236253996,-0.402629512713868,,"Skirmish near Jacksonville, Fla.",Skirmish,0,0,0
120,,1862-01-01,1862-01-01,False,0.105738641745616,-0.304455323710685,,"Bombardment of Forts McRee and Barrancas, Pensacola Harbor.",Skirmish,0,0,0
121,,1863-03-25,1863-03-25,False,0.179965539945391,-0.484445017675947,,"Skirmish at Jacksonville, Fla.",Skirmish,0,0,0
122,,1863-03-29,1863-03-29,False,0.200808005345851,-0.540550361634574,,"Skirmish at Jacksonville, Fla.",Skirmish,0,0,0
123,,1864-03-01,1864-03-01,False,0.134838025989444,-0.365347624956531,,"Skirmishes at Cedar Creek, Fla.",Skirmish,0,0,0
124,,1864-04-02,1864-04-02,False,0.0983135143152722,-0.26638337881798,,"Skirmish on Cedar Creek, Fla.",Skirmish,0,0,0
125,,1864-04-02,1864-04-02,False,0.277995815156477,-0.799896124285349,,"Skirmish at Cow Ford Creek near Pensacola, Fla.",Skirmish,0,0,0
126,,1864-01-25,1864-01-25,False,0.0762100016396295,-0.219025958676961,,"Affair at Bayou Grand, Fla.",Skirmish,0,0,0
127,,1864-08-07,1864-08-07,False,0.255081886161131,-0.733100032220925,,"Affair at Bayou Grand, Fla.",Skirmish,0,0,0
128,,1864-02-09,1864-02-09,False,0.167066692312511,-0.473738664236728,,"Skirmish near Point Washington, Fla.",Skirmish,0,0,0
129,,1863-10-14,1863-10-15,False,0.102372760585887,-0.31020235018502,,Skirmishes at Carrion Crow Bayou.,Skirmish,0,0,0
130,,1863-10-18,1863-10-18,False,0.17252974382055,-0.522786840011542,,Skirmish at Carrion Crow Bayou.,Skirmish,0,0,0
131,,1863-11-03,1863-11-03,False,0.061683787740271,-0.186909640961502,,"Skirmish at Carrion Crow Bayou, LA",Skirmish,0,0,0
132,,1863-11-11,1863-11-11,False,0.0181108861027485,-0.0548782644997882,,"Skirmish at Carrion Crow, LA",Skirmish,0,0,0
133,,1863-11-18,1863-11-18,False,0.236173103207733,-0.715634229713521,,Skirmish at Carrion Crow Bayou.,Skirmish,0,0,0
134,,1862-09-11,1862-09-11,False,0.279024785694229,-0.748231752078727,,"Engagement at Saint John's Bluff, Fla.",Battle,0,0,0
135,,1862-09-17,1862-09-17,False,0.219634692467752,-0.588971515034184,,"Engagement at Saint John's Bluff, Fla.",Battle,0,0,0
136,,1862-07-27,1862-07-27,False,0.240929551738151,-0.714414360547771,,"Skirmish at Madisonville, LA",Skirmish,0,0,0
137,,1864-02-11,1864-02-11,False,0.228132405939989,-0.676467729815784,,"Skirmishes near Madisonville, La.",Skirmish,0,0,0
138,,1862-06-25,1862-06-25,False,0.209390590061916,-0.600496086014934,,"Skirmish near Pensacola, Fla.",Skirmish,0,0,0
139,,1863-11-02,1863-11-02,False,0.18169250927295,-0.550172129749688,,"Skirmish at Bayou Bourbeau, LA",Skirmish,0,0,0
140,,1863-11-03,1863-11-03,False,0.167375108981904,-0.506818473387498,,Battle of Bayou Boutbeau,Battle,896,716,180
141,,1864-02-19,1864-02-19,False,0.117756333495943,-0.354015645232443,,"Skirmish at Grossetete, La.",Skirmish,0,0,0
142,,1864-04-02,1864-04-02,False,0.218517155101502,-0.656936993204545,,"Skirmish at Grossetete Bayou, La.",Skirmish,0,0,0
143,,1864-06-19,1864-06-19,False,0.242250829724173,-0.728288502595512,,"Affair at Bayou Grossetete, La.",Skirmish,0,0,0
144,,1863-10-16,1863-10-16,False,0.231532330021,-0.700623911642926,,"Skirmish at Grand Coteau, LA",Skirmish,0,0,0
145,,1863-10-19,1863-10-19,False,0.251176302626644,-0.760067173523134,,"Skirmish at Grand Cotean, LA",Skirmish,0,0,0
146,,1864-07-15,1864-07-15,False,0.108398618336872,-0.291247600439303,,"Skirmish at Trout Creek, Fla.",Skirmish,0,0,0
147,,1862-08-20,1862-08-20,False,0.230388396369433,-0.690047178195036,,"Skirmish at Baton Rouge, LA",Skirmish,0,0,0
148,,1864-03-03,1864-03-03,False,0.0854473385837904,-0.255927363544266,,"Skirmish near Baton Rouge, La.",Skirmish,0,0,0
149,,1864-03-08,1864-03-08,False,0.217024914738363,-0.650021582567405,,"Skirmish near Baton Rouge, La.",Skirmish,0,0,0
150,,1864-04-15,1864-04-15,False,0.102161871906559,-0.305989852523653,,"Skirmish near Baton Rouge, La.",Skirmish,0,0,0
151,LA001a,1862-08-05,1862-08-05,False,0.260505203125099,-0.779948019898105,,Battle of Baton Rouge,Battle,836,383,453
152,,1863-09-19,1863-09-19,False,0.264215938722504,-0.790262062689687,,"Skirmish on the Greenwell Springs road, near Baton Rouge, La.",Skirmish,0,0,0
153,,1862-07-27,1862-07-27,False,0.182151589284456,-0.53853486820869,,"Skirmish near Covington, LA",Skirmish,0,0,0
154,,1865-03-26,1865-03-26,False,0.176927499891558,-0.511427836211599,,"Skirmish at Muddy Creek, Ala.",Skirmish,0,0,0
155,,1863-10-21,1863-10-21,False,0.244883027908257,-0.73852660074641,,"Skirmish at Opelousas, LA",Skirmish,0,0,0
156,,1863-10-30,1863-10-30,False,0.266756340663779,-0.804492884544773,,"Affair near Opelousas, LA",Skirmish,0,0,0
157,,1863-05-22,1863-05-22,False,0.272799256579881,-0.821327949389883,,"Steamer Louisiana Belle attacked near Barre's Landing, Bayou Teche, La.",Skirmish,0,0,0
158,,1863-10-21,1863-10-21,False,0.298728855928477,-0.899395261333775,,"Skirmish at Barre's Landing, LA",Skirmish,0,0,0
159,,1863-07-02,1863-07-02,False,0.289252763836658,-0.86298699157514,,"Affair at Springfield Landing, LA",Skirmish,0,0,0
160,LA016,1863-09-29,1863-09-29,False,0.197196066524385,-0.590482010229595,,"Battle of Stirling's Plantation, La.",Battle,636,515,121
161,,1864-02-10,1864-02-10,False,0.101394157296111,-0.270758394729397,,"Capture of Camp Cooper, Fla.",Skirmish,0,0,0
162,,1863-05-01,1863-05-01,False,0.303629503817825,-0.912935137500196,,"Skirmish near Washington, LA",Skirmish,0,0,0
163,,1863-10-24,1863-10-24,False,0.240408957427505,-0.722847357867575,,"Skirmish at Washington, LA",Skirmish,0,0,0
164,,1863-10-31,1863-10-31,False,0.166047774509294,-0.499262574773355,,"Skirmish at Washington, LA",Skirmish,0,0,0
165,,1863-05-23,1863-05-23,False,0.241164523919592,-0.718275793554718,,Skirmishes on the Springfield and Plains Store roads.,Skirmish,0,0,0
166,,1862-04-10,1862-04-10,False,0.0737178775530749,-0.196125495302093,,"Skirmish near Fernandina, Fla.",Skirmish,0,0,0
167,,1864-10-18,1864-10-18,False,0.119574991829227,-0.339829045526226,,"Skirmish near Milton, Fla.",Skirmish,0,0,0
168,,1864-10-26,1864-10-26,False,0.186144609970234,-0.529018184892528,,"Skirmish at Milton, Fla.",Skirmish,0,0,0
169,,1864-06-02,1864-06-02,False,0.0880487228046898,-0.250232201339006,,"Capture of Camp Milton, Fla.",Skirmish,0,0,0
170,,1864-08-29,1864-08-29,False,0.201774609992446,-0.573438242196057,,"Skirmish at Milton, Fla.",Skirmish,0,0,0
171,,1862-08-29,1862-08-29,False,0.0901019413810446,-0.268469943487064,,Engagement between U.S. S. Anglo-American and Port Hudson batteries.,Battle,0,0,0
172,,1864-09-23,1864-09-23,False,0.151012238946365,-0.423998685409375,,"Affair at Euchee Anna Court-House, FL",Skirmish,0,0,0
173,,1865-03-26,1865-03-26,False,0.274688786480175,-0.787083083079419,,"Skirmish near Spanish Fort, Ala.",Skirmish,0,0,0
174,AL005,1865-03-27,1865-04-08,False,0.249515187386664,-0.714951583863104,,Siege and capture of Spanish Fort,Siege,1401,657,744
175,LA010,1863-07-08,1863-07-08,False,0.0601915632637604,-0.179059075912089,Port Hudson,Surrender of Port Hudson,Surrender,7000,0,7000
176,,1863-06-16,1863-06-16,False,0.211856374479224,-0.630710399024557,,"Demonstration on Waterloo, LA",Skirmish,0,0,0
177,,1864-10-20,1864-10-20,False,0.180689668171993,-0.537925058863633,,"Skirmish near Waterloo, La.",Skirmish,0,0,0
178,,1863-06-14,1863-06-14,False,0.301545882953035,-0.896882653209927,,Second assault on Port Hudson,Battle,1766,1766,0
179,LA009,1863-05-21,1863-05-21,False,0.229169411545284,-0.681055344653763,,"Action at Plains Store, LA",Skirmish,250,150,100
180,LA010,1863-05-27,1863-05-27,False,0.109347797017203,-0.32525141910292,First Port Hudson,First assault on Port Hudson,Battle,2495,1995,500
181,,1865-04-09,1865-04-11,False,0.120824138287932,-0.346189616596523,,"Bombardment and capture of Batteries Huger and Tracy, Ala.",Skirmish,0,0,0
182,,1863-11-30,1863-11-30,False,0.306007693999597,-0.909984650231262,,"Skirmish near Port Hudson, La.",Skirmish,0,0,0
183,,1864-04-07,1864-04-07,False,0.295443894851314,-0.878570750314498,,"Skirmishes near Port Hudson, La.",Skirmish,0,0,0
184,,1863-05-21,1863-07-08,False,0.241611598765005,-0.718488694536401,,"Siege of Port Hudson, La.",Siege,0,0,0
185,,1864-05-24,1864-05-24,False,0.062639370455132,-0.186655767781205,,"Skirmish near Morganza, La.",Skirmish,0,0,0
186,,1864-10-16,1864-10-16,False,0.267858634678552,-0.798177867201955,,"Skirmish near Morganza, La.",Skirmish,0,0,0
187,,1864-11-23,1864-11-23,False,0.03371521174845,-0.100466187464648,,"Skirmishes at Morganza, La.",Skirmish,0,0,0
188,,1865-04-01,1865-04-01,False,0.240712840930902,-0.688490954357578,,"Skirmish near Blakely, Ala.",Skirmish,0,0,0
189,AL006,1865-04-02,1865-04-09,False,0.161323758826956,-0.461420953887566,Fort Blakely,Siege and capture of Fort Blakely,Siege,3529,629,2900
190,,1863-05-25,1863-05-25,False,0.1859945514512,-0.55222725292219,,"Skirmish at Thompson's Creek, LA",Skirmish,0,0,0
191,,1865-04-13,1865-04-13,False,0.141722972863464,-0.405961897886227,,"Skirmish at Whistler or Eight Mile Creek Bridge, Ala.",Skirmish,0,0,0
192,,1862-08-10,1862-08-10,False,0.209620903605616,-0.622740533069276,,"Affair at Bayou Sara, LA",Skirmish,0,0,0
193,,1862-08-23,1862-08-23,False,0.144331299548883,-0.428778565847404,,"Affair at Bayou Sara, LA",Skirmish,0,0,0
194,,1863-11-09,1863-11-09,False,0.0709198389254482,-0.210688235466788,,"Skirmish near Bayou Sara, La.",Skirmish,0,0,0
195,,1864-10-04,1864-10-04,False,0.148887218649259,-0.442313263200519,,"Skirmishes at and near Bayou Sara, La.",Skirmish,0,0,0
196,,1864-10-09,1864-10-10,False,0.00998184529869222,-0.0296540066157605,,"Skirmishes near Bayou Sara, La.",Skirmish,0,0,0
197,,1864-09-27,1864-09-27,False,0.206823910088409,-0.572865965769902,,"Action at Marianna, FL",Skirmish,0,0,0
198,,1864-09-27,1864-09-27,False,0.265294084449928,-0.734740988762324,,"Skirmish at Marianna, Fla.",Skirmish,0,0,0
199,,1863-09-12,1863-09-12,False,0.268035624172465,-0.795726088546509,,"Skirmish at Stirling's Plantation, near Morganza, La.",Skirmish,0,0,0
200,,1863-05-16,1863-05-16,False,0.146379032538058,-0.430440378032849,,"Skirmish at Tickfaw Bridge, La.",Skirmish,0,0,0
201,,1864-10-05,1864-10-05,False,0.174152478958372,-0.515379915290113,,"Skirmish at Thompson's Creek, near Jackson, La.",Skirmish,0,0,0
202,,1863-05-01,1863-05-01,False,0.157278202880612,-0.462545434553417,,"Skirmish near Greensburg, LA",Skirmish,0,0,0
203,,1863-04-01,1863-04-01,False,0.0692648471777266,-0.203703617222899,,"Skirmish near Greensburg, La.",Skirmish,0,0,0
