"battle","belligerent","commander_number","PersonID","last_name","first_name","middle_name","middle_initial","rank","navy"
"TN008","US",1,"e836ca76-6e2c-40ae-8c75-42bc9848504c","Moore","Absalom","","B.","Colonel",0
"TN009","US",1,"90190f46-4486-499b-ac9e-ea262d94359b","Englemann","Adolphus","","","Colonel",0
"TN010","US",1,"7d67c576-bbd4-4b23-ac53-300f9522f311","Rosecrans","William","Starke","S.","Major General",0
"TN011","US",1,"b03c621d-4a1c-488c-b525-202cc0895161","Sullivan","Jeremiah","Cutler","C.","Brigadier General",0
"TN012","US",1,"a50156ea-b963-4378-af87-30bd132048a2","Harding","Abner","Clark","C.","Colonel",0
"TN013","US",1,"9ddb278d-82fe-4d96-af0e-0dac8c4ccf5b","Coburn","John","","","Colonel",0
"TN014","US",1,"c55e883a-d863-4734-a379-39b9aee91a36","Hall","Albert","","S.","Colonel",0
"TN015","US",1,"5b51e04f-3b86-4ef8-bcb1-8ae343e3985e","Bloodgood","Edward","","","Lieutenant Colonel",0
"TN016","US",1,"c66b4ad0-8194-4dda-a234-c04e1e4e502e","Granger","Gordon","","","Major General",0
"TN017","US",1,"6951057d-db32-4db5-8b3e-dea0c1101a5f","Thomas","George","","H.","Major General",0
"TN018","US",1,"9db3b656-d275-4184-880f-1c13065b3863","Wilder","John","","T.","Colonel",0
"TN019","US",1,"22bbd2ee-7810-4916-a6c4-809b42a1d889","Foster","John","Watson","W.","Colonel",0
"TN020","US",1,"c5f9dd77-1122-48f0-8840-614720ba50d8","Burnside","Ambrose","Everett","E.","Major General",0
"TN021","US",1,"cfa9a700-f979-46ff-bfb1-4615441ccd55","Hooker","Joseph","","","Major General",0
"TN022","US",1,"8082f787-a153-493e-b820-2c007babfb10","Hatch","Edward","","","Colonel",0
"TN023","US",1,"c5f9dd77-1122-48f0-8840-614720ba50d8","Burnside","Ambrose","Everett","E.","Major General",0
"TN024","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Major General",0
"TN025","US",1,"c5f9dd77-1122-48f0-8840-614720ba50d8","Burnside","Ambrose","Everett","E.","Major General",0
"TN026","US",1,"b8260749-dd79-4114-9406-620931238d93","Shackelford","James","Murrell","M.","Brigadier General",0
"TN027","US",1,"4a50678b-9211-4c6a-828e-d9607876849a","Sturgis","Samuel","Davis","D.","Brigadier General",0
"TN028","US",1,"4a50678b-9211-4c6a-828e-d9607876849a","Sturgis","Samuel","Davis","D.","Brigadier General",0
"TN029","US",1,"4a50678b-9211-4c6a-828e-d9607876849a","Sturgis","Samuel","Davis","D.","Brigadier General",0
"TN029","US",2,"fdb062c0-f9c9-4b28-9e78-0ca9ca56ba1e","McCook","Edward","Moody","M.","Colonel",0
"TN030","US",1,"5d3d236b-0b8d-48c6-9fa0-6e0a74d03904","Booth","Lionel","","F.","Major",0
"TN030","US",2,"ce80fc18-1765-4e09-9333-858f7e9fdd6b","Bradford","William","","F.","Major",0
"TN031","US",1,"0a7f3381-3da8-4060-9c3c-936ff7d9e7b9","Washburn","Cadwallader","Colden","C.","Major General",0
"TN032","US",1,"6dd0c8e4-177a-4426-9d9f-523d80a1b168","Thompson","Henry","","","Colonel",0
"TN032","US",2,"62fb5571-ef36-4912-a873-9a021782defe","King","Edward","","M.","Lieutenant Commander",1
"TN033","US",1,"38d5cd4d-ba79-4b9b-add7-10d0ff8958a4","Gillem","Alvan","Cullem","C.","Brigadier General",0
"TN034","US",1,"d3b0a222-2294-41d9-96b9-bc78996d55ae","Schofield","John","McAllister","M.","Major General",0
"TN035","US",1,"d3b0a222-2294-41d9-96b9-bc78996d55ae","Schofield","John","McAllister","M.","Major General",0
"TN036","US",1,"d3b0a222-2294-41d9-96b9-bc78996d55ae","Schofield","John","McAllister","M.","Major General",0
"TN037","US",1,"8672c474-e8c5-4747-b340-5ee36ede781a","Rousseau","Lovell","Harrison","H.","Major General",0
"TN037","US",2,"8c251b93-5768-4630-ae9a-dd45b4e785c6","Milroy","Robert","Huston","H.","Brigadier General",0
"TN038","US",1,"6951057d-db32-4db5-8b3e-dea0c1101a5f","Thomas","George","","H.","Major General",0
"TX001","US",1,"6f6d1a3e-ffde-43fb-8402-5771c247fecf","Crocker","Frederick","","","Acting Master",0
"TX002","US",1,"65815655-0c83-4511-9e7b-2ce4d0ca632c","Renshaw","William","Bainbridge","B.","Commander",1
"TX003","US",1,"fc3770be-57d2-408b-b564-a47752d56116","Burrell","Isaac","","S.","Colonel",0
"TX003","US",2,"65815655-0c83-4511-9e7b-2ce4d0ca632c","Renshaw","William","Bainbridge","B.","Commander",1
"TX005","US",1,"4123164b-a2fd-48a5-9ae8-7c4912b29e2a","Barrett","Theodore","","H.","Colonel",0
"TX006","US",1,"a6b7f4dd-efc1-43ae-ba35-a53ed768fd63","Franklin","William","Buel","B.","Major General",0
"TX006","US",2,"6f6d1a3e-ffde-43fb-8402-5771c247fecf","Crocker","Frederick","","","Captain (Naval)",0
"VA001","US",1,"41cf6bcf-490e-48c6-8cf8-caf73896e024","Braine","Daniel","Lawrence","L.","Lieutenant (Naval)",0
"VA002","US",1,"86347575-a17a-4f52-b30d-ca0b7bcdbe7e","Ward","James","Harmon","H.","Commander",1
"VA003","US",1,"93f882f8-8924-4bfb-bbc2-4460c9841ea2","Pierce","Ebenezer","","W.","Brigadier General",0
"VA004","US",1,"0f05f7ed-f187-4469-8fbe-25942e7eb85b","McDowell","Irvin","","","Brigadier General",0
"VA005","US",1,"0f05f7ed-f187-4469-8fbe-25942e7eb85b","McDowell","Irvin","","","Brigadier General",0
"VA006","US",1,"f06a78fa-f99c-4b7e-bea7-89aa4829c315","Stone","Charles","Pomeroy","P.","Brigadier General",0
"VA006","US",2,"4b479de3-ec5f-4531-af8e-903c593a7b78","Baker","Edward","Dickinson","D.","Colonel",0
"VA007","US",1,"3f5fd4ed-d11f-4911-ae1a-5c241c74aa7c","Ord","Edward","Otho Cresap","O. C.","Brigadier General",0
"VA008","US",1,"ec3537d2-26fb-441d-bf2c-a1eed0e78171","Worden","John","","","Lieutenant",0
"VA009","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"VA010","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"VA011","US",1,"a6b7f4dd-efc1-43ae-ba35-a53ed768fd63","Franklin","William","Buel","B.","Brigadier General",0
"VA012","US",1,"6b88e299-58f8-4232-adf9-ae82f62ea3cf","Rodgers","John","","","Commander",1
"VA013","US",1,"3e3bcb35-5488-46d2-8cf2-b0243ca67d45","Porter","Fitz","John","J.","Brigadier General",0
"VA014","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"VA015","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"VA016","US",1,"3e3bcb35-5488-46d2-8cf2-b0243ca67d45","Porter","Fitz","John","J.","Brigadier General",0
"VA017","US",1,"3e3bcb35-5488-46d2-8cf2-b0243ca67d45","Porter","Fitz","John","J.","Brigadier General",0
"VA018","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"VA019","US",1,"f2b24743-4d9d-4422-b830-26ecf22d9bd1","Sumner","Edwin","Vose","V.","Major General",0
"VA020","US",1,"a6b7f4dd-efc1-43ae-ba35-a53ed768fd63","Franklin","William","Buel","B.","Major General",0
"VA020","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"VA021","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"VA022","US",1,"f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3","Banks","Nathaniel","","P.","Major General",0
"VA023","US",1,"60853683-b235-4e03-abcb-68edc8339fa5","Pope","John","","","Major General",0
"VA024","US",1,"f02c1113-80d3-40a9-99d0-71f90e30d2ce","Taylor","George","William","W.","Brigadier General",0
"VA025","US",1,"d334dafe-3ba5-405b-9ed7-c77336f98d4f","Ricketts","James","Brewerton","B.","Brigadier General",0
"VA026","US",1,"60853683-b235-4e03-abcb-68edc8339fa5","Pope","John","","","Major General",0
"VA027","US",1,"564b6066-81af-41f5-9fac-f0776134454b","Kearny","Philip","","","Major General",0
"VA027","US",2,"273ea5b9-0e1d-4993-8267-23cb229725dc","Stevens","Isaac","Ingalls","I.","Major General",0
"VA028","US",1,"c5f9dd77-1122-48f0-8840-614720ba50d8","Burnside","Ambrose","Everett","E.","Major General",0
"VA029","US",1,"207ddcd7-a819-480a-a9a7-59bf7bd8f760","Averell","William","Woods","W.","Brigadier General",0
"VA030","US",1,"b3d1ac5f-a962-46ba-ad2c-ec134ff0f846","Peck","John","James","J.","Brigadier General",0
"VA031","US",1,"b3d1ac5f-a962-46ba-ad2c-ec134ff0f846","Peck","John","James","J.","Brigadier General",0
"VA032","US",1,"cfa9a700-f979-46ff-bfb1-4615441ccd55","Hooker","Joseph","","","Major General",0
"VA033","US",1,"ac71cf4c-9ef5-447e-abd0-aca2b3474789","Sedgwick","John","","","Major General",0
"VA034","US",1,"ac71cf4c-9ef5-447e-abd0-aca2b3474789","Sedgwick","John","","","Major General",0
"VA035","US",1,"90849b39-6f3a-4d88-af29-ddded5d1733a","Pleasonton","Alfred","","","Major General",0
"VA036","US",1,"7830dd73-a91e-4fe5-b112-4492303f8c2d","Kilpatrick","Hugh","Judson","J.","Brigadier General",0
"VA037","US",1,"b7d3087a-c217-46c1-800e-455e9f9c77b6","Gregg","David","McMurtrie","M.","Brigadier General",0
"VA038","US",1,"90849b39-6f3a-4d88-af29-ddded5d1733a","Pleasonton","Alfred","","","Major General",0
"VA039","US",1,"f7329508-919d-4fc2-af29-0dbb4c0f2291","French","William","","H.","Major General",0
"VA040","US",1,"8ca13860-937b-4df4-8f84-df7a2bf51224","Warren","Gouverneur","Kemble","K.","Major General",0
"VA041","US",1,"8ca13860-937b-4df4-8f84-df7a2bf51224","Warren","Gouverneur","Kemble","K.","Major General",0
"VA042","US",1,"7830dd73-a91e-4fe5-b112-4492303f8c2d","Kilpatrick","Hugh","Judson","J.","Major General",0
"VA043","US",1,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA044","US",1,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA045","US",1,"10a2108a-97b6-4443-b672-7ff287420770","Caldwell","John","Curtis","C.","Brigadier General",0
"VA046","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Lieutenant General",0
"VA046","US",2,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA047","US",1,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"VA048","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Lieutenant General",0
"VA048","US",2,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA049","US",1,"e82a23ec-2fd8-4772-910a-a24756c57052","Crook","George","","","Brigadier General",0
"VA050","US",1,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"VA051","US",1,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"VA052","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA053","US",1,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"VA054","US",1,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"VA055","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Lieutenant General",0
"VA055","US",2,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA056","US",1,"e782493c-5413-49ff-845e-e1afa8900f78","Wild","Edward","","A.","Brigadier General",0
"VA057","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Lieutenant General",0
"VA057","US",2,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA058","US",1,"b7d3087a-c217-46c1-800e-455e9f9c77b6","Gregg","David","McMurtrie","M.","Brigadier General",0
"VA059","US",1,"441dd7be-d428-420b-b4f5-188065792229","Torbert","Alfred","Thomas Archimedes","T.  A.","Brigadier General",0
"VA062","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Lieutenant General",0
"VA062","US",2,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA063","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Lieutenant General",0
"VA063","US",2,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA064","US",1,"5eec596f-c299-41da-96b6-984213b14c9e","Hunter","David","","","Major General",0
"VA065","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Lieutenant General",0
"VA065","US",2,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA066","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA067","US",1,"460c9e8f-625e-490f-8eda-7385907b8d3f","Wilson","James","Harrison","H.","Brigadier General",0
"VA067","US",2,"cb8dc6d1-211d-4278-875a-5f479f65d85b","Kautz","August","Valentine","V.","Brigadier General",0
"VA068","US",1,"460c9e8f-625e-490f-8eda-7385907b8d3f","Wilson","James","Harrison","H.","Major General",0
"VA068","US",2,"cb8dc6d1-211d-4278-875a-5f479f65d85b","Kautz","August","Valentine","V.","Brigadier General",0
"VA069","US",1,"8d7bd2d7-7411-4cea-ace2-491a97e577ca","Hancock","Winfield","Scott","S.","Major General",0
"VA070","US",1,"c5f9dd77-1122-48f0-8840-614720ba50d8","Burnside","Ambrose","Everett","E.","Major General",0
"VA071","US",1,"8d7bd2d7-7411-4cea-ace2-491a97e577ca","Hancock","Winfield","Scott","S.","Major General",0
"VA072","US",1,"8ca13860-937b-4df4-8f84-df7a2bf51224","Warren","Gouverneur","Kemble","K.","Major General",0
"VA073","US",1,"8d7bd2d7-7411-4cea-ace2-491a97e577ca","Hancock","Winfield","Scott","S.","Major General",0
"VA074","US",1,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"VA074","US",2,"87cff8b4-f792-44ed-a7cc-9bc684d88994","Parke","John","Grubb","G.","Major General",0
"VA074","US",3,"8ca13860-937b-4df4-8f84-df7a2bf51224","Warren","Gouverneur","Kemble","K.","Major General",0
"VA075","US",1,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"VA076","US",1,"05ae48ad-00e7-40f3-a820-dd4d48ac54ec","Burbridge","Stephen","Gano","G.","Brigadier General",0
"VA077","US",1,"cb8dc6d1-211d-4278-875a-5f479f65d85b","Kautz","August","Valentine","V.","Brigadier General",0
"VA077","US",2,"1e6eb432-3e57-4718-98b3-fe7f6e8ce04e","Birney","David","Bell","B.","Major General",0
"VA078","US",1,"5128b598-2305-4d47-8406-f865aefdc4c7","Terry","Alfred","Howe","H.","Major General",0
"VA079","US",1,"8d7bd2d7-7411-4cea-ace2-491a97e577ca","Hancock","Winfield","Scott","S.","Major General",0
"VA080","US",1,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"VA081","US",1,"f7bd82cb-fd70-4bf2-9413-25db44cf1736","Stoneman","George","","","Major General",0
"VA082","US",1,"f7bd82cb-fd70-4bf2-9413-25db44cf1736","Stoneman","George","","","Major General",0
"VA083","US",1,"0739970d-f176-49aa-958c-f26397e326bb","Humphreys","Andrew","Atkinson","A.","Major General",0
"VA083","US",2,"8ca13860-937b-4df4-8f84-df7a2bf51224","Warren","Gouverneur","Kemble","K.","Major General",0
"VA084","US",1,"87cff8b4-f792-44ed-a7cc-9bc684d88994","Parke","John","Grubb","G.","Major General",0
"VA085","US",1,"8ca13860-937b-4df4-8f84-df7a2bf51224","Warren","Gouverneur","Kemble","K.","Major General",0
"VA086","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA087","US",1,"8ca13860-937b-4df4-8f84-df7a2bf51224","Warren","Gouverneur","Kemble","K.","Major General",0
"VA088","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA089","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Lieutenant General",0
"VA090","US",1,"1fedb511-506d-4699-a786-e2becf3b0fb2","Miles","Nelson","Appleton","A.","Major General",0
"VA091","US",1,"e82a23ec-2fd8-4772-910a-a24756c57052","Crook","George","","","Major General",0
"VA092","US",1,"7426cc42-b8b1-4990-aa8c-94e3246d3c7a","Gibbon","John","","","Major General",0
"VA093","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA094","US",1,"0739970d-f176-49aa-958c-f26397e326bb","Humphreys","Andrew","Atkinson","A.","Major General",0
"VA095","US",1,"0739970d-f176-49aa-958c-f26397e326bb","Humphreys","Andrew","Atkinson","A.","Major General",0
"VA096","US",1,"7857f8dc-c7a6-4e86-b4be-5289b881fe8c","Custer","George","Armstrong","A.","Major General",0
"VA097","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Lieutenant General",0
"VA098","US",1,"29c87347-958e-438f-b06a-5b3e586564cd","Gillmore","Quincy","Adams","A.","Major General",0
"VA099","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA100","US",1,"d53b386e-d584-4870-a79d-0b0624595842","Wyman","R.","","H.","Lieutenant",0
"VA101","US",1,"cc0f3d5e-05e5-431e-82dc-f7ef2a53cdb5","Kimball","Nathan","","","Colonel",0
"VA102","US",1,"8c251b93-5768-4630-ae9a-dd45b4e785c6","Milroy","Robert","Huston","H.","Brigadier General",0
"VA102","US",2,"009983b0-ccd0-4ed6-814e-c729a69e69e3","Schenck","Robert","Cumming","C.","Brigadier General",0
"VA103","US",1,"89baa468-4d55-4b97-a5a6-bc79bd433235","Kenly","John","","R.","Colonel",0
"VA104","US",1,"f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3","Banks","Nathaniel","","P.","Major General",0
"VA105","US",1,"b6775ad7-2f56-4d49-9aee-b4e4898e8b5e","Frémont","John","Charles","C.","Major General",0
"VA106","US",1,"1c028c2f-3439-4a15-ac1a-d9f9f9ab7210","Tyler","Erastus","Barnard","B.","Brigadier General",0
"VA107","US",1,"8c251b93-5768-4630-ae9a-dd45b4e785c6","Milroy","Robert","Huston","H.","Brigadier General",0
"VA108","US",1,"f7329508-919d-4fc2-af29-0dbb4c0f2291","French","William","","H.","Major General",0
"VA109","US",1,"207ddcd7-a819-480a-a9a7-59bf7bd8f760","Averell","William","Woods","W.","Brigadier General",0
"VA110","US",1,"2f47ce28-50f4-4728-8a6f-01d50726a032","Sigel","Franz","","","Major General",0
"VA111","US",1,"5eec596f-c299-41da-96b6-984213b14c9e","Hunter","David","","","Major General",0
"VA113","US",1,"460c9e8f-625e-490f-8eda-7385907b8d3f","Wilson","James","Harrison","H.","Brigadier General",0
"VA113","US",2,"cb8dc6d1-211d-4278-875a-5f479f65d85b","Kautz","August","Valentine","V.","Brigadier General",0
"VA114","US",1,"0feb9176-d689-4e1d-ac4a-6bb149fc6f5b","Wright","Horatio","Gouverneur","G.","Major General",0
"VA115","US",1,"207ddcd7-a819-480a-a9a7-59bf7bd8f760","Averell","William","Woods","W.","Brigadier General",0
"VA116","US",1,"e82a23ec-2fd8-4772-910a-a24756c57052","Crook","George","","","Brigadier General",0
"VA117","US",1,"73086f36-7325-4382-a558-72acf268f7c7","Merritt","Wesley","","","Brigadier General",0
"VA118","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA119","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA120","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA121","US",1,"441dd7be-d428-420b-b4f5-188065792229","Torbert","Alfred","Thomas Archimedes","T.  A.","Brigadier General",0
"VA122","US",1,"0feb9176-d689-4e1d-ac4a-6bb149fc6f5b","Wright","Horatio","Gouverneur","G.","Major General",0
"VA122","US",2,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA123","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"VA124","US",1,"7857f8dc-c7a6-4e86-b4be-5289b881fe8c","Custer","George","Armstrong","A.","Major General",0
"VA125","US",1,"7830dd73-a91e-4fe5-b112-4492303f8c2d","Kilpatrick","Hugh","Judson","J.","Brigadier General",0
"VA125","US",2,"fd0ef639-f8cb-4259-84b6-d19c346a159c","Dahlgren","Ulric","","","Colonel",0
"WV001","US",1,"96ee5a73-bd4c-4dd0-8db9-cd91b2ce98ee","Morris","Thomas","","A.","Colonel",0
"WV002","US",1,"a861cf0f-a8bd-4f7a-90c6-98668d0285cf","Patterson","Robert","","","Major General",0
"WV003","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"WV003","US",2,"7d67c576-bbd4-4b23-ac53-300f9522f311","Rosecrans","William","Starke","S.","Brigadier General",0
"WV004","US",1,"1c028c2f-3439-4a15-ac1a-d9f9f9ab7210","Tyler","Erastus","Barnard","B.","Colonel",0
"WV005","US",1,"6b82dedf-adbb-4bf5-967f-6ad27271de12","Reynolds","Joseph","Jones","J.","Brigadier General",0
"WV006","US",1,"7d67c576-bbd4-4b23-ac53-300f9522f311","Rosecrans","William","Starke","S.","Brigadier General",0
"WV007","US",1,"6b82dedf-adbb-4bf5-967f-6ad27271de12","Reynolds","Joseph","Jones","J.","Brigadier General",0
"WV008","US",1,"8c251b93-5768-4630-ae9a-dd45b4e785c6","Milroy","Robert","Huston","H.","Brigadier General",0
"WV009","US",1,"322caa07-991a-497a-91dc-38cead426f64","Cox","Jacob","D.","D.","Brigadier General",0
"WV010","US",1,"0bd97fd2-dc2c-4a0d-8313-3122800946de","Miles","Dixon","Stansbury","S.","Colonel",0
"WV012","US",1,"207ddcd7-a819-480a-a9a7-59bf7bd8f760","Averell","William","Woods","W.","Brigadier General",0
"WV013","US",1,"207ddcd7-a819-480a-a9a7-59bf7bd8f760","Averell","William","Woods","W.","Brigadier General",0
"WV014","US",1,"407e5664-e1ff-49aa-984d-79f7508a5e7f","Sheridan","Philip","Henry","H.","Major General",0
"WV015","US",1,"73086f36-7325-4382-a558-72acf268f7c7","Merritt","Wesley","","","Brigadier General",0
"WV016","US",1,"3e3bcb35-5488-46d2-8cf2-b0243ca67d45","Porter","Fitz","John","J.","Major General",0
