"battle","belligerent","commander_number","PersonID","last_name","first_name","middle_name","middle_initial","rank","navy"
"TN002","Confederate",1,"a35f09f2-1d82-485d-96c1-00e23cc44a16","Floyd","John","Buchanan","B.A","Brigadier General",0
"TN002","Confederate",2,"c97e392a-d319-4c82-9201-0a35f418a0a9","Pillow","Gideon","Johnson","J.","Brigadier General",0
"TN002","Confederate",3,"b2dc590c-f108-4e13-a3e3-0d47a00668c3","Buckner","Simon","Bolivar","B.","Brigadier General",0
"TN003","Confederate",1,"155b07ca-cc70-402b-968f-dee3650ff3e3","Johnston","Albert","Sidney","S.","General",0
"TN003","Confederate",2,"183d0a7d-f06a-4c7b-a575-7616e491618b","Beauregard","Pierre","Gustave Toutant","G. T.","General",0
"TN004","Confederate",1,"b363cb89-a543-459a-9359-8465646298cc","Montgomery","James","","","Captain (Naval)",0
"TN004","Confederate",2,"345c79c0-2a20-49cb-9e6c-1717bbf74b49","Thompson","Meriwether","Jeff","J.","Brigadier General",0
"TN005","Confederate",1,"39787b04-6723-4729-957c-bddcae228832","Smith","Edmund","Kirby","K.","Major General",0
"TN006","Confederate",1,"02b4fa9a-541a-45c7-9097-ab1aee538c6c","Forrest","Nathan","Bedford","B.","Brigadier General",0
"TN007","Confederate",1,"a68145ec-a562-494d-8e95-c9bd2e0ff473","Van Dorn","Earl","","","Major General",0
"TN008","Confederate",1,"813a4704-9ba5-4fda-b14d-f0c9136f575a","Morgan","John","Hunt","H.","Brigadier General",0
"TN009","Confederate",1,"02b4fa9a-541a-45c7-9097-ab1aee538c6c","Forrest","Nathan","Bedford","B.","Brigadier General",0
"TN010","Confederate",1,"4b5a15e5-6c5d-492c-9ab7-32d50419cf80","Bragg","Braxton","","","General",0
"TN011","Confederate",1,"02b4fa9a-541a-45c7-9097-ab1aee538c6c","Forrest","Nathan","Bedford","B.","Brigadier General",0
"TN012","Confederate",1,"22dc9bfe-6bfa-4f8a-a48f-694e947cc8d7","Wheeler","Joseph","","","Major General",0
"TN013","Confederate",1,"a68145ec-a562-494d-8e95-c9bd2e0ff473","Van Dorn","Earl","","","Major General",0
"TN014","Confederate",1,"813a4704-9ba5-4fda-b14d-f0c9136f575a","Morgan","John","Hunt","H.","Brigadier General",0
"TN015","Confederate",1,"02b4fa9a-541a-45c7-9097-ab1aee538c6c","Forrest","Nathan","Bedford","B.","Brigadier General",0
"TN016","Confederate",1,"a68145ec-a562-494d-8e95-c9bd2e0ff473","Van Dorn","Earl","","","Major General",0
"TN017","Confederate",1,"912394fa-8be2-4739-a9d5-9bbda31d3d71","Stewart","Alexander","Peter","P.","Major General",0
"TN018","Confederate",1,"0b57b2da-99cd-48b9-8cbd-b843cd7ca04f","Hill","Daniel","Harvey","H.","Lieutenant General",0
"TN019","Confederate",1,"4e9ee593-7867-4dbb-9944-9f8c6631b276","Carter","James","","E.","Colonel",0
"TN020","Confederate",1,"90c5f347-8e4a-4244-8b76-978cfb6fb65d","Williams","John","","S.","Brigadier General",0
"TN021","Confederate",1,"6e95f4cc-f78b-43cd-a623-6f33a09b7ded","Jenkins","Micah","","","Brigadier General",0
"TN022","Confederate",1,"fd7cdb21-03cc-4b81-b697-86043f0b00da","Chalmers","James","Ronald","R.","Brigadier General",0
"TN023","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Lieutenant General",0
"TN024","Confederate",1,"4b5a15e5-6c5d-492c-9ab7-32d50419cf80","Bragg","Braxton","","","General",0
"TN025","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Lieutenant General",0
"TN026","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Lieutenant General",0
"TN027","Confederate",1,"1c8ec84f-b650-4d45-8048-57f6312808ee","Martin","William","","F.","Major General",0
"TN028","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Lieutenant General",0
"TN029","Confederate",1,"1c8ec84f-b650-4d45-8048-57f6312808ee","Martin","William","","F.","Major General",0
"TN030","Confederate",1,"02b4fa9a-541a-45c7-9097-ab1aee538c6c","Forrest","Nathan","Bedford","B.","Major General",0
"TN031","Confederate",1,"02b4fa9a-541a-45c7-9097-ab1aee538c6c","Forrest","Nathan","Bedford","B.","Brigadier General",0
"TN032","Confederate",1,"02b4fa9a-541a-45c7-9097-ab1aee538c6c","Forrest","Nathan","Bedford","B.","Major General",0
"TN033","Confederate",1,"f6caa729-7cfc-4aec-a064-e40c1cfdf01b","Breckinridge","John","Cabell","C.","Major General",0
"TN034","Confederate",1,"84b6d739-3384-4291-86ba-f75ae6637069","Hood","John","Bell","B.","General",0
"TN035","Confederate",1,"84b6d739-3384-4291-86ba-f75ae6637069","Hood","John","Bell","B.","General",0
"TN036","Confederate",1,"84b6d739-3384-4291-86ba-f75ae6637069","Hood","John","Bell","B.","General",0
"TN037","Confederate",1,"02b4fa9a-541a-45c7-9097-ab1aee538c6c","Forrest","Nathan","Bedford","B.","Major General",0
"TN038","Confederate",1,"84b6d739-3384-4291-86ba-f75ae6637069","Hood","John","Bell","B.","General",0
"TX001","Confederate",1,"29dbeffa-f41b-40e3-bdd1-50bfaee831d4","Irvine","J.","","S.","Major",0
"TX002","Confederate",1,"465c69db-a6e1-4a5a-af57-58bb37f21a32","Cook","Joseph","","J.","Colonel",0
"TX002","Confederate",2,"314d43fb-cc90-46f6-b15a-0c49039657ee","Debray","Xavier","Blanchard","B.","Colonel",0
"TX003","Confederate",1,"256b790f-0cad-46d6-80aa-7e176890da83","Magruder","John","Bankhead","B.","Major General",0
"TX005","Confederate",1,"89470c62-deab-43c7-adfb-792d98d4e5dd","Ford","John","","S.","Colonel",0
"TX006","Confederate",1,"513a5e1e-fcc4-4a08-9db8-2ccffc31abe9","Dowling","Richard","","W.","Lieutenant",0
"VA001","Confederate",1,"02150b84-5c67-43f8-bb73-6d2624d6cf57","Gwynn","Walter","","","Brigadier General",0
"VA001","Confederate",2,"9b3ef22a-6866-4d97-9cc4-c3b44334c9fa","Colquitt","Peyton","","H.","Captain",0
"VA002","Confederate",1,"b8bf39e9-145b-4562-9936-24e715eaf82f","Ruggles","Daniel","","","Colonel",0
"VA003","Confederate",1,"256b790f-0cad-46d6-80aa-7e176890da83","Magruder","John","Bankhead","B.","Colonel",0
"VA003","Confederate",2,"0b57b2da-99cd-48b9-8cbd-b843cd7ca04f","Hill","Daniel","Harvey","H.","Colonel",0
"VA004","Confederate",1,"183d0a7d-f06a-4c7b-a575-7616e491618b","Beauregard","Pierre","Gustave Toutant","G. T.","Brigadier General",0
"VA005","Confederate",1,"b0f7a304-f6c5-4a8d-b816-066426e5dc1c","Johnston","Joseph","","E.","Brigadier General",0
"VA005","Confederate",2,"183d0a7d-f06a-4c7b-a575-7616e491618b","Beauregard","Pierre","Gustave Toutant","G. T.","Brigadier General",0
"VA006","Confederate",1,"6bce5d35-7ced-46f5-8786-31eb932c1354","Evans","Nathan","George","G.","Brigadier General",0
"VA007","Confederate",1,"6df9b482-4757-474f-80a9-bd1d82228a63","Stuart","James","Ewell Brown","E. B.","Brigadier General",0
"VA008","Confederate",1,"12c2d009-5e2f-47cb-b9e7-31e07bc73edd","Buchanan","Frankiln","","","Captain (Naval)",0
"VA008","Confederate",2,"135f4732-a9b3-4a23-a530-8a6e922812c6","Jones","Catesby","Roger","R.","Lieutenant",0
"VA009","Confederate",1,"256b790f-0cad-46d6-80aa-7e176890da83","Magruder","John","Bankhead","B.","Major General",0
"VA009","Confederate",2,"b0f7a304-f6c5-4a8d-b816-066426e5dc1c","Johnston","Joseph","","E.","General",0
"VA010","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Major General",0
"VA011","Confederate",1,"7ecf1477-925a-4b2b-b174-a549a4038ecc","Smith","Gustavus","Woodson","W.","Major General",0
"VA012","Confederate",1,"630fb1e5-bd14-423e-8d72-02d7358f2f13","Farrand","Ebenezer","","","Commander",1
"VA012","Confederate",2,"9e1353da-e14e-4a33-9169-19b95b173cd1","Mahone","William","","","Brigadier General",0
"VA012","Confederate",3,"4791baa5-ea93-4b1e-ad9b-2d36c87d2242","Lee","Sidney","Smith","S.","Captain (Naval)",0
"VA013","Confederate",1,"31a0d649-84f2-4b86-a4aa-155dd8a544fe","Branch","Lawrence","O'Bryan","O.","Brigadier General",0
"VA014","Confederate",1,"b0f7a304-f6c5-4a8d-b816-066426e5dc1c","Johnston","Joseph","","E.","General",0
"VA014","Confederate",2,"7ecf1477-925a-4b2b-b174-a549a4038ecc","Smith","Gustavus","Woodson","W.","Major General",0
"VA015","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA016","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA017","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA018","Confederate",1,"256b790f-0cad-46d6-80aa-7e176890da83","Magruder","John","Bankhead","B.","Major General",0
"VA019","Confederate",1,"256b790f-0cad-46d6-80aa-7e176890da83","Magruder","John","Bankhead","B.","Major General",0
"VA020","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA020","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA021","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA022","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA023","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA024","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA025","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Lieutenant General",0
"VA026","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA026","Confederate",2,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA027","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA028","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA029","Confederate",1,"67a922f1-6dc9-4ba8-89aa-e33f842197e2","Lee","Fitzhugh","","","Brigadier General",0
"VA030","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Lieutenant General",0
"VA031","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Lieutenant General",0
"VA032","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA032","Confederate",2,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA033","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA034","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Major General",0
"VA035","Confederate",1,"6df9b482-4757-474f-80a9-bd1d82228a63","Stuart","James","Ewell Brown","E. B.","Major General",0
"VA036","Confederate",1,"f7906ebf-791d-4350-b22a-97a7da59ca14","Munford","Thomas","","","Colonel",0
"VA037","Confederate",1,"6df9b482-4757-474f-80a9-bd1d82228a63","Stuart","James","Ewell Brown","E. B.","Major General",0
"VA038","Confederate",1,"0db13c2e-98a9-4187-be39-484c4d272d30","Hampton","Wade","","","Brigadier General",0
"VA038","Confederate",2,"06b8daf9-11b4-4e8b-9af4-8adaaa9b1d9c","Robertson","Beverly","Holcombe","H.","Brigadier General",0
"VA039","Confederate",1,"6df9b482-4757-474f-80a9-bd1d82228a63","Stuart","James","Ewell Brown","E. B.","Major General",0
"VA040","Confederate",1,"2153a0b4-6aab-42d2-b31e-56b074ec402e","Hill","Ambrose","Powell","P.","Lieutenant General",0
"VA041","Confederate",1,"6df9b482-4757-474f-80a9-bd1d82228a63","Stuart","James","Ewell Brown","E. B.","Major General",0
"VA042","Confederate",1,"6df9b482-4757-474f-80a9-bd1d82228a63","Stuart","James","Ewell Brown","E. B.","Major General",0
"VA043","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA044","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA045","Confederate",1,"aa9a80fb-49e3-41d4-8ce5-3f5cbd961625","Ewell","Richard","Stoddert","S.","Lieutenant General",0
"VA046","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA047","Confederate",1,"ab232acd-f2f4-4776-9a87-570765a95ad6","Hagood","Johnson","","","Brigadier General",0
"VA048","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA049","Confederate",1,"862c24e1-e6e0-4349-b796-8568994296f3","Jenkins","Albert","","G.","Brigadier General",0
"VA050","Confederate",1,"183d0a7d-f06a-4c7b-a575-7616e491618b","Beauregard","Pierre","Gustave Toutant","G. T.","General",0
"VA051","Confederate",1,"183d0a7d-f06a-4c7b-a575-7616e491618b","Beauregard","Pierre","Gustave Toutant","G. T.","General",0
"VA052","Confederate",1,"6df9b482-4757-474f-80a9-bd1d82228a63","Stuart","James","Ewell Brown","E. B.","Major General",0
"VA053","Confederate",1,"183d0a7d-f06a-4c7b-a575-7616e491618b","Beauregard","Pierre","Gustave Toutant","G. T.","General",0
"VA054","Confederate",1,"183d0a7d-f06a-4c7b-a575-7616e491618b","Beauregard","Pierre","Gustave Toutant","G. T.","General",0
"VA055","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA056","Confederate",1,"67a922f1-6dc9-4ba8-89aa-e33f842197e2","Lee","Fitzhugh","","","Major General",0
"VA057","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA058","Confederate",1,"67a922f1-6dc9-4ba8-89aa-e33f842197e2","Lee","Fitzhugh","","","Major General",0
"VA058","Confederate",2,"0db13c2e-98a9-4187-be39-484c4d272d30","Hampton","Wade","","","Major General",0
"VA059","Confederate",1,"1335cadd-d833-4e9b-ae7d-012211c3da64","Butler","Matthew","Calbraith","C.","Brigadier General",0
"VA062","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA063","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA063","Confederate",2,"183d0a7d-f06a-4c7b-a575-7616e491618b","Beauregard","Pierre","Gustave Toutant","G. T.","General",0
"VA064","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"VA065","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA066","Confederate",1,"0db13c2e-98a9-4187-be39-484c4d272d30","Hampton","Wade","","","Major General",0
"VA067","Confederate",1,"0db13c2e-98a9-4187-be39-484c4d272d30","Hampton","Wade","","","Major General",0
"VA068","Confederate",1,"9e1353da-e14e-4a33-9169-19b95b173cd1","Mahone","William","","","Major General",0
"VA068","Confederate",2,"67a922f1-6dc9-4ba8-89aa-e33f842197e2","Lee","Fitzhugh","","","Major General",0
"VA069","Confederate",1,"b8c29b14-3dbe-4c53-a8ca-6af5217d6469","Field","Charles","William","W.","Major General",0
"VA070","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA071","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA071","Confederate",2,"b8c29b14-3dbe-4c53-a8ca-6af5217d6469","Field","Charles","William","W.","Major General",0
"VA072","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA072","Confederate",2,"2153a0b4-6aab-42d2-b31e-56b074ec402e","Hill","Ambrose","Powell","P.","Lieutenant General",0
"VA072","Confederate",3,"d87fee08-2ce1-47f6-b313-9a1dfb7a8ea7","Heth","Henry","","","Major General",0
"VA072","Confederate",4,"9e1353da-e14e-4a33-9169-19b95b173cd1","Mahone","William","","","Major General",0
"VA073","Confederate",1,"d87fee08-2ce1-47f6-b313-9a1dfb7a8ea7","Heth","Henry","","","Major General",0
"VA074","Confederate",1,"2153a0b4-6aab-42d2-b31e-56b074ec402e","Hill","Ambrose","Powell","P.","Lieutenant General",0
"VA074","Confederate",2,"0db13c2e-98a9-4187-be39-484c4d272d30","Hampton","Wade","","","Major General",0
"VA075","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA075","Confederate",2,"aa9a80fb-49e3-41d4-8ce5-3f5cbd961625","Ewell","Richard","Stoddert","S.","Lieutenant General",0
"VA076","Confederate",1,"b6e8d0d4-34af-4a5f-9009-82fda601381d","Jackson","Alfred","Eugene","E.","Brigadier General",0
"VA077","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA078","Confederate",1,"306919f0-5ae8-4dee-ba37-0ea56b932b91","Anderson","Richard","Heron","H.","Lieutenant General",0
"VA079","Confederate",1,"d87fee08-2ce1-47f6-b313-9a1dfb7a8ea7","Heth","Henry","","","Major General",0
"VA080","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Lieutenant General",0
"VA081","Confederate",1,"f6caa729-7cfc-4aec-a064-e40c1cfdf01b","Breckinridge","John","Cabell","C.","Major General",0
"VA082","Confederate",1,"f6caa729-7cfc-4aec-a064-e40c1cfdf01b","Breckinridge","John","Cabell","C.","Major General",0
"VA083","Confederate",1,"bc4a67e5-b1be-43e1-9a83-240f4fe5346b","Gordon","John","Brown","B.","Major General",0
"VA084","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA084","Confederate",2,"bc4a67e5-b1be-43e1-9a83-240f4fe5346b","Gordon","John","Brown","B.","Major General",0
"VA085","Confederate",1,"d1b5da7b-0148-4ff1-b9ab-ad80b3eb0c21","Johnson","Bushrod","Rust","R.","Major General",0
"VA086","Confederate",1,"e4e99b96-0c8c-43c9-b2b2-79cfdb9ed800","Pickett","George","","","Major General",0
"VA086","Confederate",2,"67a922f1-6dc9-4ba8-89aa-e33f842197e2","Lee","Fitzhugh","","","Major General",0
"VA087","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA087","Confederate",2,"306919f0-5ae8-4dee-ba37-0ea56b932b91","Anderson","Richard","Heron","H.","Lieutenant General",0
"VA088","Confederate",1,"e4e99b96-0c8c-43c9-b2b2-79cfdb9ed800","Pickett","George","","","Major General",0
"VA089","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA090","Confederate",1,"d87fee08-2ce1-47f6-b313-9a1dfb7a8ea7","Heth","Henry","","","Major General",0
"VA090","Confederate",2,"a3f91ab6-c95a-4dfd-b5c6-a3cbb72c3f42","Wilcox","Cadmus","Marcellus","M.","Major General",0
"VA091","Confederate",1,"0dca3f2d-e93f-4908-bda9-bb23f411857b","Rosser","Thomas","Lafayette","L.","Major General",0
"VA091","Confederate",2,"67a922f1-6dc9-4ba8-89aa-e33f842197e2","Lee","Fitzhugh","","","Major General",0
"VA092","Confederate",1,"0418b77d-5826-4c1d-9621-9d92c48d77b5","Longstreet","James","","","Lieutenant General",0
"VA093","Confederate",1,"aa9a80fb-49e3-41d4-8ce5-3f5cbd961625","Ewell","Richard","Stoddert","S.","Lieutenant General",0
"VA093","Confederate",2,"bc4a67e5-b1be-43e1-9a83-240f4fe5346b","Gordon","John","Brown","B.","Major General",0
"VA094","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA095","Confederate",1,"0dca3f2d-e93f-4908-bda9-bb23f411857b","Rosser","Thomas","Lafayette","L.","Major General",0
"VA095","Confederate",2,"9e1353da-e14e-4a33-9169-19b95b173cd1","Mahone","William","","","Major General",0
"VA096","Confederate",1,"866c559c-b759-40a4-b31a-4e20e5f3f183","Walker","Reuben","Lindsay","L.","Brigadier General",0
"VA097","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"VA098","Confederate",1,"183d0a7d-f06a-4c7b-a575-7616e491618b","Beauregard","Pierre","Gustave Toutant","G. T.","General",0
"VA099","Confederate",1,"0db13c2e-98a9-4187-be39-484c4d272d30","Hampton","Wade","","","Major General",0
"VA100","Confederate",1,"2306a312-6705-4e62-893d-8789639a1555","French","Samuel","Gibbs","G.","Brigadier General",0
"VA101","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA102","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA103","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA104","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA105","Confederate",1,"aa9a80fb-49e3-41d4-8ce5-3f5cbd961625","Ewell","Richard","Stoddert","S.","Major General",0
"VA106","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"VA107","Confederate",1,"aa9a80fb-49e3-41d4-8ce5-3f5cbd961625","Ewell","Richard","Stoddert","S.","Lieutenant General",0
"VA108","Confederate",1,"306919f0-5ae8-4dee-ba37-0ea56b932b91","Anderson","Richard","Heron","H.","Major General",0
"VA109","Confederate",1,"0769dc65-a460-4629-b6bc-68a36ab8786e","Jones","William","Edmondson","E.","Brigadier General",0
"VA110","Confederate",1,"f6caa729-7cfc-4aec-a064-e40c1cfdf01b","Breckinridge","John","Cabell","C.","Major General",0
"VA111","Confederate",1,"0769dc65-a460-4629-b6bc-68a36ab8786e","Jones","William","Edmondson","E.","Brigadier General",0
"VA113","Confederate",1,"6e862f42-548c-4fcf-927e-4d8b620f34a8","Lee","William","","H. F.","Major General",0
"VA114","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"VA115","Confederate",1,"3e38cc65-7841-4322-8056-a0d2cd49e336","Ramseur","Stephen","Dodson","D.","Major General",0
"VA116","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"VA117","Confederate",1,"306919f0-5ae8-4dee-ba37-0ea56b932b91","Anderson","Richard","Heron","H.","Lieutenant General",0
"VA118","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"VA119","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"VA120","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"VA121","Confederate",1,"0dca3f2d-e93f-4908-bda9-bb23f411857b","Rosser","Thomas","Lafayette","L.","Major General",0
"VA122","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"VA123","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"VA124","Confederate",1,"67a922f1-6dc9-4ba8-89aa-e33f842197e2","Lee","Fitzhugh","","","Major General",0
"VA125","Confederate",1,"0db13c2e-98a9-4187-be39-484c4d272d30","Hampton","Wade","","","Major General",0
"WV001","Confederate",1,"6cd67d55-e040-4068-8ba6-97da6ba4e04b","Porterfield","George","","A.","Colonel",0
"WV002","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Brigadier General",0
"WV003","Confederate",1,"488ca773-3d4d-4cdb-b636-1bc4c39b119c","Pegram","John","","","Lieutenant Colonel",0
"WV003","Confederate",2,"386fe044-f4a0-4128-9e79-be5dcaa66241","Garnett","Robert","Selden","S.","Brigadier General",0
"WV004","Confederate",1,"a35f09f2-1d82-485d-96c1-00e23cc44a16","Floyd","John","Buchanan","B.A","Brigadier General",0
"WV005","Confederate",1,"d428cfef-5c7a-4230-b394-b195481d9a9f","Lee","Robert","","E.","General",0
"WV005","Confederate",2,"96a9452c-2037-46a8-ae46-638f9d985903","Rust","Albert","","","Colonel",0
"WV006","Confederate",1,"a35f09f2-1d82-485d-96c1-00e23cc44a16","Floyd","John","Buchanan","B.A","Brigadier General",0
"WV007","Confederate",1,"774622f2-c105-42e3-9075-41cbb74be3cf","Jackson","Henry","Rootes","R.","Brigadier General",0
"WV008","Confederate",1,"de25d737-0ff7-48a5-8703-8c7aa4182fdd","Johnson","Edward","","","Colonel",0
"WV009","Confederate",1,"177215cb-88d2-431e-8beb-c53e83c3b83c","Marshall","Humphrey","","","Brigadier General",0
"WV010","Confederate",1,"21d06a25-9c4f-4dea-a766-f60d20632999","Jackson","Thomas","Jonathan","J.","Major General",0
"WV012","Confederate",1,"44b1acbb-5772-49a7-9abb-60a3eea27bfc","Echols","John","","","Brigadier General",0
"WV013","Confederate",1,"67b5534a-73a9-4652-b762-312ca56436c8","McCausland","John","","","Brigadier General",0
"WV014","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"WV015","Confederate",1,"77a0625d-2996-4af0-b46f-db7388f851d5","Early","Jubal","Anderson","A.","Lieutenant General",0
"WV016","Confederate",1,"6bf63993-77b5-4172-bdba-bb52f77800f8","Pendleton","William","Nelson","N.","Brigadier General",0
"WV016","Confederate",2,"2153a0b4-6aab-42d2-b31e-56b074ec402e","Hill","Ambrose","Powell","P.","Major General",0
"CO001","Native American",1,"a98adfd2-5920-48f4-bd44-fb5579662bee","","Black Kettle","","",,
"ID001","Native American",1,"abc116c1-1efa-4b99-baae-a6b6d1449f7b","","Bear Hunter","","",,
"MN001","Native American",1,"0e8387e5-8e55-40e0-be54-2bd0b781aebb","","Little Crow","","",,
"MN002","Native American",1,"0e8387e5-8e55-40e0-be54-2bd0b781aebb","","Little Crow","","",,
"ND001","Native American",1,"bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062","","Inkpaduta","","",,
"ND002","Native American",1,"bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062","","Inkpaduta","","",,
"ND003","Native American",1,"bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062","","Inkpaduta","","",,
"ND004","Native American",1,"bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062","","Inkpaduta","","",,
"ND005","Native American",1,"bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062","","Inkpaduta","","",,
"OK001","Native American",1,"27246338-fcca-4bc3-beba-aaabd5c1a2e6","","Opothleyahola","","",,
"OK002","Native American",1,"27246338-fcca-4bc3-beba-aaabd5c1a2e6","","Opothleyahola","","",,
"OK003","Native American",1,"27246338-fcca-4bc3-beba-aaabd5c1a2e6","","Opothleyahola","","",,
"AL001","US",1,"5463bb0c-6295-43eb-840f-9eef5e4d6c05","Streight","Abel","","D.","Colonel",0
