BattlefieldCode,UnitCode,Comment,companies,batteries,detachment,section
AL001,UIL0080RI,,,,,
AL001,UIN0051RI,,,,,
AL001,UIN0073RI,,,,,
AL001,UOH0003RI01,,,,,
AL002,CAL0004RC01,,,,,
AL002,CAL0011RC,,,,,
AL002,CTN0021RC02,,,,,
AL002,UIL0009RI01,,,,,
AL003,CAL0001BA,,,,,
AL003,CAL0001R0V,,,,,
AL003,CAL0002BAL,,,,,
AL003,CAL0002RIR,,,,,
AL003,CAL0021RI,,,,,
AL003,UIL0077RI,,,,,
AL003,UIL0094RI,,,,,
AL003,UIN0001RAH,,,,,
AL003,UIN0067RI,,,,,
AL003,UMD0003RC,,,,,
AL003,UOH0017YAL,,,,,
AL003,UUR0005RA,,,,,
AL003,UUS0096RI00C,,,,,
AL003,UWI0020RI,,,,,
AL005,CAL0001R0V,,,,,
AL005,CAL0001RIR,,,,,
AL005,CAL0002BAL,,,,,
AL005,CAL0002RIR,,,,,
AL005,CAL0018RI,,,,,
AL005,CAL0021RI,,,,,
AL005,CAL0032RI01,,,,,
AL005,CAL0036RI,,,,,
AL005,CAL0038RI,,,,,
AL005,CLA0022RI02,,,,,
AL005,UCT0002YAL,,,,,
AL005,UFL0001RC01,,,,,
AL005,UIA0002YAL,,,,,
AL005,UIA0008RI ,,,,,
AL005,UIA0012RI ,,,,,
AL005,UIA0019RI ,,,,,
AL005,UIA0020RI,,,,,
AL005,UIA0021RI ,,,,,
AL005,UIA0023RI,,,,,
AL005,UIA0027RI,,,,,
AL005,UIA0029RI,,,,,
AL005,UIA0032RI,,,,,
AL005,UIA0033RI,,,,,
AL005,UIA0034RI,,,,,
AL005,UIA0035RI,,,,,
AL005,UIL0002RAL,,,,,
AL005,UIL0002RC,,,,,
AL005,UIL0008RI01,,,,,
AL005,UIL0011RI01,,,,,
AL005,UIL0028RI,,,,,
AL005,UIL0029RI,,,,,
AL005,UIL0033RI,,,,,
AL005,UIL0037RI,,,,,
AL005,UIL0046RI,,,,,
AL005,UIL0047RI,,,,,
AL005,UIL0058RI,,,,,
AL005,UIL0076RI,,,,,
AL005,UIL0077RI,,,,,
AL005,UIL0081RI,,,,,
AL005,UIL0091RI,,,,,
AL005,UIL0095RI,,,,,
AL005,UIL0097RI,,,,,
AL005,UIL0099RI,,,,,
AL005,UIL0108RI ,,,,,
AL005,UIL0114RI,,,,,
AL005,UIL0117RI,,,,,
AL005,UIL0119RI,,,,,
AL005,UIL0122RI,,,,,
AL005,UILCOGSYAL,,,,,
AL005,UIN0001RAH,,,,,
AL005,UIN0001YAL,,,,,
AL005,UIN0003YAL,,,,,
AL005,UIN0010RI01,,,,,
AL005,UIN0012RI01,,,,,
AL005,UIN0013RI,,,,,
AL005,UIN0014YAL,,,,,
AL005,UIN0024RI,,,,,
AL005,ULA0001RC,,,,,
AL005,UME0002RC,,,,,
AL005,UMI0001RAL,,,,,
AL005,UMI0006RAH,,,,,
AL005,UMN0005RI,,,,,
AL005,UMN0006RI,,,,,
AL005,UMN0007RI,,,,,
AL005,UMN0010RI,,,,,
AL005,UMO0001RAL,,,,,
AL005,UMO0011RI,,,,,
AL005,UMO0021RI,,,,,
AL005,UMO0030RI,,,,,
AL005,UMO0033RI,,,,,
AL005,UMO0040RI,,,,,
AL005,UMO0044RI,,,,,
AL005,UMO0049RI,,,,,
AL005,UNJ0002RC,,,,,
AL005,UNJ0034RI,,,,,
AL005,UNY0002RCU,,,,,
AL006,CAL0001R0V,,,,,
AL006,CAL0001RIR,,,,,
AL006,CAL0002BAL,,,,,
AL006,CAL0002RIR,,,,,
AL006,CAL0018RI,,,,,
AL006,CAL0021RI,,,,,
AL006,CAL0032RI01,,,,,
AL006,CAL0036RI,,,,,
AL006,CAL0038RI,,,,,
AL006,CLA0022RI02,,,,,
AL006,UCT0002YAL,,,,,
AL006,UIA0002YAL,,,,,
AL006,UIA0008RI,,,,,
AL006,UIA0012RI,,,,,
AL006,UIA0019RI,,,,,
AL006,UIA0020RI,,,,,
AL006,UIA0021RI,,,,,
AL006,UIA0023RI,,,,,
AL006,UIA0027RI,,,,,
AL006,UIA0029RI,,,,,
AL006,UIA0032RI,,,,,
AL006,UIA0033RI,,,,,
AL006,UIA0034RI,,,,,
AL006,UIA0035RI,,,,,
AL006,UIL0002RAL,,,,,
AL006,UIL0002RC,,,,,
AL006,UIL0008RI01,,,,,
AL006,UIL0011RI01,,,,,
AL006,UIL0028RI,,,,,
AL006,UIL0029RI,,,,,
AL006,UIL0033RI,,,,,
AL006,UIL0037RI,,,,,
AL006,UIL0046RI,,,,,
AL006,UIL0047RI,,,,,
AL006,UIL0058RI,,,,,
AL006,UIL0072RI,,,,,
AL006,UIL0076RI,,,,,
AL006,UIL0077RI,,,,,
AL006,UIL0081RI,,,,,
AL006,UIL0091RI,,,,,
AL006,UIL0094RI,,,,,
AL006,UIL0095RI,,,,,
AL006,UIL0097RI,,,,,
AL006,UIL0099RI,,,,,
AL006,UIL0108RI,,,,,
AL006,UIL0114RI,,,,,
AL006,UIL0117RI,,,,,
AL006,UIL0119RI,,,,,
AL006,UIL0122RI,,,,,
AL006,UIL0124RI,,,,,
AL006,UILCOGSYAL,,,,,
AL006,UIN0001RAH,,,,,
AL006,UIN0001YAL,,,,,
AL006,UIN0003YAL,,,,,
AL006,UIN0010RI01,,,,,
AL006,UIN0012RI01,,,,,
AL006,UIN0013RI,,,,,
AL006,UIN0014YAL,,,,,
AL006,UIN0024RI,,,,,
AL006,UIN0026RI,,,,,
AL006,UIN0047RI,,,,,
AL006,UIN0050RI,,,,,
AL006,UIN0052RI,,,,,
AL006,UIN0069RI,,,,,
AL006,UIN0089RI,,,,,
AL006,UIN0093RI,,,,,
AL006,UKS0010RI,,,,,
AL006,ULA0001RC,,,,,
AL006,UMA0002YAL,,,,,
AL006,UMA0004YAL,,,,,
AL006,UMA0007YAL,,,,,
AL006,UMA0015YAL,,,,,
AL006,UMA0031RI,,,,,
AL006,UMD0003RC,,,,,
AL006,UME0002RC,,,,,
AL006,UMI0001RAL,,,,,
AL006,UMI0006RAH,,,,,
AL006,UMN0005RI,,,,,
AL006,UMN0006RI,,,,,
AL006,UMN0007RI,,,,,
AL006,UMN0010RI,,,,,
AL006,UMO0011RI,,,,,
AL006,UMO0021RI,,,,,
AL006,UMO0030RI,,,,,
AL006,UMO0033RI,,,,,
AL006,UMO0040RI,,,,,
AL006,UMO0044RI,,,,,
AL006,UMO0049RI,,,,,
AL006,UNJ0002RC,,,,,
AL006,UNJ0034RI,,,,,
AL006,UNY0002RCU,,,,,
AL007,CAL0004RC01,,,,,
AL007,CAL0005RC,,,,,
AL007,CMO0002RC01,,,,,
AL007,CMS0005RC,,,,,
AL007,CMS0009RC,,,,,
AL007,CMS0012RC,,,,,
AL007,CMSHAMSRC,,,,,
AL007,UIA0003RC,,,,,
AL007,UIA0004RC,,,,,
AL007,UIA0005RC,,,,,
AL007,UIL0098RI,,,,,
AL007,UIL0123RI,,,,,
AL007,UILCHICYAL1,,,,,
AL007,UIN0002RC,,,,,
AL007,UIN0004RC,,,,,
AL007,UIN0017RI,,,,,
AL007,UIN0018YAL,,,,,
AL007,UIN0072RI,,,,,
AL007,UKY0004RC,,,,,
AL007,UKY0007RC,,,,,
AL007,UMI0004RC,,,,,
AL007,UMO0002RC,,,,,
AL007,UMO0010RC,,,,,
AL007,UOH0001RC,,,,,
AL007,UOH0003RC,,,,,
AL007,UOH0004RC,,,,,
AL007,UOH0007RC,,,,,
AL007,UPA0007RC,,,,,
AL007,UUR0004RA,,,,,
AL007,UWI0001RC,,,,,
AR001,UIA0001YAL,,,,,
AR001,UIA0003RC,,,,,
AR001,UIA0003YAL,,,,,
AR001,UIA0004RI,,,,,
AR001,UIA0009RI,,,,,
AR001,UIL0002RAL,,,,,
AR001,UIL0003RC,,,,,
AR001,UIL0015RC,,,,,
AR001,UIL0025RI,,,,,
AR001,UIL0035RI,,,,,
AR001,UIL0036RI,,,,,
AR001,UIL0037RI,,,,,
AR001,UIL0044RI,,,,,
AR001,UIL0059RI,,,,,
AR001,UIN0001YAL,,,,,
AR001,UIN0008RI01,,,,,
AR001,UIN0018RI,,,,,
AR001,UIN0022RI,,,,,
AR001,UMO0001RAL,,,,,
AR001,UMO0002RI01,,,,,
AR001,UMO0003RI01,,,,,
AR001,UMO0004RC,,,,,
AR001,UMO0005RC,,,,,
AR001,UMO0006RC,,,,,
AR001,UMO0009RC,,,,,
AR001,UMO0012RI,,,,,
AR001,UMO0015RI,,,,,
AR001,UMO0017RI,,,,,
AR001,UMO0024RI,,,,,
AR001,UMOBENT0I,,,,,
AR001,UMOFREM0C,,,,,
AR001,UMOLANDYA,,,,,
AR001,UMOPHELRI,,,,,
AR003,UIA0003RC,,,,,
AR003,UIL0005RC,,,,,
AR003,UIL0015RC,,,,,
AR003,UIL0033RI,,,,,
AR003,UIN0001RC,,,,,
AR003,UIN0008RI01,,,,,
AR003,UMO0009RC,,,,,
AR003,UWI0011RI,,,,,
AR004,CAR0001RC04,,,,,
AR004,CMO0003YAL2,,,,,
AR004,CMO0008RI,,,,,
AR004,CMOHBLECAL,,,,,
AR004,UAR0001RC,,,,,
AR004,UIN0002YAL,,,,,
AR004,UKS0001RIG0I,,,,,
AR004,UKS0001YAL,,,,,
AR004,UKS0002RIG0I,,,,,
AR004,UKS0003RIG0I,,,,,
AR004,UKS0003YAL,,,,,
AR004,UKS0006RC,,,,,
AR004,UKS0009RC,,,,,
AR004,UKS0010RI,,,,,
AR004,UKS0011RC,,,,,
AR004,UKS0013RI,,,,,
AR004,UOH0025YAL,,,,,
AR004,UWI0009RI,,,,,
AR005,CAR0001RC04,,,,,
AR005,CAR0003RC,,,,,
AR005,CAR0008YA,,,,,
AR005,CAR0027RI,,,,,
AR005,CAR0028RI,,,,,
AR005,CAR0030RI,,,,,
AR005,CAR0032RI,,,,,
AR005,CAR0038RI,,,,,
AR005,CARMARSYAL,,,,,
AR005,CMO0008RI,,,,,
AR005,CMO0009RI,,,,,
AR005,CMOJBLECA,,,,,
AR005,CTX0034RC,,,,,
AR005,CVA0051RI,,,,,
AR005,UIA0001RC,,,,,
AR005,UIA0019RI,,,,,
AR005,UIA0020RI,,,,,
AR005,UIL0002RAL,,,,,
AR005,UIL0010RC,,,,,
AR005,UIL0037RI,,,,,
AR005,UIL0094RI,,,,,
AR005,UIN0026RI,,,,,
AR005,UIN0046RI,,,,,
AR005,UKS0001RIG0I,,,,,
AR005,UKS0001YAL,,,,,
AR005,UKS0002RC,,,,,
AR005,UKS0002RIG0I,,,,,
AR005,UKS0002YAL1,,,,,
AR005,UKS0003RIG0I,,,,,
AR005,UKS0006RC,,,,,
AR005,UKS0009RC,,,,,
AR005,UKS0010RI,,,,,
AR005,UKS0011RC,,,,,
AR005,UKS0013RI,,,,,
AR005,UMO0001BCR,,,,,
AR005,UMO0001RAL,,,,,
AR005,UMO0006RC,,,,,
AR005,UMO0007RC,,,,,
AR005,UMO0008RC,,,,,
AR005,UMO0014RCY,,,,,
AR005,UOH0025YAL,,,,,
AR005,UWI0002RC,,,,,
AR005,UWI0003RC,,,,,
AR005,UWI0009RI,,,,,
AR005,UWI0020RI,,,,,
AR006,CAR0008YA,,,,,
AR006,CAR0026RI,,,,,
AR006,CARHARTYA,,,,,
AR006,CTX0006BI,,,,,
AR006,CTX0006R0V,,,,,
AR006,UIA0001YAL,,,,,
AR006,UIA0004RI,,,,,
AR006,UIA0009RI,,,,,
AR006,UIA0025RI,,,,,
AR006,UIA0026RI,,,,,
AR006,UIA0030RI,,,,,
AR006,UIA0031RI,,,,,
AR006,UIA0034RI,,,,,
AR006,UIL0001RAL,,,,,
AR006,UIL0003RC,,,,,
AR006,UIL0055RI,,,,,
AR006,UIL0108RI,,,,,
AR006,UIL0113RI,,,,,
AR006,UIL0116RI,,,,,
AR006,UIL0118RI,,,,,
AR006,UIL0127RI,,,,,
AR006,UIL0131RI,,,,,
AR006,UILCHICYAL2,,,,,
AR006,UIN0004RC,,,,,
AR006,UIN0016RI01,,,,,
AR006,UIN0049RI,,,,,
AR006,UIN0054RI01,,,,,
AR006,UIN0060RI,,,,,
AR006,UIN0067RI,,,,,
AR006,UIN0083RI,,,,,
AR006,UIN0089RI,,,,,
AR006,UKY0007RI,,,,,
AR006,UKY0019RI,,,,,
AR006,UMI0001RAL,,,,,
AR006,UMO0006RI,,,,,
AR006,UMO0008RI,,,,,
AR006,UMO0010RC,,,,,
AR006,UMO0012RI,,,,,
AR006,UMO0017RI,,,,,
AR006,UMO0029RI,,,,,
AR006,UMO0030RI,,,,,
AR006,UMO0031RI,,,,,
AR006,UMO0032RI01,,,,,
AR006,UMO0034RI,,,,,
AR006,UMOLANDYA,,,,,
AR006,UOH0004RI01,,,,,
AR006,UOH0008RI01,,,,,
AR006,UOH0012RI01,,,,,
AR006,UOH0016RI01,,,,,
AR006,UOH0017YAL,,,,,
AR006,UOH0042RI,,,,,
AR006,UOH0048RI,,,,,
AR006,UOH0054RI,,,,,
AR006,UOH0057RI,,,,,
AR006,UOH0076RI,,,,,
AR006,UOH0083RI,,,,,
AR006,UOH0096RI,,,,,
AR006,UOH0114RI,,,,,
AR006,UOH0120RI,,,,,
AR006,UUR0013RI,,,,,
AR006,UWI0001YAL,,,,,
AR006,UWI0023RI,,,,,
AR008,CAR0008RI,,,,,
AR008,CAR0035R0M,,,,,
AR008,CAR0037RI,,,,,
AR008,CARETTEYAL,,,,,
AR008,CARMARSYAL,,,,,
AR008,UIA0029RI,,,,,
AR008,UIA0036RI,,,,,
AR008,UIN0001RC,,,,,
AR008,UIN0043RI,,,,,
AR008,UMO0001RAL,,,,,
AR008,UMO0033RI,,,,,
AR008,UMO0035RI,,,,,
AR009,UIA0001RC,,,,,
AR009,UIN0002YAL,,,,,
AR009,UKS0002RC,,,,,
AR009,UMO0006RC,,,,,
AR011,CAR0007RC,,,,,
AR011,UIN0001RC,,,,,
AR011,UKS0005RC,,,,,
AR012,CMO0003RC01,,,,,
AR012,UIA0001RC,,,,,
AR012,UIA0029RI,,,,,
AR012,UIA0036RI,,,,,
AR012,UIL0010RC,,,,,
AR012,UIN0043RI,,,,,
AR012,UWI0009RI,,,,,
AR013,CAR0002RI02,,,,,
AR013,UAR0001RI,,,,,
AR013,UAR0002RI,,,,,
AR013,UIA0001RC,,,,,
AR013,UIA0018RI,,,,,
AR013,UIA0029RI,,,,,
AR013,UIA0032RI,,,,,
AR013,UIA0036RI,,,,,
AR013,UIA0040RI,,,,,
AR013,UIL0010RC,,,,,
AR013,UIL0013RC,,,,,
AR013,UIL0043RI,,,,,
AR013,UILVAUGYAL,,,,,
AR013,UIN0002YAL,,,,,
AR013,UIN0043RI,,,,,
AR013,UIN0050RI,,,,,
AR013,UKS0002RC,,,,,
AR013,UKS0006RC,,,,,
AR013,UKS0012RI,,,,,
AR013,UKS0014RC,,,,,
AR013,UMO0002RAL,,,,,
AR013,UMO0003RC,,,,,
AR013,UOH0077RI,,,,,
AR013,UUS0079RI02C,,,,,
AR013,UUS0083RI02C,,,,,
AR013,UWI0009RI,,,,,
AR013,UWI0027RI,,,,,
AR014,CAR0001RC02,,,,,
AR014,CAR0002RC,,,,,
AR014,CAR0007RC,,,,,
AR014,CAR0008YA,,,,,
AR014,CARPOE0BC,,,,,
AR014,CARWRIGRC,,,,,
AR014,CMO0003RC01 ,,,,,
AR014,CMO0004RC,,,,,
AR014,CTX0030RC,,,,,
AR014,CTX0031RC,,,,,
AR014,UIA0018RI,,,,,
AR014,UIN0002YAL,,,,,
AR014,UKS0002RC,,,,,
AR014,UKS0006RC,,,,,
AR014,UKS0014RC,,,,,
AR015,CAR0001RC02,,,,,
AR015,CAR0001RC04,,,,,
AR015,CAR0007RC,,,,,
AR015,CAR0008YA,,,,,
AR015,CAR0012BS,,,,,
AR015,CAR0018RI01,,,,,
AR015,CAR0019RI03,,,,,
AR015,CAR0020RI,,,,,
AR015,CARGORDRC,,,,,
AR015,CARPOE0BC,,,,,
AR015,CARWRIGRC,,,,,
AR015,CMO0002YAL,,,,,
AR015,CMO0005RC,,,,,
AR015,CMO0012RC,,,,,
AR015,CMOHUNTRC,,,,,
AR015,UIA0036RI,,,,,
AR015,UIN0043RI,,,,,
AR015,UKS0005RC,,,,,
AR015,UMO0007RC,,,,,
AR015,UOH0077RI,,,,,
AR016,CAR0018RI01,,,,,
AR016,CAR0019RI03,,,,,
AR016,CAR0020RI,,,,,
AR016,CAR0026RI,,,,,
AR016,CAR0027RI,,,,,
AR016,CAR0032RI,,,,,
AR016,CAR0033RI,,,,,
AR016,CAR0034RI,,,,,
AR016,CAR0035RI,,,,,
AR016,CAR0036RI,,,,,
AR016,CAR0038RI,,,,,
AR016,CARHARDRI,,,,,
AR016,CMO0003RC01,,,,,
AR016,CMO0003YAL1,,,,,
AR016,CMO0004RC,,,,,
AR016,CMO0010RC,,,,,
AR016,CMO0011RI,,,,,
AR016,CMO0012RI,,,,,
AR016,CTX0013RCT,,,,,
AR016,CTX0022RI,,,,,
AR016,CTX0028RC,,,,,
AR016,UIA0001RC,,,,,
AR016,UIA0018RI,,,,,
AR016,UIA0029RI,,,,,
AR016,UIA0033RI,,,,,
AR016,UIA0036RI,,,,,
AR016,UIA0040RI,,,,,
AR016,UIL0013RC,,,,,
AR016,UIL0043RI,,,,,
AR016,UILVAUGYAL,,,,,
AR016,UIN0002YAL,,,,,
AR016,UIN0043RI,,,,,
AR016,UIN0050RI,,,,,
AR016,UKS0002RC,,,,,
AR016,UKS0006RC,,,,,
AR016,UKS0014RC,,,,,
AR016,UMO0001BCR,,,,,
AR016,UMO0002RC,,,,,
AR016,UOH0077RI,,,,,
AR016,UUS0079RI02C,,,,,
AR016,UUS0083RI02C,,,,,
AR016,UWI0009RI,,,,,
AR016,UWI0027RI,,,,,
AR017,UIA0014RI,,,,,
AR017,UIA0027RI,,,,,
AR017,UIA0032RI,,,,,
AR017,UIA0035RI,,,,,
AR017,UIL0047RI,,,,,
AR017,UIL0049RI,,,,,
AR017,UIL0058RI,,,,,
AR017,UIL0117RI,,,,,
AR017,UIN0003YAL,,,,,
AR017,UIN0089RI,,,,,
AR017,UMN0005RI,,,,,
AR017,UMO0024RI,,,,,
AR017,UMO0033RI,,,,,
AR017,UNY0178RI,,,,,
AR017,UWI0002RC,,,,,
AR017,UWI0008RI,,,,,
CO001,UCO0001RC,,,,,
CO001,UCO0003RC,,,,,
FL001,UNY0006RI,,,,,
FL001,UUR0001RAL,,,,,
FL001,UUR0003RI,,,,,
FL006,UFL0002RC,,,,,
FL006,UUS0002RI00C,,,,,
FL006,UUS0099RI00C,,,,,
GA001,UCT0006RI,,,,,
GA001,UCT0007RI,,,,,
GA001,UME0008RI,,,,,
GA001,UMI0008RI,,,,,
GA001,UNY0046RI,,,,,
GA001,UNY0047RI,,,,,
GA001,UNY0048RI,,,,,
GA001,URI0003RAH,,,,,
GA003,UIL0019RI,,,,,
GA003,UIL0024RI,,,,,
GA003,UIL0104RI,,,,,
GA003,UILBRIDYAL,,,,,
GA003,UIN0004YAL,,,,,
GA003,UIN0037RI,,,,,
GA003,UIN0038RI,,,,,
GA003,UIN0042RI,,,,,
GA003,UIN0088RI,,,,,
GA003,UKY0015RI,,,,,
GA003,UMI0001RAL,,,,,
GA003,UOH0002RI01,,,,,
GA003,UOH0018RI01,,,,,
GA003,UOH0021RI01,,,,,
GA003,UOH0033RI,,,,,
GA003,UOH0074RI,,,,,
GA003,UOH0094RI,,,,,
GA003,UPA0078RI,,,,,
GA003,UPA0079RI,,,,,
GA003,UWI0001RI01,,,,,
GA003,UWI0010RI,,,,,
GA003,UWI0021RI,,,,,
GA004,CAL0001BA,,,,,
GA004,CAL0003RC,,,,,
GA004,CAL0004RC02,,,,,
GA004,CAL0009RC01,,,,,
GA004,CAL0012RC,,,,,
GA004,CAL0015RI,,,,,
GA004,CAL0016RI,,,,,
GA004,CAL0017BS,,,,,
GA004,CAL0018RI,,,,,
GA004,CAL0019RI,,,,,
GA004,CAL0022RI,,,,,
GA004,CAL0024RI,,,,,
GA004,CAL0025RI,,,,,
GA004,CAL0032RI01,,,,,
GA004,CAL0033RI,,,,,
GA004,CAL0036RI,,,,,
GA004,CAL0038RI,,,,,
GA004,CAL0039RI,,,,,
GA004,CAL0040RI,,,,,
GA004,CAL0041RI,,,,,
GA004,CAL0043RI,,,,,
GA004,CAL0044RI,,,,,
GA004,CAL0045RI,,,,,
GA004,CAL0047RI,,,,,
GA004,CAL0048RI,,,,,
GA004,CAL0050RI,,,,,
GA004,CAL0051R,,,,,
GA004,CALEUFA0AL,,,,,
GA004,CALHILLL0V,,,,,
GA004,CAR0001RI03,,,,,
GA004,CAR0002R0T,,,,,
GA004,CAR0003RC,,,,,
GA004,CAR0003RI01,,,,,
GA004,CAR0004RI,,,,,
GA004,CAR0005RI,,,,,
GA004,CAR0008RI,,,,,
GA004,CAR0013RI,,,,,
GA004,CAR0019RI02,,,,,
GA004,CAR0024RI,,,,,
GA004,CAR0025RI,,,,,
GA004,CARRIVEYAL,,,,,
GA004,CARWIGGYAL,,,,,
GA004,CFL0001RI,,,,,
GA004,CFL0003RI,,,,,
GA004,CFL0004RI,,,,,
GA004,CFL0006RI,,,,,
GA004,CFL0007RI,,,,,
GA004,CGA0001BS,,,,,
GA004,CGA0001RC,,,,,
GA004,CGA0002BS,,,,,
GA004,CGA0002RC01,,,,,
GA004,CGA0002RI,,,,,
GA004,CGA0003RC01,,,,,
GA004,CGA0004BS,,,,,
GA004,CGA0005RI01,,,,,
GA004,CGA0006RC,,,,,
GA004,CGA0008BI,,,,,
GA004,CGA0009RI01,,,,,
GA004,CGA0012RC01,,,,,
GA004,CGA0015RI,,,,,
GA004,CGA0017RI,,,,,
GA004,CGA0020RI,,,,,
GA004,CGA0025RI,,,,,
GA004,CGA0029RI,,,,,
GA004,CGA0030RI,,,,,
GA004,CGA0037RI,,,,,
GA004,CGA0046RI,,,,,
GA004,CGA0047RI,,,,,
GA004,CGA0053RI,,,,,
GA004,CGA0059RI,,,,,
GA004,CGA0065RI,,,,,
GA004,CGAHOWECAL,,,,,
GA004,CGAPHILL,,,,,
GA004,CKY0002RIT,,,,,
GA004,CKY0004RIT,,,,,
GA004,CKY0005RIT,,,,,
GA004,CKY0006RIT,,,,,
GA004,CKY0009RIT,,,,,
GA004,CKYCOBBCAL,,,,,
GA004,CLA0001RC,,,,,
GA004,CLA0001RI02,,,,,
GA004,CLA0004RI,,,,,
GA004,CLA0013RI01,,,,,
GA004,CLA0014BS,,,,,
GA004,CLA0016RI,,,,,
GA004,CLA0019RI,,,,,
GA004,CLA0020RI,,,,,
GA004,CLA0025RI,,,,,
GA004,CLAWASHBA,,,,,
GA004,CMOHBLECAL,,,,,
GA004,CMS0005RI01,,,,,
GA004,CMS0007RI,,,,,
GA004,CMS0008RI,,,,,
GA004,CMS0009RI,,,,,
GA004,CMS0013RI,,,,,
GA004,CMS0015BS,,,,,
GA004,CMS0017RI,,,,,
GA004,CMS0018RI,,,,,
GA004,CMS0021RI,,,,,
GA004,CMS0024RI,,,,,
GA004,CMS0027RI,,,,,
GA004,CMS0029RI,,,,,
GA004,CMS0030RI,,,,,
GA004,CMS0032RI,,,,,
GA004,CMS0034RI,,,,,
GA004,CMS0041RI,,,,,
GA004,CMS0044RI,,,,,
GA004,CMSDARDCAL,,,,,
GA004,CMSSTANC,,,,,
GA004,CMSSWETCAL,,,,,
GA004,CMSTURNCAL,,,,,
GA004,CNC0029RI,,,,,
GA004,CNC0039RI,,,,,
GA004,CNC0058RI,,,,,
GA004,CNC0060RI,,,,,
GA004,CSC0002RI,,,,,
GA004,CSC0003BAL,,,,,
GA004,CSC0003BI,,,,,
GA004,CSC0007RI,,,,,
GA004,CSC0008RI,,,,,
GA004,CSC0015RI,,,,,
GA004,CSC0019RI,,,,,
GA004,CSC0024RI,,,,,
GA004,CSCHAMPL,,,,,
GA004,CSCPALMRS,,,,,
GA004,CTN0001BI,,,,,
GA004,CTN0001RI03,,,,,
GA004,CTN0002RC01,,,,,
GA004,CTN0002RI02,,,,,
GA004,CTN0004RC01,,,,,
GA004,CTN0005RC01,,,,,
GA004,CTN0005RI,,,,,
GA004,CTN0006RC,,,,,
GA004,CTN0006RI01,,,,,
GA004,CTN0008RC,,,,,
GA004,CTN0008RI,,,,,
GA004,CTN0009RI,,,,,
GA004,CTN0010RC01,,,,,
GA004,CTN0010RI,,,,,
GA004,CTN0011RC01,,,,,
GA004,CTN0012BC,,,,,
GA004,CTN0012RI01,,,,,
GA004,CTN0013RC01,,,,,
GA004,CTN0013RI,,,,,
GA004,CTN0015RI,,,,,
GA004,CTN0016BC,,,,,
GA004,CTN0016RI,,,,,
GA004,CTN0017RI01,,,,,
GA004,CTN0018RI,,,,,
GA004,CTN0019RC01,,,,,
GA004,CTN0019RI,,,,,
GA004,CTN0020RI,,,,,
GA004,CTN0023BI,,,,,
GA004,CTN0023RI,,,,,
GA004,CTN0024BS,,,,,
GA004,CTN0024RI,,,,,
GA004,CTN0025RI,,,,,
GA004,CTN0027RI,,,,,
GA004,CTN0028RIV,,,,,
GA004,CTN0029RI,,,,,
GA004,CTN0030RI,,,,,
GA004,CTN0032RI,,,,,
GA004,CTN0034RI,,,,,
GA004,CTN0035RI,,,,,
GA004,CTN0037RI,,,,,
GA004,CTN0038RI,,,,,
GA004,CTN0041RI,,,,,
GA004,CTN0044RI02,,,,,
GA004,CTNBAXTCAL,,,,,
GA004,CTNJACKCC,,,,,
GA004,CTX0001RI01,,,,,
GA004,CTX0005RI01,,,,,
GA004,CTX0006R0V,,,,,
GA004,CTX0006RI,,,,,
GA004,CTX0008RC,,,,,
GA004,CTX0009RI02,,,,,
GA004,CTX0010RI,,,,,
GA004,CTX0011RC,,,,,
GA004,CTX0024RC01,,,,,
GA004,CTX0025RC,,,,,
GA004,CVA0054RI,,,,,
GA004,CVA0063RI,,,,,
GA004,CVAJEFFCAL,,,,,
GA004,CVATAYLCAL,,,,,
GA004,UIL0001RAL,,,,,
GA004,UIL0002RAL,,,,,
GA004,UIL0007RC,,,,,
GA004,UIL0015RC,,,,,
GA004,UIL0019RI,,,,,
GA004,UIL0021RI,,,,,
GA004,UIL0022RI,,,,,
GA004,UIL0024RI,,,,,
GA004,UIL0025RI,,,,,
GA004,UIL0027RI,,,,,
GA004,UIL0035RI,,,,,
GA004,UIL0036RI,,,,,
GA004,UIL0038RI,,,,,
GA004,UIL0042RI,,,,,
GA004,UIL0044RI,,,,,
GA004,UIL0051RI,,,,,
GA004,UIL0073RI,,,,,
GA004,UIL0078RI,,,,,
GA004,UIL0079RI,,,,,
GA004,UIL0084RI,,,,,
GA004,UIL0085RI,,,,,
GA004,UIL0086RI,,,,,
GA004,UIL0088RI,,,,,
GA004,UIL0089RI,,,,,
GA004,UIL0092RI,,,,,
GA004,UIL0096RI,,,,,
GA004,UIL0098RI,,,,,
GA004,UIL0100RI,,,,,
GA004,UIL0104RI,,,,,
GA004,UIL0123RI,,,,,
GA004,UIL0125RI,,,,,
GA004,UILBRIDYAL,,,,,
GA004,UILCHICYAL1,,,,,
GA004,UIN0002RC,,,,,
GA004,UIN0003RC,,,,,
GA004,UIN0004RC,,,,,
GA004,UIN0004YAL,,,,,
GA004,UIN0005YAL,,,,,
GA004,UIN0006RI01,,,,,
GA004,UIN0007YAL,,,,,
GA004,UIN0008YAL,,,,,
GA004,UIN0009RI01,,,,,
GA004,UIN0010RI01,,,,,
GA004,UIN0011YAL,,,,,
GA004,UIN0017RI,,,,,
GA004,UIN0018YAL,,,,,
GA004,UIN0019YAL,,,,,
GA004,UIN0021YAL,,,,,
GA004,UIN0029RI,,,,,
GA004,UIN0030RI,,,,,
