BattlefieldCode,UnitCode,Comment,companies,batteries,detachment,section
VA026,UNY0101RI,,,,,
VA026,UNY0104RI,,,,,
VA026,UNY0105RI,,,,,
VA026,UOH0001RAL1,"Batteries ""I"" and ""K""",,2,,
VA026,UOH0001RC,"Cos ""A"" and ""C""",2,,,
VA026,UOH0006RC,,,,,
VA026,UOH0012RI01,,,,,
VA026,UOH0012YAL,,,,,
VA026,UOH0025RI,,,,,
VA026,UOH0030RI,,,,,
VA026,UOH0036RI,,,,,
VA026,UOH0055RI,,,,,
VA026,UOH0061RI02,,,,,
VA026,UOH0073RI,,,,,
VA026,UOH0075RI,,,,,
VA026,UOH0082RI,,,,,
VA026,UPA0001RAL,"Batteries ""A,"" ""B"" and ""F""",,3,,
VA026,UPA0001RC,,,,,
VA026,UPA0001RIR,,,,,
VA026,UPA0002RIR,,,,,
VA026,UPA0003RIR,,,,,
VA026,UPA0004RIR,,,,,
VA026,UPA0005RIR,,,,,
VA026,UPA0006RIR,,,,,
VA026,UPA0007RIR,,,,,
VA026,UPA0008RIR,,,,,
VA026,UPA0009RIR,,,,,
VA026,UPA000CYAL,,,,,
VA026,UPA000DYAL,,,,,
VA026,UPA000EYAL,,,,,
VA026,UPA000FYAL,,,,,
VA026,UPA0010RIR,,,,,
VA026,UPA0011RI01,,,,,
VA026,UPA0011RIR,,,,,
VA026,UPA0012RIR,,,,,
VA026,UPA0013RIR,,,,,
VA026,UPA0026RI,,,,,
VA026,UPA0027RI,,,,,
VA026,UPA0048RI,,,,,
VA026,UPA0050RI,,,,,
VA026,UPA0051RI,,,,,
VA026,UPA0056RI,,,,,
VA026,UPA0057RI,,,,,
VA026,UPA0062RI,,,,,
VA026,UPA0063RI,,,,,
VA026,UPA0073RI,,,,,
VA026,UPA0074RI,,,,,
VA026,UPA0075RI,,,,,
VA026,UPA0083RI,,,,,
VA026,UPA0084RI,,,,,
VA026,UPA0088RI,,,,,
VA026,UPA0090RI,,,,,
VA026,UPA0099RI,,,,,
VA026,UPA0100RI,,,,,
VA026,UPA0105RI,,,,,
VA026,UPA0107RI,,,,,
VA026,UPA0110RI,,,,,
VA026,UPA0115RI,,,,,
VA026,URI0001RAL,"Batteries ""C,"" ""D"" and ""E""",,3,,
VA026,URI0001RC,,,,,
VA026,UUR0001RA,"Batteries ""E,"" ""G"" and ""K"" ",,3,,
VA026,UUR0001RI01,,,,,
VA026,UUR0001RS,,,,,
VA026,UUR0002RA,"Battery ""E""",,1,,
VA026,UUR0002RI,,,,,
VA026,UUR0002RS,,,,,
VA026,UUR0003RI,,,,,
VA026,UUR0004RA,"Batteries ""B"" and ""F""",,2,,
VA026,UUR0004RI,,,,,
VA026,UUR0005RA,"Batteries ""C,"" ""I"" and ""K""",,3,,
VA026,UUR0006RI,,,,,
VA026,UUR0010RI,,,,,
VA026,UUR0011RI,,,,,
VA026,UUR0012RI,,,,,
VA026,UUR0014RI,,,,,
VA026,UUR0017RI,,,,,
VA026,UWI0003RI,,,,,
VA026,UWI0006RI,,,,,
VA026,UWI0007RI,,,,,
VA026,UWV0001RAL,"Batteries ""C"" and ""G""",,2,,
VA026,UWV0001RC,"Cos ""C"" and ""E""",2,,,
VA026,UWV0001RI,,,,,
VA026,UWV0002RI,,,,,
VA026,UWV0003RI,,,,,
VA026,UWV0005RI,,,,,
VA026,UWV0008RI,,,,,
VA027,CNC0007RI,,,,,
VA027,CSC0001RI03,,,,,
VA027,CSC0013RI,,,,,
VA027,UDE0003RI,,,,,
VA027,UIN0020RI,,,,,
VA027,UMA0011RI,,,,,
VA027,UMA0012RI,,,,,
VA027,UMA0013RI,,,,,
VA027,UMA0021RI,,,,,
VA027,UMA0028RI,,,,,
VA027,UMD0001RC02,,,,,
VA027,UMD0002RI01,,,,,
VA027,UME0003RI,,,,,
VA027,UME0004RI,,,,,
VA027,UMI0002RI,,,,,
VA027,UMI0003RI01,,,,,
VA027,UMI0005RI,,,,,
VA027,UMI0008RI,,,,,
VA027,UNH0006RI,,,,,
VA027,UNJ00000AL,1st Battery,,1,,
VA027,UNJ0005RI,,,,,
VA027,UNJ0006RI,,,,,
VA027,UNJ0007RI,,,,,
VA027,UNJ0008RI,,,,,
VA027,UNY0001RAL,"Battery ""L""",,1,,
VA027,UNY0026RI,,,,,
VA027,UNY0037RI,,,,,
VA027,UNY0038RI,,,,,
VA027,UNY0040RI,,,,,
VA027,UNY0046RI,,,,,
VA027,UNY0051RI,,,,,
VA027,UNY0079RI,,,,,
VA027,UNY0080RI,,,,,
VA027,UNY0083RI,,,,,
VA027,UNY0094RI,,,,,
VA027,UNY0097RI,,,,,
VA027,UNY0101RI,,,,,
VA027,UNY0104RI,,,,,
VA027,UNY0105RI,,,,,
VA027,UPA0001RAL,"Battery ""F""",,1,,
VA027,UPA0002RC,,,,,
VA027,UPA000CYAL,,,,,
VA027,UPA000DYAL,,,,,
VA027,UPA000FYAL,,,,,
VA027,UPA0011RI01,,,,,
VA027,UPA0026RI,,,,,
VA027,UPA0048RI,,,,,
VA027,UPA0050RI,,,,,
VA027,UPA0051RI,,,,,
VA027,UPA0057RI,,,,,
VA027,UPA0063RI,,,,,
VA027,UPA0069RI,,,,,
VA027,UPA0084RI,,,,,
VA027,UPA0088RI,,,,,
VA027,UPA0090RI,,,,,
VA027,UPA0099RI,,,,,
VA027,UPA0100RI,,,,,
VA027,UPA0105RI,,,,,
VA027,URI0001RAL,"Battery ""E""",,1,,
VA027,UUR0001RA,"Battery ""K""",,1,,
VA027,UUR0002RA,"Battery ""E""",,1,,
VA028,CAL0011RI,,,,,
VA028,CAL0044RI,,,,,
VA028,CFL0005RI,,,,,
VA028,CFL0008RI,,,,,
VA028,CGA0001R003,,,,,
VA028,CGA0002BI01,,,,,
VA028,CGA0007RI01,,,,,
VA028,CGA0016RI,,,,,
VA028,CGA0024RI,,,,,
VA028,CGA0026RI,,,,,
VA028,CGA0031RI,,,,,
VA028,CGA0035RI,,,,,
VA028,CGA0038RI,,,,,
VA028,CGA0045RI,,,,,
VA028,CGA0049RI,,,,,
VA028,CGA0060RI,,,,,
VA028,CGAPHILL,,,,,
VA028,CGASLATCAL,,,,,
VA028,CLA0006RI,,,,,
VA028,CLACONFB,,,,,
VA028,CLALANDCA,,,,,
VA028,CLAWASHBA,,,,,
VA028,CMS0013RI,,,,,
VA028,CMS0016RI,,,,,
VA028,CMS0017RI,,,,,
VA028,CMS0018RI,,,,,
VA028,CMS0021RI,,,,,
VA028,CMS0048RI,,,,,
VA028,CNC0001RI02,,,,,
VA028,CNC0002RI,,,,,
VA028,CNC0003RI,,,,,
VA028,CNC0007RI,,,,,
VA028,CNC0012R0S,,,,,
VA028,CNC0012RI,,,,,
VA028,CNC0013RI,,,,,
VA028,CNC0015RI,,,,,
VA028,CNC0016RI,,,,,
VA028,CNC0018RI,,,,,
VA028,CNC0019R0S,,,,,
VA028,CNC0020RI,,,,,
VA028,CNC0021RI,,,,,
VA028,CNC0022RI,,,,,
VA028,CNC0023RI,,,,,
VA028,CNC0024RI,,,,,
VA028,CNC0025RI,,,,,
VA028,CNC0027RI,,,,,
VA028,CNC0028RI,,,,,
VA028,CNC0030RI,,,,,
VA028,CNC0033RI,,,,,
VA028,CNC0034RI,,,,,
VA028,CNC0035RI,,,,,
VA028,CNC0036RI,,,,,
VA028,CNC0037RI,,,,,
VA028,CNC0046RI,,,,,
VA028,CNC0048RI,,,,,
VA028,CNC0049RI,,,,,
VA028,CNC0054RI,,,,,
VA028,CNC0057RI,,,,,
VA028,CSC0001R005,,,,,
VA028,CSC0001RC,,,,,
VA028,CSC0001RI03,,,,,
VA028,CSC0001RI04,,,,,
VA028,CSC0002R001,,,,,
VA028,CSC0002RC,,,,,
VA028,CSC0005RI,,,,,
VA028,CSC0006RI,,,,,
VA028,CSC0007RI,,,,,
VA028,CSC0008RI,,,,,
VA028,CSC0012RI,,,,,
VA028,CSC0013RI,,,,,
VA028,CSC0015RI,,,,,
VA028,CSCPALMRS,,,,,
VA028,CTN0007RI,,,,,
VA028,CTN0014RI,,,,,
VA028,CVA0001BI01,,,,,
VA028,CVA0001RC,,,,,
VA028,CVA0001RI,,,,,
VA028,CVA0002RC,,,,,
VA028,CVA0002RI01,,,,,
VA028,CVA0003RC,,,,,
VA028,CVA0003RI01,,,,,
VA028,CVA0004RC,,,,,
VA028,CVA0005RC01,,,,,
VA028,CVA0006RI,,,,,
VA028,CVA0007RI,,,,,
VA028,CVA0009RC,,,,,
VA028,CVA0010RC,,,,,
VA028,CVA0012RI,,,,,
VA028,CVA0013RC,,,,,
VA028,CVA0013RI,,,,,
VA028,CVA0015RI,,,,,
VA028,CVA0017RI,,,,,
VA028,CVA0022BI,,,,,
VA028,CVA0024RI,,,,,
VA028,CVA0025RI,,,,,
VA028,CVA0030RI,,,,,
VA028,CVA0032RI,,,,,
VA028,CVA0039BC,,,,,
VA028,CVA0042RI,,,,,
VA028,CVA0044RI,,,,,
VA028,CVA0047RI,,,,,
VA028,CVA0048RI,,,,,
VA028,CVA0049RI,,,,,
VA028,CVA0052RI,,,,,
VA028,CVA0055RI,,,,,
VA028,CVA0058RI,,,,,
VA028,CVA0061RI,,,,,
VA028,CVACOOPCAL,,,,,
VA028,CVACOUR0A,,,,,
VA028,CVADONACAL,,,,,
VA028,CVAFRY0CAL,,,,,
VA028,CVAGBROCA,,,,,
VA028,CVAGRIFCAL,,,,,
VA028,CVAPARKCAL,,,,,
VA028,CVAPEGRCAL,,,,,
VA028,UCT0001RAH,"Batteries ""B"" and ""M""",,2,,
VA028,UCT0008RI,,,,,
VA028,UCT0011RI,,,,,
VA028,UCT0014RI,,,,,
VA028,UCT0015RI,,,,,
VA028,UCT0016RI,,,,,
VA028,UCT0021RI,,,,,
VA028,UCT0027RI,,,,,
VA028,UDE0001RI01,,,,,
VA028,UDE0002RI,,,,,
VA028,UIL0008RC,,,,,
VA028,UIN0003RC,,,,,
VA028,UIN0013RI,,,,,
VA028,UIN0014RI,,,,,
VA028,UIN0019RI,,,,,
VA028,UIN0020RI,,,,,
VA028,UMA0001CS,,,,,
VA028,UMA0001RC,,,,,
VA028,UMA0001RI,,,,,
VA028,UMA0001YAL,,,,,
VA028,UMA0002CS,,,,,
VA028,UMA0003YAL,,,,,
VA028,UMA0005YAL,,,,,
VA028,UMA0007RI,,,,,
VA028,UMA0009RI,,,,,
VA028,UMA0010RI,,,,,
VA028,UMA0011RI,,,,,
VA028,UMA0012RI,,,,,
VA028,UMA0013RI,,,,,
VA028,UMA0015RI,,,,,
VA028,UMA0016RI,,,,,
VA028,UMA0018RI,,,,,
VA028,UMA0019RI,,,,,
VA028,UMA0020RI,,,,,
VA028,UMA0021RI,,,,,
VA028,UMA0022RI,,,,,
VA028,UMA0028RI,,,,,
VA028,UMA0029RI,,,,,
VA028,UMA0032RI,,,,,
VA028,UMA0035RI,,,,,
VA028,UMA0036RI,,,,,
VA028,UMA0037RI,,,,,
VA028,UMD0001RC01,,,,,
VA028,UMD0002RI01,,,,,
VA028,UME0001RC,,,,,
VA028,UME0002RI,,,,,
VA028,UME0003RI,,,,,
VA028,UME0004RI,,,,,
VA028,UME0005RI,,,,,
VA028,UME0006RI,,,,,
VA028,UME0016RI,,,,,
VA028,UME0017RI,,,,,
VA028,UME0019RI,,,,,
VA028,UME0020RI,,,,,
VA028,UMI0001RI01,,,,,
VA028,UMI0002RI,,,,,
VA028,UMI0003RI01,,,,,
VA028,UMI0004RI01,,,,,
VA028,UMI0005RI,,,,,
VA028,UMI0007RI,,,,,
VA028,UMI0008RI,,,,,
VA028,UMI0016RI,,,,,
VA028,UMI0017RI,,,,,
VA028,UMI0020RI,,,,,
VA028,UMI0024RI,,,,,
VA028,UMN0001RI,,,,,
VA028,UNH0001YAL,,,,,
VA028,UNH0002RI,,,,,
VA028,UNH0005RI,,,,,
VA028,UNH0006RI,,,,,
VA028,UNH0009RI,,,,,
VA028,UNH0010RI,,,,,
VA028,UNH0011RI,,,,,
VA028,UNH0012RI,,,,,
VA028,UNH0013RI,,,,,
VA028,UNJ0001RC,,,,,
VA028,UNJ0001RI01,,,,,
VA028,UNJ0002RI01,,,,,
VA028,UNJ0003RI01,,,,,
VA028,UNJ0004RI01,,,,,
VA028,UNJ0005RI,,,,,
VA028,UNJ0006RI,,,,,
VA028,UNJ0007RI,,,,,
VA028,UNJ0008RI,,,,,
VA028,UNJ0011RI,,,,,
VA028,UNJ0015RI,,,,,
VA028,UNJ0021RI,,,,,
VA028,UNJ0023RI,,,,,
VA028,UNJ0024RI,,,,,
VA028,UNJ0025RI,,,,,
VA028,UNJ0026RI,,,,,
VA028,UNJ0027RI,,,,,
VA028,UNJ0028RI,,,,,
VA028,UNY0001BAL,"Batteries ""A,"" ""B,"" ""C"" and ""D""",,4,,
VA028,UNY0001RAL,"Batteries ""B,"" ""C,"" ""D,"" ""G"" and ""L""",,5,,
VA028,UNY0001RI,,,,,
VA028,UNY0001YAL,,,,,
VA028,UNY0002RAH,"Battery ""L""",,1,,
VA028,UNY0002RC01,,,,,
VA028,UNY0002RI01,,,,,
VA028,UNY0004RI,,,,,
VA028,UNY0004YAL,,,,,
VA028,UNY0005RI,,,,,
VA028,UNY0005YAL,,,,,
VA028,UNY0007RI01,,,,,
VA028,UNY0008RC,,,,,
VA028,UNY0009RI01,,,,,
VA028,UNY0010RC,,,,,
VA028,UNY0010RI,,,,,
VA028,UNY0010YAL,,,,,
VA028,UNY0011YAL,,,,,
VA028,UNY0012RI,,,,,
VA028,UNY0013RI,,,,,
VA028,UNY0014RI,,,,,
VA028,UNY0015RE01,,,,,
VA028,UNY0016RI,,,,,
VA028,UNY0017RI,,,,,
VA028,UNY0018RI,,,,,
VA028,UNY0020RI,,,,,
VA028,UNY0021RI,,,,,
VA028,UNY0022RI,,,,,
VA028,UNY0023RI,,,,,
VA028,UNY0024RI,,,,,
VA028,UNY0025RI,,,,,
VA028,UNY0026RI,,,,,
VA028,UNY0027RI,,,,,
VA028,UNY0030RI,,,,,
VA028,UNY0031RI,,,,,
VA028,UNY0032RI,,,,,
VA028,UNY0033RI,,,,,
VA028,UNY0034RI,,,,,
VA028,UNY0034YAL,,,,,
VA028,UNY0035RI,,,,,
VA028,UNY0036RI,,,,,
VA028,UNY0037RI,,,,,
VA028,UNY0038RI,,,,,
VA028,UNY0040RI,,,,,
VA028,UNY0042RI,,,,,
VA028,UNY0043RI,,,,,
VA028,UNY0044RI,,,,,
VA028,UNY0046RI,,,,,
VA028,UNY0049RI,,,,,
VA028,UNY0050RE,,,,,
VA028,UNY0051RI,,,,,
VA028,UNY0052RI,,,,,
VA028,UNY0055RI,,,,,
VA028,UNY0057RI,,,,,
VA028,UNY0059RI,,,,,
VA028,UNY0061RI,,,,,
VA028,UNY0062RI,,,,,
VA028,UNY0063RI,,,,,
VA028,UNY0064RI,,,,,
VA028,UNY0065RI,,,,,
VA028,UNY0066RI,,,,,
VA028,UNY0067RI,,,,,
VA028,UNY0069RI,,,,,
VA028,UNY0070RI,,,,,
VA028,UNY0071RI,,,,,
VA028,UNY0072RI,,,,,
VA028,UNY0073RI,,,,,
VA028,UNY0074RI,,,,,
VA028,UNY0076RI,,,,,
VA028,UNY0077RI,,,,,
VA028,UNY0079RI,,,,,
VA028,UNY0080RI,,,,,
VA028,UNY0082RI,,,,,
VA028,UNY0083RI,,,,,
VA028,UNY0084RI,,,,,
VA028,UNY0086RI,,,,,
VA028,UNY0088RI,,,,,
VA028,UNY0089RI,,,,,
VA028,UNY0093RI,,,,,
VA028,UNY0094RI,,,,,
VA028,UNY0095RI,,,,,
VA028,UNY0097RI,,,,,
VA028,UNY0101RI,,,,,
VA028,UNY0103RI,,,,,
VA028,UNY0104RI,,,,,
VA028,UNY0105RI,,,,,
VA028,UNY0108RI,,,,,
VA028,UNY0120RI,,,,,
VA028,UNY0121RI,,,,,
VA028,UNY0122RI,,,,,
VA028,UNY0124RI,,,,,
VA028,UNY0140RI,,,,,
VA028,UNY0146RI,,,,,
VA028,UNY0163RI,,,,,
VA028,UNYONEICC,,,,,
VA028,UOH0001RAL1,"Batteries ""H"" and ""L""",,2,,
VA028,UOH0004RI01,,,,,
VA028,UOH0008RI01,,,,,
VA028,UPA0001RAL,"Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""F"" and ""G"" ",,6,,
VA028,UPA0001RC,,,,,
VA028,UPA0001RIR,,,,,
VA028,UPA0002RIR,,,,,
VA028,UPA0003RC,,,,,
VA028,UPA0003RIR,,,,,
VA028,UPA0004RC,,,,,
VA028,UPA0004RIR,,,,,
VA028,UPA0005RIR,,,,,
VA028,UPA0006RC,,,,,
VA028,UPA0006RIR,,,,,
VA028,UPA0007RIR,,,,,
VA028,UPA0008RC,,,,,
VA028,UPA0008RIR,,,,,
VA028,UPA0009RIR,,,,,
VA028,UPA000CYAL,,,,,
VA028,UPA000DYAL,,,,,
VA028,UPA0010RIR,,,,,
VA028,UPA0011RI01,,,,,
VA028,UPA0011RIR,,,,,
VA028,UPA0012RIR,,,,,
VA028,UPA0013RIR,,,,,
VA028,UPA0023RI01,,,,,
VA028,UPA0026RI,,,,,
VA028,UPA0045RI,,,,,
VA028,UPA0048RI,,,,,
VA028,UPA0049RI,,,,,
VA028,UPA0050RI,,,,,
VA028,UPA0051RI,,,,,
VA028,UPA0053RI,,,,,
VA028,UPA0056RI,,,,,
VA028,UPA0057RI,,,,,
VA028,UPA0061RI,,,,,
VA028,UPA0062RI,,,,,
VA028,UPA0063RI,,,,,
VA028,UPA0068RI,,,,,
VA028,UPA0069RI,,,,,
VA028,UPA0071RI,,,,,
VA028,UPA0072RI,,,,,
VA028,UPA0081RI,,,,,
VA028,UPA0082RI,,,,,
VA028,UPA0083RI,,,,,
VA028,UPA0084RI,,,,,
VA028,UPA0088RI,,,,,
VA028,UPA0090RI,,,,,
VA028,UPA0091RI,,,,,
VA028,UPA0093RI,,,,,
VA028,UPA0095RI,,,,,
VA028,UPA0096RI,,,,,
VA028,UPA0098RI,,,,,
VA028,UPA0099RI,,,,,
VA028,UPA0100RI,,,,,
VA028,UPA0102RI,,,,,
VA028,UPA0105RI,,,,,
VA028,UPA0106RI,,,,,
VA028,UPA0107RI,,,,,
VA028,UPA0110RI,,,,,
VA028,UPA0114RI,,,,,
VA028,UPA0115RI,,,,,
VA028,UPA0116RI,,,,,
VA028,UPA0118RI,,,,,
VA028,UPA0119RI,,,,,
VA028,UPA0121RI,,,,,
VA028,UPA0122RI,,,,,
VA028,UPA0123RI,,,,,
VA028,UPA0126RI,,,,,
VA028,UPA0127RI,,,,,
VA028,UPA0129RI,,,,,
VA028,UPA0130RI,,,,,
VA028,UPA0131RI,,,,,
VA028,UPA0132RI,,,,,
VA028,UPA0133RI,,,,,
VA028,UPA0134RI,,,,,
VA028,UPA0136RI,,,,,
VA028,UPA0139RI,,,,,
VA028,UPA0141RI,,,,,
VA028,UPA0142RI,,,,,
VA028,UPA0144RI,,,,,
VA028,UPA0145RI,,,,,
VA028,UPA0155RI,,,,,
VA028,URI0001RAL,"Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""E"" and ""G""",,6,,
VA028,URI0001RC,,,,,
VA028,URI0002RI,,,,,
VA028,URI0004RI,,,,,
VA028,URI0007RI,,,,,
VA028,URI0012RI,,,,,
VA028,UUR0001RA,"Batteries ""E,"" ""G,"" ""I"" and ""K"" ",,4,,
VA028,UUR0001RC01,Detachment,,,1,
VA028,UUR0001RI01,,,,,
VA028,UUR0001RS,,,,,
VA028,UUR0002RA,"Batteries ""A,"" ""B,"" ""D,"" ""E,"" ""G,"" ""L"" and ""M""",,7,,
VA028,UUR0002RI,,,,,
VA028,UUR0002RS,,,,,
VA028,UUR0003RA,"Batteries ""C,"" ""F,"" ""G,"" ""K,"" ""L"" and ""M""",,6,,
VA028,UUR0003RI,,,,,
VA028,UUR0004RA,"Batteries ""A,"" ""B,"" ""C,"" ""E,"" ""G"" and ""K""",,6,,
VA028,UUR0004RC,"Cos ""A"" and ""E""",2,,,
VA028,UUR0004RI,,,,,
VA028,UUR0005RA,"Batteries ""A,"" ""C,"" ""D,"" ""F,"" ""I"" and ""K"" ",,6,,
VA028,UUR0005RC,,,,,
VA028,UUR0006RC,,,,,
VA028,UUR0006RI,,,,,
VA028,UUR0007RI,,,,,
VA028,UUR0008RI,,,,,
VA028,UUR0010RI,,,,,
VA028,UUR0011RI,,,,,
VA028,UUR0012RI,,,,,
VA028,UUR0014RI,,,,,
VA028,UUR0017RI,,,,,
VA028,UUR0019RI,"Co ""G""",1,,,
VA028,UVT0002RI,,,,,
VA028,UVT0003RI,,,,,
VA028,UVT0004RI,,,,,
VA028,UVT0005RI,,,,,
VA028,UVT0006RI,,,,,
VA028,UWI0002RI,,,,,
VA028,UWI0005RI,,,,,
VA028,UWI0006RI,,,,,
VA028,UWI0007RI,,,,,
VA028,UWV0007RI,,,,,
VA029,CGA0015RI,,,,,
VA029,CSC0001RC,,,,,
VA029,CVA0001RC,,,,,
VA029,CVA0002RC,,,,,
VA029,CVA0003RC,,,,,
VA029,CVA0004RC,,,,,
VA029,CVA0013RC,"(12th Months, 1861-62) ",,,,
VA029,UMA0001RC,,,,,
VA029,UNY0004RC,,,,,
VA029,UNY0006YAL,,,,,
VA029,UOH0006RC,,,,,
VA029,UPA0003RC,,,,,
VA029,UPA0004RC,,,,,
VA029,UPA0016RC,,,,,
VA029,URI0001RC,,,,,
VA029,UUR0001RC01,,,,,
VA029,UUR0005RC,,,,,
VA031,CAL0015RI,,,,,
VA031,CAL0044RI,,,,,
VA031,CAL0047RI,,,,,
VA031,CAL0048RI,,,,,
VA031,CAR0003RI01,,,,,
VA031,CGA0002RI,,,,,
VA031,CGA0008RI01,,,,,
VA031,CGA0009RI01,,,,,
VA031,CGA0017RI,,,,,
VA031,CGA0020RI,,,,,
VA031,CMS0002RI01,,,,,
VA031,CSC0006RI,,,,,
VA031,CTX0001RI01,,,,,
VA031,CTX0005RI01,,,,,
VA031,CVA0011RI,,,,,
VA031,CVA0028RI,,,,,
VA031,CVA0029RI,,,,,
VA031,CVA0030RI,,,,,
VA031,CVA0056RI,,,,,
VA031,UCT0008RI,,,,,
VA031,UCT0011RI,,,,,
VA031,UCT0015RI,,,,,
VA031,UCT0016RI,,,,,
VA031,UCT0021RI,,,,,
VA031,UCT0022RI,,,,,
VA031,UIN0013RI,,,,,
VA031,UMA0006RI,,,,,
VA031,UMA0007YAL,,,,,
VA031,UMA0040RI,,,,,
VA031,UMI0026RI,,,,,
VA031,UNH0010RI,,,,,
VA031,UNH0013RI,,,,,
VA031,UNJ0010RI,,,,,
VA031,UNJ0025RI,,,,,
VA031,UNY0001BS,,,,,
VA031,UNY0007RC,,,,,
VA031,UNY0009RI01,,,,,
VA031,UNY0016YAL,,,,,
VA031,UNY0019YAL,,,,,
VA031,UNY0089RI,,,,,
VA031,UNY0099RI,,,,,
VA031,UNY0103RI,,,,,
VA031,UNY0112RI,,,,,
VA031,UNY0117RI,,,,,
VA031,UNY0118RI,,,,,
VA031,UNY0127RI,,,,,
VA031,UNY0141RI,,,,,
VA031,UNY0142RI,,,,,
VA031,UNY0143RI,,,,,
VA031,UNY0144RI,,,,,
VA031,UNY0152RI,,,,,
VA031,UNY0155RI,,,,,
VA031,UNY0164RI,,,,,
VA031,UNY0169RI,,,,,
VA031,UNY0170RI,,,,,
VA031,UNY0182RI,,,,,
VA031,UPA0001RAL,"Battery ""A""",,1,,
VA031,UPA0003RAH,,,,,
VA031,UPA0011RC,,,,,
VA031,UPA0165RIX,,,,,
VA031,UPA0166RIX,,,,,
VA031,UPA0167RIX,,,,,
VA031,URI0004RI,,,,,
VA031,URI0011RI,,,,,
VA031,UUR0004RA ,"Batteries ""H"" and ""L""",,2,,
VA031,UUR0005RA,"Battery ""A""",,1,,
VA031,UVT0009RI,,,,,
VA031,UWI0002YAL,,,,,
VA031,UWI0004YAL,,,,,
VA031,UWI0019RI,,,,,
VA032,CAL0003RI,,,,,
VA032,CAL0005BIV1,,,,,
VA032,CAL0005RI,,,,,
VA032,CAL0006RI,,,,,
VA032,CAL0008RI,,,,,
VA032,CAL0009RI,,,,,
VA032,CAL0011RI,,,,,
VA032,CAL0012RI,,,,,
VA032,CAL0013RI,,,,,
VA032,CAL0014RI,,,,,
VA032,CAL0026RI,,,,,
VA032,CFL0005RI,,,,,
VA032,CFL0008RI,,,,,
VA032,CGA0002BI01,,,,,
VA032,CGA0003RI,,,,,
VA032,CGA0004RI,,,,,
VA032,CGA0005RC,,,,,
VA032,CGA0010RI,,,,,
VA032,CGA0014RI,,,,,
VA032,CGA0016RI,,,,,
VA032,CGA0018RI,,,,,
VA032,CGA0019RI,,,,,
VA032,CGA0023RI,,,,,
VA032,CGA0024RI,,,,,
VA032,CGA0027RI,,,,,
VA032,CGA0028RI,,,,,
VA032,CGA0031RI,,,,,
VA032,CGA0035RI,,,,,
VA032,CGA0044RI,,,,,
VA032,CGA0045RI,,,,,
VA032,CGA0048RI,,,,,
VA032,CGA0049RI,,,,,
VA032,CGA0050RI,,,,,
VA032,CGA0051RI,,,,,
VA032,CGA0053RI,,,,,
VA032,CGA0060RI,,,,,
VA032,CGACARLCA,,,,,
VA032,CGACOBB0I,,,,,
VA032,CGACOBBL,,,,,
VA032,CLA0001RI01,,,,,
VA032,CLA0002RI,,,,,
VA032,CLA0005RI,,,,,
VA032,CLA0006RI,,,,,
VA032,CLA0007RI,,,,,
VA032,CLA0009RI,,,,,
VA032,CLA0010RI,,,,,
VA032,CLA0014RI,,,,,
VA032,CLA0015RI,,,,,
VA032,CMS0012RI,,,,,
VA032,CMS0016RI,,,,,
VA032,CMS0017RI,,,,,
VA032,CMS0018RI,,,,,
VA032,CMS0019RI,,,,,
VA032,CMS0021RI,,,,,
VA032,CMS0048RI,,,,,
VA032,CNC0001RI02,,,,,
VA032,CNC0002RI,,,,,
VA032,CNC0003RI,,,,,
VA032,CNC0004RI,,,,,
VA032,CNC0006RI,,,,,
VA032,CNC0007RI,,,,,
VA032,CNC0009BS,,,,,
VA032,CNC0012R0S,,,,,
VA032,CNC0012RI,,,,,
VA032,CNC0013RI,,,,,
VA032,CNC0016RI,,,,,
VA032,CNC0018RI,,,,,
VA032,CNC0020RI,,,,,
VA032,CNC0021RI,,,,,
VA032,CNC0022RI,,,,,
VA032,CNC0023RI,,,,,
VA032,CNC0028RI,,,,,
VA032,CNC0030RI,,,,,
VA032,CNC0033RI,,,,,
VA032,CNC0034RI,,,,,
VA032,CNC0037RI,,,,,
VA032,CNC0054RI,,,,,
VA032,CNC0057RI,,,,,
VA032,CSC0001R005,,,,,
VA032,CSC0003BI,,,,,
VA032,CSC0012RI,,,,,
VA032,CSC0013RI,,,,,
VA032,CSC0014RI,,,,,
VA032,CSC0015RI,,,,,
VA032,CTN0007RI,,,,,
VA032,CTN0014RI,,,,,
VA032,CVA0001RC,,,,,
VA032,CVA0002RC,,,,,
VA032,CVA0002RI01,,,,,
VA032,CVA0003RC,,,,,
VA032,CVA0004RC,,,,,
VA032,CVA0004RI,,,,,
VA032,CVA0005RI,,,,,
VA032,CVA0006RI,,,,,
VA032,CVA0010RI,,,,,
VA032,CVA0012RI,,,,,
VA032,CVA0013RI,,,,,
VA032,CVA0015RC,,,,,
VA032,CVA0016RI,,,,,
VA032,CVA0021RI,,,,,
VA032,CVA0022BI,,,,,
VA032,CVA0023RI,,,,,
VA032,CVA0027RI,,,,,
VA032,CVA0033RI,,,,,
VA032,CVA0037RI,,,,,
VA032,CVA0040RI,,,,,
VA032,CVA0042RI,,,,,
VA032,CVA0044RI,,,,,
VA032,CVA0047RI,,,,,
VA032,CVA0048RI,,,,,
VA032,CVA0050RI,,,,,
VA032,CVA0052RI,,,,,
