BattlefieldCode,belligerent,commander_number,commander
NC015,US,2,5128b598-2305-4d47-8406-f865aefdc4c7
NC015,Confederate,3,95b3e009-6f58-43ad-aed1-baf83100fbbd
NC016,Confederate,1,4b5a15e5-6c5d-492c-9ab7-32d50419cf80
NC016,US,1,d3b0a222-2294-41d9-96b9-bc78996d55ae
NC017,Confederate,1,4b5a15e5-6c5d-492c-9ab7-32d50419cf80
NC017,US,1,d3b0a222-2294-41d9-96b9-bc78996d55ae
NC018,Confederate,1,22dc9bfe-6bfa-4f8a-a48f-694e947cc8d7
NC018,US,1,7830dd73-a91e-4fe5-b112-4492303f8c2d
NC018,Confederate,2,0db13c2e-98a9-4187-be39-484c4d272d30
NC019,Confederate,1,b01714aa-b252-4944-816d-be76a9070175
NC019,US,1,f0e3ce2c-892e-4ae0-9995-3d864cb98ac1
NC020,Confederate,1,b0f7a304-f6c5-4a8d-b816-066426e5dc1c
NC020,US,1,033ec012-d845-474f-bf9c-28366e02d1a4
NC020,US,2,f0e3ce2c-892e-4ae0-9995-3d864cb98ac1
ND001,Native American,1,bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062
ND001,US,1,9839110b-154f-4796-aa4f-dd402e2382ca
ND002,Native American,1,bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062
ND002,US,1,9839110b-154f-4796-aa4f-dd402e2382ca
ND003,Native American,1,bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062
ND003,US,1,9839110b-154f-4796-aa4f-dd402e2382ca
ND004,Native American,1,bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062
ND004,US,1,7c4e7c11-bd53-47cb-8a55-a9754d5856b3
ND005,Native American,1,bf9fb8ee-da56-42fa-b5e5-05ef8a4e4062
ND005,US,1,7c4e7c11-bd53-47cb-8a55-a9754d5856b3
NM001,Confederate,1,9839110b-154f-4796-aa4f-dd402e2382ca
NM001,US,1,30a29258-21ca-4370-8924-ee4559fe526b
NM001,Confederate,2,1f2d408e-a3d6-431d-aefe-9d6df9e7902b
NM002,Confederate,1,2828095d-0ca4-4577-86db-715eeb9ec93c
NM002,US,1,a858e995-675f-4386-9c26-6579fa7533dc
NM002,Confederate,2,a0843832-94ac-4663-b4bc-288b8d1b817f
NM002,US,2,a05df089-6f23-4706-9b71-b25bcdba94c4
OH001,Confederate,1,813a4704-9ba5-4fda-b14d-f0c9136f575a
OH001,US,1,d725e7f2-c7c8-4d34-bf37-f5fad5208e4a
OH002,Confederate,1,813a4704-9ba5-4fda-b14d-f0c9136f575a
OH002,US,1,b8260749-dd79-4114-9406-620931238d93
OK001,Confederate,1,0585679d-c4d3-46b9-a774-1c06c6d7f9e9
OK001,US,1,27246338-fcca-4bc3-beba-aaabd5c1a2e6
OK002,Confederate,1,0585679d-c4d3-46b9-a774-1c06c6d7f9e9
OK002,US,1,27246338-fcca-4bc3-beba-aaabd5c1a2e6
OK003,Confederate,1,821c62b4-7f4e-40be-8322-94db26045dbc
OK003,US,1,27246338-fcca-4bc3-beba-aaabd5c1a2e6
OK004,Confederate,1,0585679d-c4d3-46b9-a774-1c06c6d7f9e9
OK004,US,1,a3f15046-9028-421d-bbe0-fb6c341a991f
OK005,Confederate,1,d3200a83-bc5f-4625-9b18-d13631f83bca
OK005,US,1,d36e3ecf-baef-4670-b61e-1a91d137d58c
OK006,Confederate,1,853eafa1-c45c-408b-a123-9fd360ea6d38
OK006,US,1,cb2cf7d8-0211-4695-99a1-4e3b3515b7ca
OK007,Confederate,1,0585679d-c4d3-46b9-a774-1c06c6d7f9e9
OK007,US,1,a3f15046-9028-421d-bbe0-fb6c341a991f
PA001,Confederate,1,6df9b482-4757-474f-80a9-bd1d82228a63
PA001,US,1,7830dd73-a91e-4fe5-b112-4492303f8c2d
PA002,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
PA002,US,1,15a8b826-e060-430a-bb4c-61936b75252e
SC001,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
SC001,US,1,4580432b-ee6e-48ee-b8aa-414d117358da
SC002,Confederate,1,6bce5d35-7ced-46f5-8786-31eb932c1354
SC002,US,1,d2efdb4f-e327-44a6-bd45-a345dd06d37d
SC003,Confederate,1,3469c117-c317-4233-be44-66115446b543
SC003,US,1,5f5de75c-e365-4a59-a8ce-0fa7e84412ef
SC004,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
SC004,US,1,93020990-e4e0-4573-97bb-5977dee21b35
SC005,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
SC005,US,1,29c87347-958e-438f-b06a-5b3e586564cd
SC006,Confederate,1,ab232acd-f2f4-4776-9a87-570765a95ad6
SC006,US,1,5128b598-2305-4d47-8406-f865aefdc4c7
SC007,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
SC007,US,1,29c87347-958e-438f-b06a-5b3e586564cd
SC008,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
SC008,US,1,29c87347-958e-438f-b06a-5b3e586564cd
SC009,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
SC009,US,1,93020990-e4e0-4573-97bb-5977dee21b35
SC010,Confederate,1,fc5aa395-01c0-47f3-b085-e0e6d82a0269
SC010,US,1,3efc0e52-0b52-42bd-a564-4045d6a826ce
SC011,Confederate,1,90903b53-9a64-4cb6-8d68-a525cc3c0ac3
SC011,US,1,c87db518-658a-4e04-b1e0-d4bbe18939bc
TN001,Confederate,1,dbcb21e8-0e79-45df-a990-d8429ef5e041
TN001,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
TN001,US,2,571ac77d-3839-4b5f-9d47-d7e83bacfe60
TN002,Confederate,1,a35f09f2-1d82-485d-96c1-00e23cc44a16
TN002,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
TN002,Confederate,2,c97e392a-d319-4c82-9201-0a35f418a0a9
TN002,US,2,571ac77d-3839-4b5f-9d47-d7e83bacfe60
TN002,Confederate,3,b2dc590c-f108-4e13-a3e3-0d47a00668c3
TN003,Confederate,1,155b07ca-cc70-402b-968f-dee3650ff3e3
TN003,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
TN003,Confederate,2,183d0a7d-f06a-4c7b-a575-7616e491618b
TN003,US,2,ae900570-5c73-4de2-b99b-e0f6fbe50ca3
TN004,Confederate,1,b363cb89-a543-459a-9359-8465646298cc
TN004,US,1,a1c4583c-3b2f-4a4a-82f2-db132f668fba
TN004,Confederate,2,345c79c0-2a20-49cb-9e6c-1717bbf74b49
TN004,US,2,a00878bd-2d7a-4021-8a5a-89b4f26b4b9a
TN005,Confederate,1,39787b04-6723-4729-957c-bddcae228832
TN005,US,1,3082b228-4ba0-4a46-b4ea-3557f87a7f81
TN006,Confederate,1,02b4fa9a-541a-45c7-9097-ab1aee538c6c
TN006,US,1,0da843b7-f003-425e-a5e7-83f130cb9364
TN007,Confederate,1,a68145ec-a562-494d-8e95-c9bd2e0ff473
TN007,US,1,3f5fd4ed-d11f-4911-ae1a-5c241c74aa7c
TN007,US,2,fc3d9f53-c536-4b82-bbb5-7c1d0b075d54
TN008,Confederate,1,813a4704-9ba5-4fda-b14d-f0c9136f575a
TN008,US,1,e836ca76-6e2c-40ae-8c75-42bc9848504c
TN009,Confederate,1,02b4fa9a-541a-45c7-9097-ab1aee538c6c
TN009,US,1,90190f46-4486-499b-ac9e-ea262d94359b
TN010,Confederate,1,4b5a15e5-6c5d-492c-9ab7-32d50419cf80
TN010,US,1,7d67c576-bbd4-4b23-ac53-300f9522f311
TN011,Confederate,1,02b4fa9a-541a-45c7-9097-ab1aee538c6c
TN011,US,1,b03c621d-4a1c-488c-b525-202cc0895161
TN012,Confederate,1,22dc9bfe-6bfa-4f8a-a48f-694e947cc8d7
TN012,US,1,a50156ea-b963-4378-af87-30bd132048a2
TN013,Confederate,1,a68145ec-a562-494d-8e95-c9bd2e0ff473
TN013,US,1,9ddb278d-82fe-4d96-af0e-0dac8c4ccf5b
TN014,Confederate,1,813a4704-9ba5-4fda-b14d-f0c9136f575a
TN014,US,1,c55e883a-d863-4734-a379-39b9aee91a36
TN015,Confederate,1,02b4fa9a-541a-45c7-9097-ab1aee538c6c
TN015,US,1,5b51e04f-3b86-4ef8-bcb1-8ae343e3985e
TN016,Confederate,1,a68145ec-a562-494d-8e95-c9bd2e0ff473
TN016,US,1,c66b4ad0-8194-4dda-a234-c04e1e4e502e
TN017,Confederate,1,912394fa-8be2-4739-a9d5-9bbda31d3d71
TN017,US,1,6951057d-db32-4db5-8b3e-dea0c1101a5f
TN018,Confederate,1,0b57b2da-99cd-48b9-8cbd-b843cd7ca04f
TN018,US,1,9db3b656-d275-4184-880f-1c13065b3863
TN019,Confederate,1,4e9ee593-7867-4dbb-9944-9f8c6631b276
TN019,US,1,22bbd2ee-7810-4916-a6c4-809b42a1d889
TN020,Confederate,1,90c5f347-8e4a-4244-8b76-978cfb6fb65d
TN020,US,1,c5f9dd77-1122-48f0-8840-614720ba50d8
TN021,Confederate,1,6e95f4cc-f78b-43cd-a623-6f33a09b7ded
TN021,US,1,cfa9a700-f979-46ff-bfb1-4615441ccd55
TN022,Confederate,1,fd7cdb21-03cc-4b81-b697-86043f0b00da
TN022,US,1,8082f787-a153-493e-b820-2c007babfb10
TN023,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
TN023,US,1,c5f9dd77-1122-48f0-8840-614720ba50d8
TN024,Confederate,1,4b5a15e5-6c5d-492c-9ab7-32d50419cf80
TN024,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
TN025,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
TN025,US,1,c5f9dd77-1122-48f0-8840-614720ba50d8
TN026,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
TN026,US,1,b8260749-dd79-4114-9406-620931238d93
TN027,Confederate,1,1c8ec84f-b650-4d45-8048-57f6312808ee
TN027,US,1,4a50678b-9211-4c6a-828e-d9607876849a
TN028,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
TN028,US,1,4a50678b-9211-4c6a-828e-d9607876849a
TN029,Confederate,1,1c8ec84f-b650-4d45-8048-57f6312808ee
TN029,US,1,4a50678b-9211-4c6a-828e-d9607876849a
TN029,US,2,fdb062c0-f9c9-4b28-9e78-0ca9ca56ba1e
TN030,Confederate,1,02b4fa9a-541a-45c7-9097-ab1aee538c6c
TN030,US,1,5d3d236b-0b8d-48c6-9fa0-6e0a74d03904
TN030,US,2,ce80fc18-1765-4e09-9333-858f7e9fdd6b
TN031,Confederate,1,02b4fa9a-541a-45c7-9097-ab1aee538c6c
TN031,US,1,0a7f3381-3da8-4060-9c3c-936ff7d9e7b9
TN032,Confederate,1,02b4fa9a-541a-45c7-9097-ab1aee538c6c
TN032,US,1,6dd0c8e4-177a-4426-9d9f-523d80a1b168
TN032,US,2,62fb5571-ef36-4912-a873-9a021782defe
TN033,Confederate,1,f6caa729-7cfc-4aec-a064-e40c1cfdf01b
TN033,US,1,38d5cd4d-ba79-4b9b-add7-10d0ff8958a4
TN034,Confederate,1,84b6d739-3384-4291-86ba-f75ae6637069
TN034,US,1,d3b0a222-2294-41d9-96b9-bc78996d55ae
TN035,Confederate,1,84b6d739-3384-4291-86ba-f75ae6637069
TN035,US,1,d3b0a222-2294-41d9-96b9-bc78996d55ae
TN036,Confederate,1,84b6d739-3384-4291-86ba-f75ae6637069
TN036,US,1,d3b0a222-2294-41d9-96b9-bc78996d55ae
TN037,Confederate,1,02b4fa9a-541a-45c7-9097-ab1aee538c6c
TN037,US,1,8672c474-e8c5-4747-b340-5ee36ede781a
TN037,US,2,8c251b93-5768-4630-ae9a-dd45b4e785c6
TN038,Confederate,1,84b6d739-3384-4291-86ba-f75ae6637069
TN038,US,1,6951057d-db32-4db5-8b3e-dea0c1101a5f
TX001,Confederate,1,29dbeffa-f41b-40e3-bdd1-50bfaee831d4
TX001,US,1,6f6d1a3e-ffde-43fb-8402-5771c247fecf
TX002,Confederate,1,465c69db-a6e1-4a5a-af57-58bb37f21a32
TX002,US,1,65815655-0c83-4511-9e7b-2ce4d0ca632c
TX002,Confederate,2,314d43fb-cc90-46f6-b15a-0c49039657ee
TX003,Confederate,1,256b790f-0cad-46d6-80aa-7e176890da83
TX003,US,1,fc3770be-57d2-408b-b564-a47752d56116
TX005,Confederate,1,89470c62-deab-43c7-adfb-792d98d4e5dd
TX005,US,1,4123164b-a2fd-48a5-9ae8-7c4912b29e2a
TX006,Confederate,1,513a5e1e-fcc4-4a08-9db8-2ccffc31abe9
TX006,US,1,a6b7f4dd-efc1-43ae-ba35-a53ed768fd63
TX006,US,2,6f6d1a3e-ffde-43fb-8402-5771c247fecf
VA001,Confederate,1,02150b84-5c67-43f8-bb73-6d2624d6cf57
VA001,US,1,41cf6bcf-490e-48c6-8cf8-caf73896e024
VA001,Confederate,2,9b3ef22a-6866-4d97-9cc4-c3b44334c9fa
VA002,Confederate,1,b8bf39e9-145b-4562-9936-24e715eaf82f
VA002,US,1,86347575-a17a-4f52-b30d-ca0b7bcdbe7e
VA003,Confederate,1,256b790f-0cad-46d6-80aa-7e176890da83
VA003,US,1,93f882f8-8924-4bfb-bbc2-4460c9841ea2
VA003,Confederate,2,0b57b2da-99cd-48b9-8cbd-b843cd7ca04f
VA004,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
VA004,US,1,0f05f7ed-f187-4469-8fbe-25942e7eb85b
VA005,Confederate,1,b0f7a304-f6c5-4a8d-b816-066426e5dc1c
VA005,US,1,0f05f7ed-f187-4469-8fbe-25942e7eb85b
VA005,Confederate,2,183d0a7d-f06a-4c7b-a575-7616e491618b
VA006,Confederate,1,6bce5d35-7ced-46f5-8786-31eb932c1354
VA006,US,1,f06a78fa-f99c-4b7e-bea7-89aa4829c315
VA006,US,2,4b479de3-ec5f-4531-af8e-903c593a7b78
VA007,Confederate,1,6df9b482-4757-474f-80a9-bd1d82228a63
VA007,US,1,3f5fd4ed-d11f-4911-ae1a-5c241c74aa7c
VA008,Confederate,1,12c2d009-5e2f-47cb-b9e7-31e07bc73edd
VA008,US,1,ec3537d2-26fb-441d-bf2c-a1eed0e78171
VA008,Confederate,2,135f4732-a9b3-4a23-a530-8a6e922812c6
VA009,Confederate,1,256b790f-0cad-46d6-80aa-7e176890da83
VA009,US,1,113829b2-e1ff-4458-8dce-9a4da30810dd
VA009,Confederate,2,b0f7a304-f6c5-4a8d-b816-066426e5dc1c
VA010,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
VA010,US,1,113829b2-e1ff-4458-8dce-9a4da30810dd
VA011,Confederate,1,7ecf1477-925a-4b2b-b174-a549a4038ecc
VA011,US,1,a6b7f4dd-efc1-43ae-ba35-a53ed768fd63
VA012,Confederate,1,630fb1e5-bd14-423e-8d72-02d7358f2f13
VA012,US,1,6b88e299-58f8-4232-adf9-ae82f62ea3cf
VA012,Confederate,2,9e1353da-e14e-4a33-9169-19b95b173cd1
VA012,Confederate,3,4791baa5-ea93-4b1e-ad9b-2d36c87d2242
VA013,Confederate,1,31a0d649-84f2-4b86-a4aa-155dd8a544fe
VA013,US,1,3e3bcb35-5488-46d2-8cf2-b0243ca67d45
VA014,Confederate,1,b0f7a304-f6c5-4a8d-b816-066426e5dc1c
VA014,US,1,113829b2-e1ff-4458-8dce-9a4da30810dd
VA014,Confederate,2,7ecf1477-925a-4b2b-b174-a549a4038ecc
VA015,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA015,US,1,113829b2-e1ff-4458-8dce-9a4da30810dd
VA016,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA016,US,1,3e3bcb35-5488-46d2-8cf2-b0243ca67d45
VA017,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA017,US,1,3e3bcb35-5488-46d2-8cf2-b0243ca67d45
VA018,Confederate,1,256b790f-0cad-46d6-80aa-7e176890da83
VA018,US,1,113829b2-e1ff-4458-8dce-9a4da30810dd
VA019,Confederate,1,256b790f-0cad-46d6-80aa-7e176890da83
VA019,US,1,f2b24743-4d9d-4422-b830-26ecf22d9bd1
VA020A,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA020A,US,1,a6b7f4dd-efc1-43ae-ba35-a53ed768fd63
VA020B,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA020B,US,1,113829b2-e1ff-4458-8dce-9a4da30810dd
VA021,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA021,US,1,113829b2-e1ff-4458-8dce-9a4da30810dd
VA022,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA022,US,1,f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3
VA023,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA023,US,1,60853683-b235-4e03-abcb-68edc8339fa5
VA024,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA024,US,1,f02c1113-80d3-40a9-99d0-71f90e30d2ce
VA025,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
VA025,US,1,d334dafe-3ba5-405b-9ed7-c77336f98d4f
VA026,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA026,US,1,60853683-b235-4e03-abcb-68edc8339fa5
VA026,Confederate,2,21d06a25-9c4f-4dea-a766-f60d20632999
VA027,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA027,US,1,564b6066-81af-41f5-9fac-f0776134454b
VA027,US,2,273ea5b9-0e1d-4993-8267-23cb229725dc
VA028,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA028,US,1,c5f9dd77-1122-48f0-8840-614720ba50d8
VA029,Confederate,1,67a922f1-6dc9-4ba8-89aa-e33f842197e2
VA029,US,1,207ddcd7-a819-480a-a9a7-59bf7bd8f760
VA030,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
VA030,US,1,b3d1ac5f-a962-46ba-ad2c-ec134ff0f846
VA031,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
VA031,US,1,b3d1ac5f-a962-46ba-ad2c-ec134ff0f846
VA032,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA032,US,1,cfa9a700-f979-46ff-bfb1-4615441ccd55
VA032,Confederate,2,21d06a25-9c4f-4dea-a766-f60d20632999
VA033,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA033,US,1,ac71cf4c-9ef5-447e-abd0-aca2b3474789
VA034,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
VA034,US,1,ac71cf4c-9ef5-447e-abd0-aca2b3474789
VA035,Confederate,1,6df9b482-4757-474f-80a9-bd1d82228a63
VA035,US,1,90849b39-6f3a-4d88-af29-ddded5d1733a
VA036,Confederate,1,f7906ebf-791d-4350-b22a-97a7da59ca14
VA036,US,1,7830dd73-a91e-4fe5-b112-4492303f8c2d
VA037,Confederate,1,6df9b482-4757-474f-80a9-bd1d82228a63
VA037,US,1,b7d3087a-c217-46c1-800e-455e9f9c77b6
VA038,Confederate,1,0db13c2e-98a9-4187-be39-484c4d272d30
VA038,US,1,90849b39-6f3a-4d88-af29-ddded5d1733a
VA038,Confederate,2,06b8daf9-11b4-4e8b-9af4-8adaaa9b1d9c
VA039,Confederate,1,6df9b482-4757-474f-80a9-bd1d82228a63
VA039,US,1,f7329508-919d-4fc2-af29-0dbb4c0f2291
VA040,Confederate,1,2153a0b4-6aab-42d2-b31e-56b074ec402e
VA040,US,1,8ca13860-937b-4df4-8f84-df7a2bf51224
VA041,Confederate,1,6df9b482-4757-474f-80a9-bd1d82228a63
VA041,US,1,8ca13860-937b-4df4-8f84-df7a2bf51224
VA042,Confederate,1,6df9b482-4757-474f-80a9-bd1d82228a63
VA042,US,1,7830dd73-a91e-4fe5-b112-4492303f8c2d
VA043,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA043,US,1,15a8b826-e060-430a-bb4c-61936b75252e
VA044,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA044,US,1,15a8b826-e060-430a-bb4c-61936b75252e
VA045,Confederate,1,aa9a80fb-49e3-41d4-8ce5-3f5cbd961625
VA045,US,1,10a2108a-97b6-4443-b672-7ff287420770
VA046,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA046,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
VA046,US,2,15a8b826-e060-430a-bb4c-61936b75252e
VA047,Confederate,1,ab232acd-f2f4-4776-9a87-570765a95ad6
VA047,US,1,c94b93a1-0565-4e9f-95af-12f5fe7e93f8
VA048,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA048,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
VA048,US,2,15a8b826-e060-430a-bb4c-61936b75252e
VA049,Confederate,1,862c24e1-e6e0-4349-b796-8568994296f3
VA049,US,1,e82a23ec-2fd8-4772-910a-a24756c57052
VA050,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
VA050,US,1,c94b93a1-0565-4e9f-95af-12f5fe7e93f8
VA051,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
VA051,US,1,c94b93a1-0565-4e9f-95af-12f5fe7e93f8
VA052,Confederate,1,6df9b482-4757-474f-80a9-bd1d82228a63
VA052,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA053,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
VA053,US,1,c94b93a1-0565-4e9f-95af-12f5fe7e93f8
VA054,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
VA054,US,1,c94b93a1-0565-4e9f-95af-12f5fe7e93f8
VA055,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA055,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
VA055,US,2,15a8b826-e060-430a-bb4c-61936b75252e
VA056,Confederate,1,67a922f1-6dc9-4ba8-89aa-e33f842197e2
VA056,US,1,e782493c-5413-49ff-845e-e1afa8900f78
VA057,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA057,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
VA057,US,2,15a8b826-e060-430a-bb4c-61936b75252e
VA058,Confederate,1,67a922f1-6dc9-4ba8-89aa-e33f842197e2
VA058,US,1,b7d3087a-c217-46c1-800e-455e9f9c77b6
VA058,Confederate,2,0db13c2e-98a9-4187-be39-484c4d272d30
VA059,Confederate,1,1335cadd-d833-4e9b-ae7d-012211c3da64
VA059,US,1,441dd7be-d428-420b-b4f5-188065792229
VA062,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA062,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
VA062,US,2,15a8b826-e060-430a-bb4c-61936b75252e
VA063,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA063,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
VA063,Confederate,2,183d0a7d-f06a-4c7b-a575-7616e491618b
VA063,US,2,15a8b826-e060-430a-bb4c-61936b75252e
VA064,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
VA064,US,1,5eec596f-c299-41da-96b6-984213b14c9e
VA065,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA065,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
VA065,US,2,15a8b826-e060-430a-bb4c-61936b75252e
VA066,Confederate,1,0db13c2e-98a9-4187-be39-484c4d272d30
VA066,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA067,Confederate,1,0db13c2e-98a9-4187-be39-484c4d272d30
VA067,US,1,460c9e8f-625e-490f-8eda-7385907b8d3f
VA067,US,2,cb8dc6d1-211d-4278-875a-5f479f65d85b
VA068,Confederate,1,d87fee08-2ce1-47f6-b313-9a1dfb7a8ea7
VA068,US,1,8d7bd2d7-7411-4cea-ace2-491a97e577ca
VA069,Confederate,1,b8c29b14-3dbe-4c53-a8ca-6af5217d6469
VA069,US,1,8d7bd2d7-7411-4cea-ace2-491a97e577ca
VA070,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA070,US,1,c5f9dd77-1122-48f0-8840-614720ba50d8
VA071,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA071,US,1,8d7bd2d7-7411-4cea-ace2-491a97e577ca
VA071,Confederate,2,b8c29b14-3dbe-4c53-a8ca-6af5217d6469
VA072,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA072,US,1,8ca13860-937b-4df4-8f84-df7a2bf51224
VA072,Confederate,2,2153a0b4-6aab-42d2-b31e-56b074ec402e
VA072,Confederate,3,d87fee08-2ce1-47f6-b313-9a1dfb7a8ea7
VA073,Confederate,1,d87fee08-2ce1-47f6-b313-9a1dfb7a8ea7
VA073,US,1,8d7bd2d7-7411-4cea-ace2-491a97e577ca
VA074,Confederate,1,2153a0b4-6aab-42d2-b31e-56b074ec402e
VA074,US,1,15a8b826-e060-430a-bb4c-61936b75252e
VA074,Confederate,2,0db13c2e-98a9-4187-be39-484c4d272d30
VA074,US,2,87cff8b4-f792-44ed-a7cc-9bc684d88994
VA074,US,3,8ca13860-937b-4df4-8f84-df7a2bf51224
VA075,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA075,US,1,c94b93a1-0565-4e9f-95af-12f5fe7e93f8
VA075,Confederate,2,aa9a80fb-49e3-41d4-8ce5-3f5cbd961625
VA076,Confederate,1,b6e8d0d4-34af-4a5f-9009-82fda601381d
VA076,US,1,05ae48ad-00e7-40f3-a820-dd4d48ac54ec
VA077,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA077,US,1,cb8dc6d1-211d-4278-875a-5f479f65d85b
VA077,US,2,1e6eb432-3e57-4718-98b3-fe7f6e8ce04e
VA078,Confederate,1,306919f0-5ae8-4dee-ba37-0ea56b932b91
VA078,US,1,5128b598-2305-4d47-8406-f865aefdc4c7
VA079,Confederate,1,d87fee08-2ce1-47f6-b313-9a1dfb7a8ea7
VA079,US,1,8d7bd2d7-7411-4cea-ace2-491a97e577ca
VA080,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
VA080,US,1,c94b93a1-0565-4e9f-95af-12f5fe7e93f8
VA081,Confederate,1,f6caa729-7cfc-4aec-a064-e40c1cfdf01b
VA081,US,1,f7bd82cb-fd70-4bf2-9413-25db44cf1736
VA082,Confederate,1,f6caa729-7cfc-4aec-a064-e40c1cfdf01b
VA082,US,1,f7bd82cb-fd70-4bf2-9413-25db44cf1736
VA083,Confederate,1,bc4a67e5-b1be-43e1-9a83-240f4fe5346b
VA083,US,1,0739970d-f176-49aa-958c-f26397e326bb
VA083,US,2,8ca13860-937b-4df4-8f84-df7a2bf51224
VA084,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA084,US,1,87cff8b4-f792-44ed-a7cc-9bc684d88994
VA084,Confederate,2,bc4a67e5-b1be-43e1-9a83-240f4fe5346b
VA085,Confederate,1,d1b5da7b-0148-4ff1-b9ab-ad80b3eb0c21
VA085,US,1,8ca13860-937b-4df4-8f84-df7a2bf51224
VA086,Confederate,1,e4e99b96-0c8c-43c9-b2b2-79cfdb9ed800
VA086,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA087,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA087,US,1,8ca13860-937b-4df4-8f84-df7a2bf51224
VA087,Confederate,2,306919f0-5ae8-4dee-ba37-0ea56b932b91
VA088,Confederate,1,e4e99b96-0c8c-43c9-b2b2-79cfdb9ed800
VA088,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
