battle,combatant,description,strength,ships,guns,commanders,cavalry_regiments,strength_other,brigades,regiments,cavalry_brigades,companies,corps,divisions,armies,artillery_batteries,cavalry_divisions,cavalry_corps,artillery_regiments,artillery_sections,cavalry_companies,artillery_companies,infantry_regiments
GA012,CS,,,,,,,,,,,,,,,,,,,,,,
VA098,US,,,,,,,,,,,,,,,,,,,,,,
VA098,CS,,,,,,,,,,,,,,,,,,,,,,
ND002,I,,,,,,,,,,,,,,,,,,,,,,
ND002,US,,,,,,,,,,,,,,,,,,,,,,
TN024,US,,,,,,,,,,,,,,,,,,,,,,
TN024,CS,,,,,,,,,,,,,,,,,,,,,,
KS001,US,,,,,,,,,,,,,,,,,,,,,,
KS001,CS,,,,,,,,,,,,,,,,,,,,,,
MD003,US,,,,,,,,,,,,,,,,,,,,,,
MD003,CS,,,,,,,,,,,,,,,,,,,,,,
VA005,US,,,,,,,,,,,,,,,,,,,,,,
VA005,CS,,,,,,,,,,,,,,,,,,,,,,
OK002,US,,,,,,,,,,,,,,,,,,,,,,
OK002,CS,,,,,,,,,,,,,,,,,,,,,,
LA010,US,,,,,,,,,,,,,,,,,,,,,,
LA010,CS,,,,,,,,,,,,,,,,,,,,,,
TN016,US,,,,,,,,,,,,,,,,,,,,,,
TN016,CS,,,,,,,,,,,,,,,,,,,,,,
MS003,US,,,,,,,,,,,,,,,,,,,,,,
MS003,CS,,,,,,,,,,,,,,,,,,,,,,
TX002,US,,,,,,,,,,,,,,,,,,,,,,
TX002,CS,,,,,,,,,,,,,,,,,,,,,,
TX001,US,,,,,,,,,,,,,,,,,,,,,,
TX001,CS,,,,,,,,,,,,,,,,,,,,,,
MO014,US,,,,,,,,,,,,,,,,,,,,,,
MO014,CS,,,,,,,,,,,,,,,,,,,,,,
ND004,I,,,,,,,,,,,,,,,,,,,,,,
ND004,US,,,,,,,,,,,,,,,,,,,,,,
GA005,US,,,,,,,,,,,,,,,,,,,,,,
GA005,CS,,,,,,,,,,,,,,,,,,,,,,
OK006,US,,,,,,,,,,,,,,,,,,,,,,
OK006,CS,,,,,,,,,,,,,,,,,,,,,,
VA017,US,,,,,,,,,,,,,,,,,,,,,,
VA017,CS,,,,,,,,,,,,,,,,,,,,,,
MO024,US,,,,,,,,,,,,,,,,,,,,,,
MO024,CS,,,,,,,,,,,,,,,,,,,,,,
TN023,US,,,,,,,,,,,,,,,,,,,,,,
TN023,CS,,,,,,,,,,,,,,,,,,,,,,
GA009,US,,,,,,,,,,,,,,,,,,,,,,
GA009,CS,,,,,,,,,,,,,,,,,,,,,,
WV009,US,,,,,,,,,,,,,,,,,,,,,,
WV009,CS,,,,,,,,,,,,,,,,,,,,,,
VA119,US,,,,,,,,,,,,,,,,,,,,,,
VA119,CS,,,,,,,,,,,,,,,,,,,,,,
VA100,US,,,,,,,,,,,,,,,,,,,,,,
VA100,CS,,,,,,,,,,,,,,,,,,,,,,
MO023,US,,,,,,,,,,,,,,,,,,,,,,
MO023,CS,,,,,,,,,,,,,,,,,,,,,,
VA008,US,,,,,,,,,,,,,,,,,,,,,,
VA008,CS,,,,,,,,,,,,,,,,,,,,,,
NC014,US,,,,,,,,,,,,,,,,,,,,,,
NC014,CS,,,,,,,,,,,,,,,,,,,,,,
GA022,US,,,,,,,,,,,,,,,,,,,,,,
GA022,CS,,,,,,,,,,,,,,,,,,,,,,
MO006,US,,,,,,,,,,,,,,,,,,,,,,
MO006,CS,,,,,,,,,,,,,,,,,,,,,,
VA076,US,,,,,,,,,,,,,,,,,,,,,,
VA076,CS,,,,,,,,,,,,,,,,,,,,,,
SC002,US,,,,,,,,,,,,,,,,,,,,,,
SC002,CS,,,,,,,,,,,,,,,,,,,,,,
LA014,US,,,,,,,,,,,,,,,,,,,,,,
LA014,CS,,,,,,,,,,,,,,,,,,,,,,
GA010,US,,,,,,,,,,,,,,,,,,,,,,
GA010,CS,,,,,,,,,,,,,,,,,,,,,,
SC001,US,,,,,,,,,,,,,,,,,,,,,,
SC001,CS,,,,,,,,,,,,,,,,,,,,,,
VA035,US,,,,,,,,,,,,,,,,,,,,,,
VA035,CS,,,,,,,,,,,,,,,,,,,,,,
VA020,US,,,,,,,,,,,,,,,,,,,,,,
VA020,CS,,,,,,,,,,,,,,,,,,,,,,
MO022,US,,,,,,,,,,,,,,,,,,,,,,
MO022,CS,,,,,,,,,,,,,,,,,,,,,,
TN014,US,,,,,,,,,,,,,,,,,,,,,,
TN014,CS,,,,,,,,,,,,,,,,,,,,,,
VA096,US,,,,,,,,,,,,,,,,,,,,,,
VA096,CS,,,,,,,,,,,,,,,,,,,,,,
VA012,US,,,,,,,,,,,,,,,,,,,,,,
VA012,CS,,,,,,,,,,,,,,,,,,,,,,
MO018,US,,,,,,,,,,,,,,,,,,,,,,
MO018,CS,,,,,,,,,,,,,,,,,,,,,,
VA097,US,,,,,,,,,,,,,,,,,,,,,,
VA097,CS,,,,,,,,,,,,,,,,,,,,,,
SC011,US,,,,,,,,,,,,,,,,,,,,,,
SC011,CS,,,,,,,,,,,,,,,,,,,,,,
VA044,US,,,,,,,,,,,,,,,,,,,,,,
VA044,CS,,,,,,,,,,,,,,,,,,,,,,
VA072,US,,,,,,,,,,,,,,,,,,,,,,
VA072,CS,,,,,,,,,,,,,,,,,,,,,,
TN008,US,,,,,,,,,,,,,,,,,,,,,,
TN008,CS,,,,,,,,,,,,,,,,,,,,,,
VA055,US,,,,,,,,,,,,,,,,,,,,,,
VA055,CS,,,,,,,,,,,,,,,,,,,,,,
VA095,US,,,,,,,,,,,,,,,,,,,,,,
VA095,CS,,,,,,,,,,,,,,,,,,,,,,
NC017,US,,,,,,,,,,,,,,,,,,,,,,
NC017,CS,,,,,,,,,,,,,,,,,,,,,,
WV003,US,,,,,,,,,,,,,,,,,,,,,,
WV003,CS,,,,,,,,,,,,,,,,,,,,,,
VA013,US,,,,,,,,,,,,,,,,,,,,,,
VA013,CS,,,,,,,,,,,,,,,,,,,,,,
VA014,US,,,,,,,,,,,,,,,,,,,,,,
VA014,CS,,,,,,,,,,,,,,,,,,,,,,
TX003,US,,,,,,,,,,,,,,,,,,,,,,
TX003,CS,,,,,,,,,,,,,,,,,,,,,,
AR011,US,,,,,,,,,,,,,,,,,,,,,,
AR011,CS,,,,,,,,,,,,,,,,,,,,,,
VA011,US,,,,,,,,,,,,,,,,,,,,,,
VA011,CS,,,,,,,,,,,,,,,,,,,,,,
KS003,US,,,,,,,,,,,,,,,,,,,,,,
KS003,CS,,,,,,,,,,,,,,,,,,,,,,
MO010,US,,,,,,,,,,,,,,,,,,,,,,
MO010,CS,,,,,,,,,,,,,,,,,,,,,,
VA064,US,,,,,,,,,,,,,,,,,,,,,,
VA064,CS,,,,,,,,,,,,,,,,,,,,,,
VA015,US,,,,,,,,,,,,,,,,,,,,,,
VA015,CS,,,,,,,,,,,,,,,,,,,,,,
VA056,US,,,,,,,,,,,,,,,,,,,,,,
VA056,CS,,,,,,,,,,,,,,,,,,,,,,
VA080,US,,,,,,,,,,,,,,,,,,,,,,
VA080,CS,,,,,,,,,,,,,,,,,,,,,,
VA125,US,,,,,,,,,,,,,,,,,,,,,,
VA125,CS,,,,,,,,,,,,,,,,,,,,,,
TN020,US,,,,,,,,,,,,,,,,,,,,,,
TN020,CS,,,,,,,,,,,,,,,,,,,,,,
GA007,US,,,,,,,,,,,,,,,,,,,,,,
GA007,CS,,,,,,,,,,,,,,,,,,,,,,
VA063,US,,,,,,,,,,,,,,,,,,,,,,
VA063,CS,,,,,,,,,,,,,,,,,,,,,,
WV014,US,,,,,,,,,,,,,,,,,,,,,,
WV014,CS,,,,,,,,,,,,,,,,,,,,,,
VA041,US,,,,,,,,,,,,,,,,,,,,,,
VA041,CS,,,,,,,,,,,,,,,,,,,,,,
GA008,US,,,,,,,,,,,,,,,,,,,,,,
GA008,CS,,,,,,,,,,,,,,,,,,,,,,
TN035,US,,,,,,,,,,,,,,,,,,,,,,
TN035,CS,,,,,,,,,,,,,,,,,,,,,,
ND001,I,,,,,,,,,,,,,,,,,,,,,,
ND001,US,,,,,,,,,,,,,,,,,,,,,,
VA032,US,,,,,,,,,,,,,,,,,,,,,,
VA032,CS,,,,,,,,,,,,,,,,,,,,,,
MO015,US,,,,,,,,,,,,,,,,,,,,,,
MO015,CS,,,,,,,,,,,,,,,,,,,,,,
VA088,US,,,,,,,,,,,,,,,,,,,,,,
VA088,CS,,,,,,,,,,,,,,,,,,,,,,
VA113,US,,,,,,,,,,,,,,,,,,,,,,
VA113,CS,,,,,,,,,,,,,,,,,,,,,,
VA107,US,,,,,,,,,,,,,,,,,,,,,,
VA107,CS,,,,,,,,,,,,,,,,,,,,,,
VA045,US,,,,,,,,,,,,,,,,,,,,,,
VA045,CS,,,,,,,,,,,,,,,,,,,,,,
VA052,US,,,,,,,,,,,,,,,,,,,,,,
VA052,CS,,,,,,,,,,,,,,,,,,,,,,
LA006,US,,,,,,,,,,,,,,,,,,,,,,
LA006,CS,,,,,,,,,,,,,,,,,,,,,,
SC008,US,,,,,,,,,,,,,,,,,,,,,,
SC008,CS,,,,,,,,,,,,,,,,,,,,,,
VA019,US,,,,,,,,,,,,,,,,,,,,,,
VA019,CS,,,,,,,,,,,,,,,,,,,,,,
AR013,US,,,,,,,,,,,,,,,,,,,,,,
AR013,CS,,,,,,,,,,,,,,,,,,,,,,
MO001,US,,,,,,,,,,,,,,,,,,,,,,
MO001,CS,,,,,,,,,,,,,,,,,,,,,,
TN009,US,,,,,,,,,,,,,,,,,,,,,,
TN009,CS,,,,,,,,,,,,,,,,,,,,,,
AL004,US,,,,,,,,,,,,,,,,,,,,,,
AL004,CS,,,,,,,,,,,,,,,,,,,,,,
TN028,US,,,,,,,,,,,,,,,,,,,,,,
TN028,CS,,,,,,,,,,,,,,,,,,,,,,
VA075,US,,,,,,,,,,,,,,,,,,,,,,
VA075,CS,,,,,,,,,,,,,,,,,,,,,,
MS011,US,,,,,,,,,,,,,,,,,,,,,,
MS011,CS,,,,,,,,,,,,,,,,,,,,,,
MO011,US,,,,,,,,,,,,,,,,,,,,,,
MO011,CS,,,,,,,,,,,,,,,,,,,,,,
VA116,US,,,,,,,,,,,,,,,,,,,,,,
VA116,CS,,,,,,,,,,,,,,,,,,,,,,
MS012,US,,,,,,,,,,,,,,,,,,,,,,
MS012,CS,,,,,,,,,,,,,,,,,,,,,,
NC019,US,,,,,,,,,,,,,,,,,,,,,,
NC019,CS,,,,,,,,,,,,,,,,,,,,,,
KY004,US,,,,,,,,,,,,,,,,,,,,,,
KY004,CS,,,,,,,,,,,,,,,,,,,,,,
VA024,US,,,,,,,,,,,,,,,,,,,,,,
VA024,CS,,,,,,,,,,,,,,,,,,,,,,
LA011,US,,,,,,,,,,,,,,,,,,,,,,
LA011,CS,,,,,,,,,,,,,,,,,,,,,,
LA001,US,,,,,,,,,,,,,,,,,,,,,,
LA001,CS,,,,,,,,,,,,,,,,,,,,,,
VA086,US,,,,,,,,,,,,,,,,,,,,,,
VA086,CS,,,,,,,,,,,,,,,,,,,,,,
VA110,US,,,,,,,,,,,,,,,,,,,,,,
VA110,CS,,,,,,,,,,,,,,,,,,,,,,
MS008,US,,,,,,,,,,,,,,,,,,,,,,
MS008,CS,,,,,,,,,,,,,,,,,,,,,,
VA067,US,,,,,,,,,,,,,,,,,,,,,,
VA067,CS,,,,,,,,,,,,,,,,,,,,,,
SC005,US,,,,,,,,,,,,,,,,,,,,,,
SC005,CS,,,,,,,,,,,,,,,,,,,,,,
TN003,US,,,,,,,,,,,,,,,,,,,,,,
TN003,CS,,,,,,,,,,,,,,,,,,,,,,
MO029,US,,,,,,,,,,,,,,,,,,,,,,
MO029,CS,,,,,,,,,,,,,,,,,,,,,,
MO009,US,,,,,,,,,,,,,,,,,,,,,,
MO009,CS,,,,,,,,,,,,,,,,,,,,,,
VA069,US,,,,,,,,,,,,,,,,,,,,,,
VA069,CS,,,,,,,,,,,,,,,,,,,,,,
VA099,US,,,,,,,,,,,,,,,,,,,,,,
VA099,CS,,,,,,,,,,,,,,,,,,,,,,
GA018,US,,,,,,,,,,,,,,,,,,,,,,
GA018,CS,,,,,,,,,,,,,,,,,,,,,,
LA012,US,,,,,,,,,,,,,,,,,,,,,,
LA012,CS,,,,,,,,,,,,,,,,,,,,,,
VA122,US,,,,,,,,,,,,,,,,,,,,,,
VA122,CS,,,,,,,,,,,,,,,,,,,,,,
VA034,US,,,,,,,,,,,,,,,,,,,,,,
VA034,CS,,,,,,,,,,,,,,,,,,,,,,
VA089,US,,,,,,,,,,,,,,,,,,,,,,
VA089,CS,,,,,,,,,,,,,,,,,,,,,,
GA015,US,,,,,,,,,,,,,,,,,,,,,,
GA015,CS,,,,,,,,,,,,,,,,,,,,,,
KY002,US,,,,,,,,,,,,,,,,,,,,,,
KY002,CS,,,,,,,,,,,,,,,,,,,,,,
VA038,US,,,,,,,,,,,,,,,,,,,,,,
VA038,CS,,,,,,,,,,,,,,,,,,,,,,
TN027,US,,,,,,,,,,,,,,,,,,,,,,
TN027,CS,,,,,,,,,,,,,,,,,,,,,,
OK001,US,,,,,,,,,,,,,,,,,,,,,,
OK001,CS,,,,,,,,,,,,,,,,,,,,,,
AR008,US,,,,,,,,,,,,,,,,,,,,,,
AR008,CS,,,,,,,,,,,,,,,,,,,,,,
AR014,US,,,,,,,,,,,,,,,,,,,,,,
AR014,CS,,,,,,,,,,,,,,,,,,,,,,
FL002,US,,,,,,,,,,,,,,,,,,,,,,
FL002,CS,,,,,,,,,,,,,,,,,,,,,,
VA062,US,,,,,,,,,,,,,,,,,,,,,,
VA062,CS,,,,,,,,,,,,,,,,,,,,,,
LA018,US,,,,,,,,,,,,,,,,,,,,,,
LA018,CS,,,,,,,,,,,,,,,,,,,,,,
LA008,US,,,,,,,,,,,,,,,,,,,,,,
LA008,CS,,,,,,,,,,,,,,,,,,,,,,
VA006,US,,,,,,,,,,,,,,,,,,,,,,
VA006,CS,,,,,,,,,,,,,,,,,,,,,,
TX005,US,,,,,,,,,,,,,,,,,,,,,,
TX005,CS,,,,,,,,,,,,,,,,,,,,,,
KY011,US,,,,,,,,,,,,,,,,,,,,,,
KY011,CS,,,,,,,,,,,,,,,,,,,,,,
VA040,US,,,,,,,,,,,,,,,,,,,,,,
VA040,CS,,,,,,,,,,,,,,,,,,,,,,
GA006,US,,,,,,,,,,,,,,,,,,,,,,
GA006,CS,,,,,,,,,,,,,,,,,,,,,,
MD004,US,,,,,,,,,,,,,,,,,,,,,,
MD004,CS,,,,,,,,,,,,,,,,,,,,,,
TN010,US,,,,,,,,,,,,,,,,,,,,,,
TN010,CS,,,,,,,,,,,,,,,,,,,,,,
MS007,US,,,,,,,,,,,,,,,,,,,,,,
MS007,CS,,,,,,,,,,,,,,,,,,,,,,
FL004,US,,,,,,,,,,,,,,,,,,,,,,
FL004,CS,,,,,,,,,,,,,,,,,,,,,,
WV008,US,,,,,,,,,,,,,,,,,,,,,,
WV008,CS,,,,,,,,,,,,,,,,,,,,,,
NC013,US,,,,,,,,,,,,,,,,,,,,,,
NC013,CS,,,,,,,,,,,,,,,,,,,,,,
MS016,US,,,,,,,,,,,,,,,,,,,,,,
MS016,CS,,,,,,,,,,,,,,,,,,,,,,
GA021,US,,,,,,,,,,,,,,,,,,,,,,
GA021,CS,,,,,,,,,,,,,,,,,,,,,,
MO008,US,,,,,,,,,,,,,,,,,,,,,,
MO008,CS,,,,,,,,,,,,,,,,,,,,,,
VA090,US,,,,,,,,,,,,,,,,,,,,,,
VA090,CS,,,,,,,,,,,,,,,,,,,,,,
WV013,US,,,,,,,,,,,,,,,,,,,,,,
WV013,CS,,,,,,,,,,,,,,,,,,,,,,
MO005,US,,,,,,,,,,,,,,,,,,,,,,
MO005,CS,,,,,,,,,,,,,,,,,,,,,,
VA057,US,,,,,,,,,,,,,,,,,,,,,,
VA057,CS,,,,,,,,,,,,,,,,,,,,,,
NM002,US,,,,,,,,,,,,,,,,,,,,,,
NM002,CS,,,,,,,,,,,,,,,,,,,,,,
VA048,US,,,,,,,,,,,,,,,,,,,,,,
VA048,CS,,,,,,,,,,,,,,,,,,,,,,
VA025,US,,,,,,,,,,,,,,,,,,,,,,
VA025,CS,,,,,,,,,,,,,,,,,,,,,,
CO001,I,,,,,,,,,,,,,,,,,,,,,,
CO001,US,,,,,,,,,,,,,,,,,,,,,,
MO021,US,,,,,,,,,,,,,,,,,,,,,,
MO021,CS,,,,,,,,,,,,,,,,,,,,,,
MO027,US,,,,,,,,,,,,,,,,,,,,,,
MO027,CS,,,,,,,,,,,,,,,,,,,,,,
TN025,US,,,,,,,,,,,,,,,,,,,,,,
TN025,CS,,,,,,,,,,,,,,,,,,,,,,
VA028,US,,,,,,,,,,,,,,,,,,,,,,
VA028,CS,,,,,,,,,,,,,,,,,,,,,,
VA046,US,,,,,,,,,,,,,,,,,,,,,,
VA046,CS,,,,,,,,,,,,,,,,,,,,,,
NC018,US,,,,,,,,,,,,,,,,,,,,,,
NC018,CS,,,,,,,,,,,,,,,,,,,,,,
