battle,combatant,description,strength,ships,guns,commanders,cavalry_regiments,strength_other,brigades,regiments,cavalry_brigades,companies,corps,divisions,armies,artillery_batteries,cavalry_divisions,cavalry_corps,artillery_regiments,artillery_sections,cavalry_companies,artillery_companies,infantry_regiments
WV005,CS,,,,,,,,,,,,,,,,,,,,,,
WV005,US,,,,,,,,,,,,,,,,,,,,,,
VA004,CS,,,,,,,,,,,,,,,,,,,,,,
VA004,US,,,,,,,,,,,,,,,,,,,,,,
LA016,CS,,,,,,,,,,,,,,,,,,,,,,
LA016,US,,,,,,,,,,,,,,,,,,,,,,
KY008,CS,,,,,,,,,,,,,,,,,,,,,,
KY008,US,,,,,,,,,,,,,,,,,,,,,,
VA093,CS,,,,,,,,,,,,,,,,,,,,,,
VA093,US,,,,,,,,,,,,,,,,,,,,,,
MO020,CS,,,,,,,,,,,,,,,,,,,,,,
MO020,US,,,,,,,,,,,,,,,,,,,,,,
NC004,CS,,,,,,,,,,,,,,,,,,,,,,
NC004,US,,,,,,,,,,,,,,,,,,,,,,
GA025,CS,,,,,,,,,,,,,,,,,,,,,,
GA025,US,,,,,,,,,,,,,,,,,,,,,,
NC015,CS,,,,,,,,,,,,,,,,,,,,,,
NC015,US,,,,,,,,,,,,,,,,,,,,,,
WV006,CS,,,,,,,,,,,,,,,,,,,,,,
WV006,US,,,,,,,,,,,,,,,,,,,,,,
AR007,CS,,,,,,,,,,,,,,,,,,,,,,
AR007,US,,,,,,,,,,,,,,,,,,,,,,
VA088,CS,,,,,,,,,,,,,,,,,,,,,,
VA088,US,,,,,,,,,,,,,,,,,,,,,,
VA006,CS,,,,,,,,,,,,,,,,,,,,,,
VA006,US,,,,,,,,,,,,,,,,,,,,,,
VA035,CS,,,,,,,,,,,,,,,,,,,,,,
VA035,US,,,,,,,,,,,,,,,,,,,,,,
GA017,CS,,,,,,,,,,,,,,,,,,,,,,
GA017,US,,,,,,,,,,,,,,,,,,,,,,
VA048,CS,,,,,,,,,,,,,,,,,,,,,,
VA048,US,,,,,,,,,,,,,,,,,,,,,,
AR009,CS,,,,,,,,,,,,,,,,,,,,,,
AR009,US,,,,,,,,,,,,,,,,,,,,,,
NC006,CS,,,,,,,,,,,,,,,,,,,,,,
NC006,US,,,,,,,,,,,,,,,,,,,,,,
SC006,CS,,,,,,,,,,,,,,,,,,,,,,
SC006,US,,,,,,,,,,,,,,,,,,,,,,
VA002,CS,,,,,,,,,,,,,,,,,,,,,,
VA002,US,,,,,,,,,,,,,,,,,,,,,,
TN029,CS,,,,,,,,,,,,,,,,,,,,,,
TN029,US,,,,,,,,,,,,,,,,,,,,,,
MO021,CS,,,,,,,,,,,,,,,,,,,,,,
MO021,US,,,,,,,,,,,,,,,,,,,,,,
VA011,CS,,,,,,,,,,,,,,,,,,,,,,
VA011,US,,,,,,,,,,,,,,,,,,,,,,
NC014,CS,,,,,,,,,,,,,,,,,,,,,,
NC014,US,,,,,,,,,,,,,,,,,,,,,,
LA001,CS,,,,,,,,,,,,,,,,,,,,,,
LA001,US,,,,,,,,,,,,,,,,,,,,,,
KY005,CS,,,,,,,,,,,,,,,,,,,,,,
KY005,US,,,,,,,,,,,,,,,,,,,,,,
TN004,CS,,,,,,,,,,,,,,,,,,,,,,
TN004,US,,,,,,,,,,,,,,,,,,,,,,
VA123,CS,,,,,,,,,,,,,,,,,,,,,,
VA123,US,,,,,,,,,,,,,,,,,,,,,,
VA100,CS,,,,,,,,,,,,,,,,,,,,,,
VA100,US,,,,,,,,,,,,,,,,,,,,,,
VA083,CS,,,,,,,,,,,,,,,,,,,,,,
VA083,US,,,,,,,,,,,,,,,,,,,,,,
MO006,CS,,,,,,,,,,,,,,,,,,,,,,
MO006,US,,,,,,,,,,,,,,,,,,,,,,
MO023,CS,,,,,,,,,,,,,,,,,,,,,,
MO023,US,,,,,,,,,,,,,,,,,,,,,,
VA101,CS,,,,,,,,,,,,,,,,,,,,,,
VA101,US,,,,,,,,,,,,,,,,,,,,,,
KY011,CS,,,,,,,,,,,,,,,,,,,,,,
KY011,US,,,,,,,,,,,,,,,,,,,,,,
TN008,CS,,,,,,,,,,,,,,,,,,,,,,
TN008,US,,,,,,,,,,,,,,,,,,,,,,
VA053,CS,,,,,,,,,,,,,,,,,,,,,,
VA053,US,,,,,,,,,,,,,,,,,,,,,,
MS010,CS,,,,,,,,,,,,,,,,,,,,,,
MS010,US,,,,,,,,,,,,,,,,,,,,,,
MO016,CS,,,,,,,,,,,,,,,,,,,,,,
MO016,US,,,,,,,,,,,,,,,,,,,,,,
MO013,CS,,,,,,,,,,,,,,,,,,,,,,
MO013,US,,,,,,,,,,,,,,,,,,,,,,
SC010,CS,,,,,,,,,,,,,,,,,,,,,,
SC010,US,,,,,,,,,,,,,,,,,,,,,,
NC012,CS,,,,,,,,,,,,,,,,,,,,,,
NC012,US,,,,,,,,,,,,,,,,,,,,,,
VA028,CS,,,,,,,,,,,,,,,,,,,,,,
VA028,US,,,,,,,,,,,,,,,,,,,,,,
NC020,CS,,,,,,,,,,,,,,,,,,,,,,
NC020,US,,,,,,,,,,,,,,,,,,,,,,
PA002,CS,,,,,,,,,,,,,,,,,,,,,,
PA002,US,,,,,,,,,,,,,,,,,,,,,,
MS009,CS,,,,,,,,,,,,,,,,,,,,,,
MS009,US,,,,,,,,,,,,,,,,,,,,,,
LA005,CS,,,,,,,,,,,,,,,,,,,,,,
LA005,US,,,,,,,,,,,,,,,,,,,,,,
GA021,CS,,,,,,,,,,,,,,,,,,,,,,
GA021,US,,,,,,,,,,,,,,,,,,,,,,
WV004,CS,,,,,,,,,,,,,,,,,,,,,,
WV004,US,,,,,,,,,,,,,,,,,,,,,,
VA054,CS,,10000,,,,,,,,,,,,,,,,,,,,
VA054,US,,10000,,,,,,,,,,,,,,,,,,,,
LA008,CS,,,,,,,,,,,,,,,,,,,,,,
LA008,US,,,,,,,,,,,,,,,,,,,,,,
VA047,CS,,,,,,,,,,,,,,,,,,,,,,
VA047,US,,,,,,,,,,,,,,,,,,,,,,
AL001,CS,,,,,,,,,,,,,,,,,,,,,,
AL001,US,,,,,,,,,,,,,,,,,,,,,,
WV002,CS,,,,,,,,,,,,,,,,,,,,,,
WV002,US,,,,,,,,,,,,,,,,,,,,,,
MD002,CS,,,,,,,,,,,,,,,,,,,,,,
MD002,US,,,,,,,,,,,,,,,,,,,,,,
MS013,CS,,,,,,,,,,,,,,,,,,,,,,
MS013,US,,,,,,,,,,,,,,,,,,,,,,
VA107,CS,,,,,,,,,,,,,,,,,,,,,,
VA107,US,,,,,,,,,,,,,,,,,,,,,,
AR015,CS,,,,,,,,,,,,,,,,,,,,,,
AR015,US,,,,,,,,,,,,,,,,,,,,,,
MO009,CS,,,,,,,,,,,,,,,,,,,,,,
MO009,US,,,,,,,,,,,,,,,,,,,,,,
AR016,CS,,,,,,,,,,,,,,,,,,,,,,
AR016,US,,,,,,,,,,,,,,,,,,,,,,
MS006,CS,,,,,,,,,,,,,,,,,,,,,,
MS006,US,,,,,,,,,,,,,,,,,,,,,,
MO017,CS,,,,,,,,,,,,,,,,,,,,,,
MO017,US,,,,,,,,,,,,,,,,,,,,,,
WV012,CS,,,,,,,,,,,,,,,,,,,,,,
WV012,US,,,,,,,,,,,,,,,,,,,,,,
GA002,CS,,,,,,,,,,,,,,,,,,,,,,
GA002,US,,,,,,,,,,,,,,,,,,,,,,
MS003,CS,,,,,,,,,,,,,,,,,,,,,,
MS003,US,,,,,,,,,,,,,,,,,,,,,,
VA111,CS,,,,,,,,,,,,,,,,,,,,,,
VA111,US,,,,,,,,,,,,,,,,,,,,,,
CO001,US,,,,,,,,,,,,,,,,,,,,,,
CO001,I,,,,,,,,,,,,,,,,,,,,,,
TN016,CS,,,,,,,,,,,,,,,,,,,,,,
TN016,US,,,,,,,,,,,,,,,,,,,,,,
VA001,CS,,,,,,,,,,,,,,,,,,,,,,
VA001,US,,,,,,,,,,,,,,,,,,,,,,
VA023,CS,,,,,,,,,,,,,,,,,,,,,,
VA023,US,,,,,,,,,,,,,,,,,,,,,,
TN034,CS,,,,,,,,,,,,,,,,,,,,,,
TN034,US,,,,,,,,,,,,,,,,,,,,,,
LA021,CS,,,,,,,,,,,,,,,,,,,,,,
LA021,US,,,,,,,,,,,,,,,,,,,,,,
VA068,CS,,,,,,,,,,,,,,,,,,,,,,
VA068,US,,,,,,,,,,,,,,,,,,,,,,
MS016,CS,,,,,,,,,,,,,,,,,,,,,,
MS016,US,,,,,,,,,,,,,,,,,,,,,,
SC005,CS,,,,,,,,,,,,,,,,,,,,,,
SC005,US,,,,,,,,,,,,,,,,,,,,,,
VA066,CS,,,,,,,,,,,,,,,,,,,,,,
VA066,US,,,,,,,,,,,,,,,,,,,,,,
VA037,CS,,,,,,,,,,,,,,,,,,,,,,
VA037,US,,,,,,,,,,,,,,,,,,,,,,
TN014,CS,,,,,,,,,,,,,,,,,,,,,,
TN014,US,,,,,,,,,,,,,,,,,,,,,,
LA022,CS,,,,,,,,,,,,,,,,,,,,,,
LA022,US,,,,,,,,,,,,,,,,,,,,,,
AR006,CS,,,,,,,,,,,,,,,,,,,,,,
AR006,US,,,,,,,,,,,,,,,,,,,,,,
VA073,CS,,,,,,,,,,,,,,,,,,,,,,
VA073,US,,,,,,,,,,,,,,,,,,,,,,
VA024,CS,,,,,,,,,,,,,,,,,,,,,,
VA024,US,,,,,,,,,,,,,,,,,,,,,,
ND002,US,,,,,,,,,,,,,,,,,,,,,,
ND002,I,,,,,,,,,,,,,,,,,,,,,,
MO019,CS,,,,,,,,,,,,,,,,,,,,,,
MO019,US,,,,,,,,,,,,,,,,,,,,,,
OK007,CS,,,,,,,,,,,,,,,,,,,,,,
OK007,US,,,,,,,,,,,,,,,,,,,,,,
TN032,CS,,,,,,,,,,,,,,,,,,,,,,
TN032,US,,,,,,,,,,,,,,,,,,,,,,
MD006,CS,,,,,,,,,,,,,,,,,,,,,,
MD006,US,,,,,,,,,,,,,,,,,,,,,,
MO022,CS,,,,,,,,,,,,,,,,,,,,,,
MO022,US,,,,,,,,,,,,,,,,,,,,,,
VA062,CS,,,,,,,,,,,,,,,,,,,,,,
VA062,US,,,,,,,,,,,,,,,,,,,,,,
VA105,CS,,,,,,,,,,,,,,,,,,,,,,
VA105,US,,,,,,,,,,,,,,,,,,,,,,
VA046,CS,,,,,,,,,,,,,,,,,,,,,,
VA046,US,,,,,,,,,,,,,,,,,,,,,,
TN011,CS,,,,,,,,,,,,,,,,,,,,,,
TN011,US,,,,,,,,,,,,,,,,,,,,,,
AR012,CS,,,,,,,,,,,,,,,,,,,,,,
AR012,US,,,,,,,,,,,,,,,,,,,,,,
MS008,CS,,,,,,,,,,,,,,,,,,,,,,
MS008,US,,,,,,,,,,,,,,,,,,,,,,
OK006,CS,,,,,,,,,,,,,,,,,,,,,,
OK006,US,,,,,,,,,,,,,,,,,,,,,,
TN024,CS,,,,,,,,,,,,,,,,,,,,,,
TN024,US,,,,,,,,,,,,,,,,,,,,,,
TN006,CS,,,,,,,,,,,,,,,,,,,,,,
TN006,US,,,,,,,,,,,,,,,,,,,,,,
NC013,CS,,,,,,,,,,,,,,,,,,,,,,
NC013,US,,,,,,,,,,,,,,,,,,,,,,
VA058,CS,,,,,,,,,,,,,,,,,,,,,,
VA058,US,,,,,,,,,,,,,,,,,,,,,,
MS001,CS,,,,,,,,,,,,,,,,,,,,,,
MS001,US,,,,,,,,,,,,,,,,,,,,,,
VA019,CS,,,,,,,,,,,,,,,,,,,,,,
VA019,US,,,,,,,,,,,,,,,,,,,,,,
GA015,CS,,,,,,,,,,,,,,,,,,,,,,
GA015,US,,,,,,,,,,,,,,,,,,,,,,
TN022,CS,,,,,,,,,,,,,,,,,,,,,,
TN022,US,,,,,,,,,,,,,,,,,,,,,,
TN028,CS,,,,,,,,,,,,,,,,,,,,,,
TN028,US,,,,,,,,,,,,,,,,,,,,,,
VA003,CS,,,,,,,,,,,,,,,,,,,,,,
VA003,US,,,,,,,,,,,,,,,,,,,,,,
MO001,CS,,,,,,,,,,,,,,,,,,,,,,
MO001,US,,,,,,,,,,,,,,,,,,,,,,
VA077,CS,,,,,,,,,,,,,,,,,,,,,,
VA077,US,,,,,,,,,,,,,,,,,,,,,,
VA009,CS,,,,,,,,,,,,,,,,,,,,,,
VA009,US,,,,,,,,,,,,,,,,,,,,,,
TN013,CS,,,,,,,,,,,,,,,,,,,,,,
TN013,US,,,,,,,,,,,,,,,,,,,,,,
VA095,CS,,,,,,,,,,,,,,,,,,,,,,
VA095,US,,,,,,,,,,,,,,,,,,,,,,
MS002,CS,,,,,,,,,,,,,,,,,,,,,,
MS002,US,,,,,,,,,,,,,,,,,,,,,,
GA006,CS,,,,,,,,,,,,,,,,,,,,,,
GA006,US,,,,,,,,,,,,,,,,,,,,,,
TN005,CS,,,,,,,,,,,,,,,,,,,,,,
TN005,US,,,,,,,,,,,,,,,,,,,,,,
PA001,CS,,,,,,,,,,,,,,,,,,,,,,
PA001,US,,,,,,,,,,,,,,,,,,,,,,
OH002,CS,,,,,,,,,,,,,,,,,,,,,,
OH002,US,,,,,,,,,,,,,,,,,,,,,,
TN023,CS,,,,,,,,,,,,,,,,,,,,,,
TN023,US,,,,,,,,,,,,,,,,,,,,,,
GA012,CS,,,,,,,,,,,,,,,,,,,,,,
GA012,US,,,,,,,,,,,,,,,,,,,,,,
LA014,CS,,,,,,,,,,,,,,,,,,,,,,
LA014,US,,,,,,,,,,,,,,,,,,,,,,
VA042,CS,,,,,,,,,,,,,,,,,,,,,,
VA042,US,,,,,,,,,,,,,,,,,,,,,,
VA096,CS,,,,,,,,,,,,,,,,,,,,,,
VA096,US,,,,,,,,,,,,,,,,,,,,,,
AR010,CS,,,,,,,,,,,,,,,,,,,,,,
AR010,US,,,,,,,,,,,,,,,,,,,,,,
LA012,CS,,,,,,,,,,,,,,,,,,,,,,
LA012,US,,,,,,,,,,,,,,,,,,,,,,
VA055,CS,,,,,,,,,,,,,,,,,,,,,,
VA055,US,,,,,,,,,,,,,,,,,,,,,,
MN001,US,,,,,,,,,,,,,,,,,,,,,,
MN001,I,,,,,,,,,,,,,,,,,,,,,,
GA001,CS,,,,,,,,,,,,,,,,,,,,,,
GA001,US,,,,,,,,,,,,,,,,,,,,,,
VA057,CS,,,,,,,,,,,,,,,,,,,,,,
VA057,US,,,,,,,,,,,,,,,,,,,,,,
AL005,CS,,,,,,,,,,,,,,,,,,,,,,
AL005,US,,,,,,,,,,,,,,,,,,,,,,
ID001,US,,,,,,,,,,,,,,,,,,,,,,
ID001,I,,,,,,,,,,,,,,,,,,,,,,
LA019,CS,,,,,,,,,,,,,,,,,,,,,,
LA019,US,,,,,,,,,,,,,,,,,,,,,,
VA051,CS,,,,,,,,,,,,,,,,,,,,,,
VA051,US,,,,,,,,,,,,,,,,,,,,,,
SC007,CS,,,,,,,,,,,,,,,,,,,,,,
SC007,US,,,,,,,,,,,,,,,,,,,,,,
MD008,CS,,,,,,,,,,,,,,,,,,,,,,
MD008,US,,,,,,,,,,,,,,,,,,,,,,
IN001,CS,,,,,,,,,,,,,,,,,,,,,,
IN001,US,,,,,,,,,,,,,,,,,,,,,,
GA020,CS,,,,,,,,,,,,,,,,,,,,,,
GA020,US,,,,,,,,,,,,,,,,,,,,,,
KY001,CS,,,,,,,,,,,,,,,,,,,,,,
KY001,US,,,,,,,,,,,,,,,,,,,,,,
VA114,CS,,,,,,,,,,,,,,,,,,,,,,
VA114,US,,,,,,,,,,,,,,,,,,,,,,
AL007,CS,,,,,,,,,,,,,,,,,,,,,,
AL007,US,,,,,,,,,,,,,,,,,,,,,,
KY002,CS,,,,,,,,,,,,,,,,,,,,,,
KY002,US,,,,,,,,,,,,,,,,,,,,,,
GA027,CS,,,,,,,,,,,,,,,,,,,,,,
GA027,US,,,,,,,,,,,,,,,,,,,,,,
FL001,CS,,,,,,,,,,,,,,,,,,,,,,
FL001,US,,,,,,,,,,,,,,,,,,,,,,
VA120,CS,,,,,,,,,,,,,,,,,,,,,,
VA120,US,,,,,,,,,,,,,,,,,,,,,,
TN001,CS,,,,,,,,,,,,,,,,,,,,,,
TN001,US,,,,,,,,,,,,,,,,,,,,,,
AL003,CS,,,,,,,,,,,,,,,,,,,,,,
AL003,US,,,,,,,,,,,,,,,,,,,,,,
MO011,CS,,,,,,,,,,,,,,,,,,,,,,
MO011,US,,,,,,,,,,,,,,,,,,,,,,
MO010,CS,,,,,,,,,,,,,,,,,,,,,,
MO010,US,,,,,,,,,,,,,,,,,,,,,,
GA010,CS,,,,,,,,,,,,,,,,,,,,,,
GA010,US,,,,,,,,,,,,,,,,,,,,,,
VA069,CS,,,,,,,,,,,,,,,,,,,,,,
VA069,US,,,,,,,,,,,,,,,,,,,,,,
OK003,CS,,,,,,,,,,,,,,,,,,,,,,
OK003,US,,,,,,,,,,,,,,,,,,,,,,
VA030,CS,,,,,,,,,,,,,,,,,,,,,,
VA030,US,,,,,,,,,,,,,,,,,,,,,,
VA032,CS,,,,,,,,,,,,,,,,,,,,,,
VA032,US,,,,,,,,,,,,,,,,,,,,,,
