person,surname,battle
http://dbpedia.org/resource/Henry_Holmes_(Confederate_soldier),Homes,http://dbpedia.org/resource/Battle_of_Picacho_Pass
http://dbpedia.org/resource/Edward_Canby,Canby,http://dbpedia.org/resource/Battle_of_Spanish_Fort
http://dbpedia.org/resource/Edward_Canby,Canby,http://dbpedia.org/resource/Battle_of_Valverde
http://dbpedia.org/resource/Edward_Canby,Canby,http://dbpedia.org/resource/Battle_of_Fort_Blakely
http://dbpedia.org/resource/Edward_Canby,Canby,http://dbpedia.org/resource/Battle_of_Peralta
http://dbpedia.org/resource/Edward_Canby,Canby,http://dbpedia.org/resource/New_Mexico_Campaign
http://dbpedia.org/resource/Edward_Canby,Canby,http://dbpedia.org/resource/Battle_of_Albuquerque
http://dbpedia.org/resource/Oliver_O._Howard,Howard,http://dbpedia.org/resource/Battle_of_Ezra_Church
http://dbpedia.org/resource/Oliver_O._Howard,Howard,http://dbpedia.org/resource/Battle_of_Jonesborough
http://dbpedia.org/resource/Thomas_Williams_(general),Williams,http://dbpedia.org/resource/Battle_of_Baton_Rouge_(1862)
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Skirmish_at_Aenon_Church
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Battle_of_Haw's_Shop
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Battle_of_Saint_Mary's_Church
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Battle_of_Upperville
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Battle_of_Sappony_Church
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Beefsteak_Raid
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Battle_of_Trevilian_Station
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Capture_of_Columbia
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Battle_of_Walkerton
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Battle_of_Vaughan_Road
http://dbpedia.org/resource/Wade_Hampton_III,Hampton III,http://dbpedia.org/resource/Wilson–Kautz_Raid
http://dbpedia.org/resource/William_Carlin,Carlin,http://dbpedia.org/resource/Battle_of_Fredericktown
http://dbpedia.org/resource/Henry_Hastings_Sibley,Sibley,http://dbpedia.org/resource/Battle_of_Wood_Lake
http://dbpedia.org/resource/Henry_Hastings_Sibley,Sibley,http://dbpedia.org/resource/Battle_of_Big_Mound
http://dbpedia.org/resource/Henry_Hastings_Sibley,Sibley,http://dbpedia.org/resource/Battle_of_Dead_Buffalo_Lake
http://dbpedia.org/resource/Henry_Hastings_Sibley,Sibley,http://dbpedia.org/resource/Battle_of_Stony_Lake
http://dbpedia.org/resource/Henry_Hastings_Sibley,Sibley,http://dbpedia.org/resource/Dakota_War_of_1862
http://dbpedia.org/resource/John_Selden_Roane,Roane,http://dbpedia.org/resource/Battle_of_Whitney's_Lane
http://dbpedia.org/resource/Thomas_C._Hindman,Hindman,http://dbpedia.org/resource/Battle_of_Davis's_Cross_Roads
http://dbpedia.org/resource/Thomas_C._Hindman,Hindman,http://dbpedia.org/resource/Battle_of_Rowlett's_Station
http://dbpedia.org/resource/Thomas_C._Hindman,Hindman,http://dbpedia.org/resource/Battle_of_Whitney's_Lane
http://dbpedia.org/resource/George_Stoneman,Stoneman,http://dbpedia.org/resource/Skirmish_at_Abingdon
http://dbpedia.org/resource/George_Stoneman,Stoneman,http://dbpedia.org/resource/Second_Battle_of_Saltville
http://dbpedia.org/resource/George_Stoneman,Stoneman,http://dbpedia.org/resource/Stoneman's_1865_Raid
http://dbpedia.org/resource/George_Stoneman,Stoneman,http://dbpedia.org/resource/Stoneman's_1863_Raid
http://dbpedia.org/resource/George_Stoneman,Stoneman,http://dbpedia.org/resource/Battle_of_Marion
http://dbpedia.org/resource/George_Stoneman,Stoneman,http://dbpedia.org/resource/Stoneman's_1864_Raid
http://dbpedia.org/resource/Henry_A._Wise,Wise,http://dbpedia.org/resource/First_Battle_of_Petersburg
http://dbpedia.org/resource/Henry_A._Wise,Wise,http://dbpedia.org/resource/Battle_of_Roanoke_Island
http://dbpedia.org/resource/Henry_A._Wise,Wise,http://dbpedia.org/resource/Battle_of_Scary_Creek
http://dbpedia.org/resource/John_Brown_Gordon,Gordon,http://dbpedia.org/resource/Battle_of_Sailor's_Creek
http://dbpedia.org/resource/John_Brown_Gordon,Gordon,http://dbpedia.org/resource/Battle_of_Hatcher's_Run
http://dbpedia.org/resource/Lawrence_O'Bryan_Branch,Branch,http://dbpedia.org/resource/Battle_of_Hanover_Court_House
http://dbpedia.org/resource/Randall_L._Gibson,Gibson,http://dbpedia.org/resource/Battle_of_Spanish_Fort
http://dbpedia.org/resource/James_H._Ward,Ward,http://dbpedia.org/resource/Battle_of_Mathias_Point
http://dbpedia.org/resource/James_H._Ward,Ward,http://dbpedia.org/resource/Battle_of_Aquia_Creek
http://dbpedia.org/resource/Gouverneur_K._Warren,Warren,http://dbpedia.org/resource/Battle_of_Globe_Tavern
http://dbpedia.org/resource/Gouverneur_K._Warren,Warren,http://dbpedia.org/resource/Battle_of_White_Oak_Road
http://dbpedia.org/resource/Gouverneur_K._Warren,Warren,http://dbpedia.org/resource/Battle_of_Bristoe_Station
http://dbpedia.org/resource/Gouverneur_K._Warren,Warren,http://dbpedia.org/resource/Battle_of_Hatcher's_Run
http://dbpedia.org/resource/Gouverneur_K._Warren,Warren,http://dbpedia.org/resource/Battle_of_Peebles's_Farm
http://dbpedia.org/resource/William_B._Renshaw,Renshaw,http://dbpedia.org/resource/Battle_of_Galveston
http://dbpedia.org/resource/William_Farrar_Smith,Smith,http://dbpedia.org/resource/Battle_of_Brown's_Ferry
http://dbpedia.org/resource/Henry_Heth,Heth,http://dbpedia.org/resource/Second_Battle_of_Ream's_Station
http://dbpedia.org/resource/Henry_Heth,Heth,http://dbpedia.org/resource/Battle_of_Boydton_Plank_Road
http://dbpedia.org/resource/Henry_Heth,Heth,http://dbpedia.org/resource/Defense_of_Cincinnati
http://dbpedia.org/resource/Henry_Heth,Heth,http://dbpedia.org/resource/Battle_of_Sutherland's_Station
http://dbpedia.org/resource/Lafayette_McLaws,McLaws,http://dbpedia.org/resource/Battle_of_Rivers'_Bridge
http://dbpedia.org/resource/William_B._Franklin,Franklin,http://dbpedia.org/resource/Battle_of_Eltham's_Landing
http://dbpedia.org/resource/William_B._Franklin,Franklin,http://dbpedia.org/resource/Battle_of_White_Oak_Swamp
http://dbpedia.org/resource/William_B._Franklin,Franklin,http://dbpedia.org/resource/Battle_of_Crampton's_Gap
http://dbpedia.org/resource/William_E._Jones,Jones,http://dbpedia.org/resource/Battle_of_Cove_Mountain
http://dbpedia.org/resource/William_E._Jones,Jones,http://dbpedia.org/resource/Fight_at_Monterey_Pass
http://dbpedia.org/resource/William_E._Jones,Jones,http://dbpedia.org/resource/Battle_of_Rogersville
http://dbpedia.org/resource/William_Henry_Fitzhugh_Lee,Lee,http://dbpedia.org/resource/Battle_of_Sappony_Church
http://dbpedia.org/resource/William_Henry_Fitzhugh_Lee,Lee,http://dbpedia.org/resource/Battle_of_Staunton_River_Bridge
http://dbpedia.org/resource/William_Henry_Fitzhugh_Lee,Lee,http://dbpedia.org/resource/Wilson–Kautz_Raid
http://dbpedia.org/resource/Daniel_Harvey_Hill,Hill,http://dbpedia.org/resource/Second_Battle_of_Chattanooga
http://dbpedia.org/resource/Daniel_Harvey_Hill,Hill,http://dbpedia.org/resource/Battle_of_Big_Bethel
http://dbpedia.org/resource/Daniel_Harvey_Hill,Hill,http://dbpedia.org/resource/Battle_of_Fort_Anderson
http://dbpedia.org/resource/Daniel_Harvey_Hill,Hill,http://dbpedia.org/resource/Battle_of_Washington
http://dbpedia.org/resource/Jack_Swilling,Swilling,http://dbpedia.org/resource/Battle_of_Pinos_Altos
http://dbpedia.org/resource/William_F._Lynch,Lynch,http://dbpedia.org/resource/Battle_of_Elizabeth_City
http://dbpedia.org/resource/Joseph_O._Shelby,Shelby,http://dbpedia.org/resource/Battle_of_Byram's_Ford
http://dbpedia.org/resource/Joseph_O._Shelby,Shelby,http://dbpedia.org/resource/Second_Battle_of_Newtonia
http://dbpedia.org/resource/Andrew_Jackson_Smith,Smith,"http://dbpedia.org/resource/Skirmish_at_Aberdeen,_Mississippi"
http://dbpedia.org/resource/Andrew_Jackson_Smith,Smith,http://dbpedia.org/resource/Battle_of_Tupelo
http://dbpedia.org/resource/Sam_Jones_(Confederate_Army_officer),Jones,http://dbpedia.org/resource/Battle_of_Natural_Bridge
http://dbpedia.org/resource/Sam_Jones_(Confederate_Army_officer),Jones,http://dbpedia.org/resource/Battle_of_Tulifinny
http://dbpedia.org/resource/Big_Eagle,Eagle,http://dbpedia.org/resource/Dakota_War_of_1862
http://dbpedia.org/resource/Alvan_Cullem_Gillem,Gillem,http://dbpedia.org/resource/Battle_of_Bull's_Gap
http://dbpedia.org/resource/Henry_M._Judah,Judah,http://dbpedia.org/resource/Morgan's_Raid
http://dbpedia.org/resource/John_Irvin_Gregg,Gregg,http://dbpedia.org/resource/Battle_of_Cumberland_Church
http://dbpedia.org/resource/Louis_Hébert_(Confederate_Army_officer),Hebert,http://dbpedia.org/resource/Battle_of_Snyder's_Bluff
http://dbpedia.org/resource/Benjamin_Franklin_Kelley,Kelley,http://dbpedia.org/resource/Skirmish_at_Adamstown
http://dbpedia.org/resource/Benjamin_Franklin_Kelley,Kelley,http://dbpedia.org/resource/Battle_of_Folck's_Mill
http://dbpedia.org/resource/Daniel_Ruggles,Ruggles,http://dbpedia.org/resource/Battle_of_Mathias_Point
http://dbpedia.org/resource/Daniel_Ruggles,Ruggles,http://dbpedia.org/resource/Battle_of_Aquia_Creek
http://dbpedia.org/resource/Edward_A._Wild,Wild,http://dbpedia.org/resource/Battle_of_Wilson's_Wharf
http://dbpedia.org/resource/Benjamin_Butler_(politician),Butler,http://dbpedia.org/resource/Battle_of_Chaffin's_Farm
http://dbpedia.org/resource/Benjamin_Butler_(politician),Butler,http://dbpedia.org/resource/Battle_of_Big_Bethel
http://dbpedia.org/resource/Benjamin_Butler_(politician),Butler,http://dbpedia.org/resource/Battle_of_Hatteras_Inlet_Batteries
http://dbpedia.org/resource/Benjamin_Butler_(politician),Butler,http://dbpedia.org/resource/Battle_of_Chester_Station
http://dbpedia.org/resource/Benjamin_Butler_(politician),Butler,http://dbpedia.org/resource/Battle_of_Port_Walthall_Junction
http://dbpedia.org/resource/Benjamin_Butler_(politician),Butler,http://dbpedia.org/resource/Battle_of_Proctor's_Creek
