battle,id,strength,casualties,notes
http://en.wikipedia.org/wiki/Battle_of_White_Oak_Swamp,,,,"Use Franklin's Division for Union (https://en.wikipedia.org/wiki/Peninsula_Campaign_Union_Order_of_Battle), and Jackson's
"
http://en.wikipedia.org/wiki/Battle_of_Whitestone_Hill,,,,
http://en.wikipedia.org/wiki/Battle_of_Williamsburg,,,,
http://en.wikipedia.org/wiki/Battle_of_Williamsport,,,1760,
http://en.wikipedia.org/wiki/Battle_of_Wilmington,,,,
http://en.wikipedia.org/wiki/Battle_of_Wilson's_Creek,,,,
http://en.wikipedia.org/wiki/Battle_of_Wilson's_Wharf,,,,
http://en.wikipedia.org/wiki/Battle_of_Wood_Lake,,,,
http://en.wikipedia.org/wiki/Battle_of_Wyse_Fork,,,,
http://en.wikipedia.org/wiki/Battle_of_Yellow_Bayou,,,,
http://en.wikipedia.org/wiki/Battle_of_Yellow_Tavern,,,,
http://en.wikipedia.org/wiki/Battle_of_the_Crater,,,,
http://en.wikipedia.org/wiki/Battle_of_the_Wilderness,,,,
http://en.wikipedia.org/wiki/Bear_River_Massacre,,,,
http://en.wikipedia.org/wiki/Big_Sandy_Expedition,,,,Use casualties from the entire Big Sandy Expedition
http://en.wikipedia.org/wiki/Capture_of_New_Orleans,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Auburn,,,50,
http://en.wikipedia.org/wiki/First_Battle_of_Bull_Run,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Charleston_Harbor,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Chattanooga,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Dalton,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Deep_Bottom,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Donaldsonville,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Fort_Fisher,,,320,
http://en.wikipedia.org/wiki/First_Battle_of_Fort_Wagner,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Independence,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Kernstown,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Lexington,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Murfreesboro,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Newtonia,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Petersburg,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Rappahannock_Station,,,225,
http://en.wikipedia.org/wiki/First_Battle_of_Ream's_Station,,,600,
http://en.wikipedia.org/wiki/First_Battle_of_Sabine_Pass,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Springfield,,,,
http://en.wikipedia.org/wiki/First_Battle_of_Winchester,,,,
http://en.wikipedia.org/wiki/Lawrence_Massacre,,,,
http://en.wikipedia.org/wiki/Manassas_Station_Operations_(Stonewall_Jackson),,,,
http://en.wikipedia.org/wiki/Sand_Creek_massacre,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Auburn,,,113,
http://en.wikipedia.org/wiki/Second_Battle_of_Bull_Run,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Charleston_Harbor,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Chattanooga,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Corinth,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Dalton,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Deep_Bottom,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Donaldsonville,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Fort_Fisher,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Fort_Sumter,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Fort_Wagner,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Fredericksburg,,,2000,
http://en.wikipedia.org/wiki/Second_Battle_of_Independence,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Kernstown,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Lexington,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Memphis,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Newtonia,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Petersburg,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Rappahannock_Station,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Ream's_Station,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Sabine_Pass,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Springfield,,,,
http://en.wikipedia.org/wiki/Second_Battle_of_Winchester,,,,
http://en.wikipedia.org/wiki/Siege_of_Corinth,,,,
http://en.wikipedia.org/wiki/Siege_of_Port_Hudson,,,,
http://en.wikipedia.org/wiki/Siege_of_Vicksburg,,,,
http://en.wikipedia.org/wiki/Siege_of_Yorktown_(1862),,,,
http://en.wikipedia.org/wiki/Third_Battle_of_Murfreesboro,,,,
http://en.wikipedia.org/wiki/Third_Battle_of_Petersburg,,,,
