dbpedia,wikipedia
http://dbpedia.org/resource/Edmund_Kirby_Smith,http://en.wikipedia.org/wiki/Edmund_Kirby_Smith
http://dbpedia.org/resource/George_B._McClellan,http://en.wikipedia.org/wiki/George_B._McClellan
http://dbpedia.org/resource/Samuel_H._Starr,http://en.wikipedia.org/wiki/Samuel_H._Starr
http://dbpedia.org/resource/George_W._Taylor_(general),http://en.wikipedia.org/wiki/George_W._Taylor_(general)
http://dbpedia.org/resource/Charles_Zagonyi,http://en.wikipedia.org/wiki/Charles_Zagonyi
http://dbpedia.org/resource/Frederick_C._Salomon,http://en.wikipedia.org/wiki/Frederick_C._Salomon
http://dbpedia.org/resource/James_Montgomery_(colonel),http://en.wikipedia.org/wiki/James_Montgomery_(colonel)
http://dbpedia.org/resource/Louis_M._Goldsborough,http://en.wikipedia.org/wiki/Louis_M._Goldsborough
http://dbpedia.org/resource/John_J._Peck,http://en.wikipedia.org/wiki/John_J._Peck
http://dbpedia.org/resource/Henry_Hopkins_Sibley,http://en.wikipedia.org/wiki/Henry_Hopkins_Sibley
http://dbpedia.org/resource/Edward_Dickinson_Baker,http://en.wikipedia.org/wiki/Edward_Dickinson_Baker
http://dbpedia.org/resource/Sherod_Hunter,http://en.wikipedia.org/wiki/Sherod_Hunter
http://dbpedia.org/resource/Alfred_Holt,http://en.wikipedia.org/wiki/Alfred_Holt
http://dbpedia.org/resource/Joseph_Hooker,http://en.wikipedia.org/wiki/Joseph_Hooker
http://dbpedia.org/resource/Edward_M._McCook,http://en.wikipedia.org/wiki/Edward_M._McCook
http://dbpedia.org/resource/Henry_Heth,http://en.wikipedia.org/wiki/Henry_Heth
http://dbpedia.org/resource/Franz_Sigel,http://en.wikipedia.org/wiki/Franz_Sigel
http://dbpedia.org/resource/William_B._Bate,http://en.wikipedia.org/wiki/William_B._Bate
http://dbpedia.org/resource/William_Henry_Parsons_(colonel),http://en.wikipedia.org/wiki/William_Henry_Parsons_(colonel)
http://dbpedia.org/resource/Albin_Francisco_Schoepf,http://en.wikipedia.org/wiki/Albin_Francisco_Schoepf
http://dbpedia.org/resource/George_E._Dixon,http://en.wikipedia.org/wiki/George_E._Dixon
http://dbpedia.org/resource/Walter_Gwynn,http://en.wikipedia.org/wiki/Walter_Gwynn
http://dbpedia.org/resource/Charles_R._Woods,http://en.wikipedia.org/wiki/Charles_R._Woods
http://dbpedia.org/resource/Charles_Read_(naval_officer),http://en.wikipedia.org/wiki/Charles_Read_(naval_officer)
http://dbpedia.org/resource/Joseph_Bloomfield_Leake,http://en.wikipedia.org/wiki/Joseph_Bloomfield_Leake
http://dbpedia.org/resource/Wapasha_III,http://en.wikipedia.org/wiki/Wapasha_III
http://dbpedia.org/resource/Pleasant_J._Philips,http://en.wikipedia.org/wiki/Pleasant_J._Philips
http://dbpedia.org/resource/Irvin_McDowell,http://en.wikipedia.org/wiki/Irvin_McDowell
http://dbpedia.org/resource/William_Hicks_Jackson,http://en.wikipedia.org/wiki/William_Hicks_Jackson
http://dbpedia.org/resource/William_Lowther_%22Mudwall%22_Jackson,http://en.wikipedia.org/wiki/William_Lowther_%22Mudwall%22_Jackson
http://dbpedia.org/resource/Charles_C._Walcutt,http://en.wikipedia.org/wiki/Charles_C._Walcutt
http://dbpedia.org/resource/John_Davidson_(general),http://en.wikipedia.org/wiki/John_Davidson_(general)
http://dbpedia.org/resource/Nathan_George_Evans,http://en.wikipedia.org/wiki/Nathan_George_Evans
http://dbpedia.org/resource/Bradley_Tyler_Johnson,http://en.wikipedia.org/wiki/Bradley_Tyler_Johnson
http://dbpedia.org/resource/John_Baylor,http://en.wikipedia.org/wiki/John_Baylor
http://dbpedia.org/resource/Lew_Wallace,http://en.wikipedia.org/wiki/Lew_Wallace
http://dbpedia.org/resource/Raphael_Semmes,http://en.wikipedia.org/wiki/Raphael_Semmes
http://dbpedia.org/resource/George_Balch,http://en.wikipedia.org/wiki/George_Balch
http://dbpedia.org/resource/Braxton_Bragg,http://en.wikipedia.org/wiki/Braxton_Bragg
http://dbpedia.org/resource/J._Thompson_Brown,http://en.wikipedia.org/wiki/J._Thompson_Brown
http://dbpedia.org/resource/George_T._Anderson,http://en.wikipedia.org/wiki/George_T._Anderson
http://dbpedia.org/resource/John_M._Corse,http://en.wikipedia.org/wiki/John_M._Corse
http://dbpedia.org/resource/Richard_Taylor_(general),http://en.wikipedia.org/wiki/Richard_Taylor_(general)
http://dbpedia.org/resource/Nathan_Kimball,http://en.wikipedia.org/wiki/Nathan_Kimball
http://dbpedia.org/resource/Fitzhugh_Lee,http://en.wikipedia.org/wiki/Fitzhugh_Lee
http://dbpedia.org/resource/Catesby_ap_Roger_Jones,http://en.wikipedia.org/wiki/Catesby_ap_Roger_Jones
http://dbpedia.org/resource/Henry_Hastings_Sibley,http://en.wikipedia.org/wiki/Henry_Hastings_Sibley
http://dbpedia.org/resource/Frederick_Crocker,http://en.wikipedia.org/wiki/Frederick_Crocker
http://dbpedia.org/resource/John_S._Bowen,http://en.wikipedia.org/wiki/John_S._Bowen
http://dbpedia.org/resource/John_C._Pemberton,http://en.wikipedia.org/wiki/John_C._Pemberton
http://dbpedia.org/resource/Henry_Jackson_Hunt,http://en.wikipedia.org/wiki/Henry_Jackson_Hunt
http://dbpedia.org/resource/George_Armstrong_Custer,http://en.wikipedia.org/wiki/George_Armstrong_Custer
http://dbpedia.org/resource/Thomas_A._Morris,http://en.wikipedia.org/wiki/Thomas_A._Morris
http://dbpedia.org/resource/William_H._Macomb,http://en.wikipedia.org/wiki/William_H._Macomb
http://dbpedia.org/resource/Edward_Hatch,http://en.wikipedia.org/wiki/Edward_Hatch
http://dbpedia.org/resource/James_A._Mulligan,http://en.wikipedia.org/wiki/James_A._Mulligan
http://dbpedia.org/resource/Elijah_V._White,http://en.wikipedia.org/wiki/Elijah_V._White
http://dbpedia.org/resource/Gordon_Granger,http://en.wikipedia.org/wiki/Gordon_Granger
http://dbpedia.org/resource/Humphrey_Marshall_(general),http://en.wikipedia.org/wiki/Humphrey_Marshall_(general)
http://dbpedia.org/resource/Jubal_Early,http://en.wikipedia.org/wiki/Jubal_Early
http://dbpedia.org/resource/Adolph_Englemann,http://en.wikipedia.org/wiki/Adolph_Englemann
http://dbpedia.org/resource/William_Tecumseh_Sherman,http://en.wikipedia.org/wiki/William_Tecumseh_Sherman
http://dbpedia.org/resource/Collett_Leventhorpe,http://en.wikipedia.org/wiki/Collett_Leventhorpe
http://dbpedia.org/resource/Graham_N._Fitch,http://en.wikipedia.org/wiki/Graham_N._Fitch
http://dbpedia.org/resource/John_A._Poindexter,http://en.wikipedia.org/wiki/John_A._Poindexter
http://dbpedia.org/resource/Leonard_Fulton_Ross,http://en.wikipedia.org/wiki/Leonard_Fulton_Ross
http://dbpedia.org/resource/Edward_Johnson_(general),http://en.wikipedia.org/wiki/Edward_Johnson_(general)
http://dbpedia.org/resource/Joseph_C._Porter,http://en.wikipedia.org/wiki/Joseph_C._Porter
"http://dbpedia.org/resource/Thomas_Oliver_Selfridge,_Jr.","http://en.wikipedia.org/wiki/Thomas_Oliver_Selfridge,_Jr."
http://dbpedia.org/resource/William_Babcock_Hazen,http://en.wikipedia.org/wiki/William_Babcock_Hazen
http://dbpedia.org/resource/James_Fleming_Fagan,http://en.wikipedia.org/wiki/James_Fleming_Fagan
http://dbpedia.org/resource/Patrick_Cleburne,http://en.wikipedia.org/wiki/Patrick_Cleburne
http://dbpedia.org/resource/Truman_Seymour,http://en.wikipedia.org/wiki/Truman_Seymour
http://dbpedia.org/resource/Charles_Edward_Hovey,http://en.wikipedia.org/wiki/Charles_Edward_Hovey
http://dbpedia.org/resource/William_A._Webb,http://en.wikipedia.org/wiki/William_A._Webb
http://dbpedia.org/resource/James_S._Negley,http://en.wikipedia.org/wiki/James_S._Negley
http://dbpedia.org/resource/George_Pickett,http://en.wikipedia.org/wiki/George_Pickett
http://dbpedia.org/resource/John_Bell_Hood,http://en.wikipedia.org/wiki/John_Bell_Hood
http://dbpedia.org/resource/Granville_Henderson_Oury,http://en.wikipedia.org/wiki/Granville_Henderson_Oury
http://dbpedia.org/resource/John_W._Kittredge,http://en.wikipedia.org/wiki/John_W._Kittredge
http://dbpedia.org/resource/Lloyd_Tilghman,http://en.wikipedia.org/wiki/Lloyd_Tilghman
http://dbpedia.org/resource/Stephen_G._Burbridge,http://en.wikipedia.org/wiki/Stephen_G._Burbridge
http://dbpedia.org/resource/Wade_Hampton_III,http://en.wikipedia.org/wiki/Wade_Hampton_III
http://dbpedia.org/resource/Don_Carlos_Buell,http://en.wikipedia.org/wiki/Don_Carlos_Buell
http://dbpedia.org/resource/Ambrose_Burnside,http://en.wikipedia.org/wiki/Ambrose_Burnside
http://dbpedia.org/resource/John_T._Wilder,http://en.wikipedia.org/wiki/John_T._Wilder
http://dbpedia.org/resource/Godfrey_Weitzel,http://en.wikipedia.org/wiki/Godfrey_Weitzel
http://dbpedia.org/resource/Benjamin_Huger_(general),http://en.wikipedia.org/wiki/Benjamin_Huger_(general)
http://dbpedia.org/resource/Simon_Bolivar_Buckner,http://en.wikipedia.org/wiki/Simon_Bolivar_Buckner
"http://dbpedia.org/resource/John_Bullock_Clark,_Jr.","http://en.wikipedia.org/wiki/John_Bullock_Clark,_Jr."
http://dbpedia.org/resource/Alfred_W._Ellet,http://en.wikipedia.org/wiki/Alfred_W._Ellet
http://dbpedia.org/resource/Claiborne_Fox_Jackson,http://en.wikipedia.org/wiki/Claiborne_Fox_Jackson
http://dbpedia.org/resource/Samuel_Francis_Du_Pont,http://en.wikipedia.org/wiki/Samuel_Francis_Du_Pont
"http://dbpedia.org/resource/Charles_Ellet,_Jr.","http://en.wikipedia.org/wiki/Charles_Ellet,_Jr."
http://dbpedia.org/resource/John_A._Dahlgren,http://en.wikipedia.org/wiki/John_A._Dahlgren
http://dbpedia.org/resource/Franklin_Gardner,http://en.wikipedia.org/wiki/Franklin_Gardner
http://dbpedia.org/resource/Thomas_Kilby_Smith,http://en.wikipedia.org/wiki/Thomas_Kilby_Smith
http://dbpedia.org/resource/John_C._Vaughn,http://en.wikipedia.org/wiki/John_C._Vaughn
http://dbpedia.org/resource/Thomas_Moonlight,http://en.wikipedia.org/wiki/Thomas_Moonlight
http://dbpedia.org/resource/Benjamin_C._Christ,http://en.wikipedia.org/wiki/Benjamin_C._Christ
http://dbpedia.org/resource/William_C._Oates,http://en.wikipedia.org/wiki/William_C._Oates
http://dbpedia.org/resource/William_Lewis_Cabell,http://en.wikipedia.org/wiki/William_Lewis_Cabell
http://dbpedia.org/resource/August_Kautz,http://en.wikipedia.org/wiki/August_Kautz
http://dbpedia.org/resource/Frederick_W._Lander,http://en.wikipedia.org/wiki/Frederick_W._Lander
http://dbpedia.org/resource/John_P._Slough,http://en.wikipedia.org/wiki/John_P._Slough
http://dbpedia.org/resource/James_Henry_Carleton,http://en.wikipedia.org/wiki/James_Henry_Carleton
http://dbpedia.org/resource/Sitting_Bull,http://en.wikipedia.org/wiki/Sitting_Bull
http://dbpedia.org/resource/John_Taylor_Wood,http://en.wikipedia.org/wiki/John_Taylor_Wood
http://dbpedia.org/resource/John_Buford,http://en.wikipedia.org/wiki/John_Buford
http://dbpedia.org/resource/Thomas_Williams_(general),http://en.wikipedia.org/wiki/Thomas_Williams_(general)
http://dbpedia.org/resource/John_Parke,http://en.wikipedia.org/wiki/John_Parke
http://dbpedia.org/resource/Louis_H%C3%A9bert_(Confederate_Army_officer),http://en.wikipedia.org/wiki/Louis_Hébert_(Confederate_Army_officer)
"http://dbpedia.org/resource/Thomas_Ewing,_Jr.","http://en.wikipedia.org/wiki/Thomas_Ewing,_Jr."
http://dbpedia.org/resource/John_George_Walker,http://en.wikipedia.org/wiki/John_George_Walker
http://dbpedia.org/resource/William_H.C._Whiting,http://en.wikipedia.org/wiki/William_H.C._Whiting
http://dbpedia.org/resource/Hamilton_P._Bee,http://en.wikipedia.org/wiki/Hamilton_P._Bee
http://dbpedia.org/resource/Johnson_Hagood_(governor),http://en.wikipedia.org/wiki/Johnson_Hagood_(governor)
http://dbpedia.org/resource/Cochise,http://en.wikipedia.org/wiki/Cochise
http://dbpedia.org/resource/James_A._Garfield,http://en.wikipedia.org/wiki/James_A._Garfield
http://dbpedia.org/resource/Gall_(Native_American_leader),http://en.wikipedia.org/wiki/Gall_(Native_American_leader)
http://dbpedia.org/resource/Stephen_A._Hurlbut,http://en.wikipedia.org/wiki/Stephen_A._Hurlbut
http://dbpedia.org/resource/Andrew_Hull_Foote,http://en.wikipedia.org/wiki/Andrew_Hull_Foote
http://dbpedia.org/resource/Alfred_Pleasonton,http://en.wikipedia.org/wiki/Alfred_Pleasonton
http://dbpedia.org/resource/Sam_Jones_(Confederate_Army_officer),http://en.wikipedia.org/wiki/Sam_Jones_(Confederate_Army_officer)
http://dbpedia.org/resource/Edward_E._Potter,http://en.wikipedia.org/wiki/Edward_E._Potter
http://dbpedia.org/resource/Elias_Smith_Dennis,http://en.wikipedia.org/wiki/Elias_Smith_Dennis
http://dbpedia.org/resource/Alfred_N._Duffi%C3%A9,http://en.wikipedia.org/wiki/Alfred_N._Duffié
http://dbpedia.org/resource/Richard_W._Dowling,http://en.wikipedia.org/wiki/Richard_W._Dowling
http://dbpedia.org/resource/Robert_Patterson,http://en.wikipedia.org/wiki/Robert_Patterson
http://dbpedia.org/resource/Alexander_Alderman_Semmes,http://en.wikipedia.org/wiki/Alexander_Alderman_Semmes
http://dbpedia.org/resource/Horatio_Wright,http://en.wikipedia.org/wiki/Horatio_Wright
http://dbpedia.org/resource/Thomas_C._Hindman,http://en.wikipedia.org/wiki/Thomas_C._Hindman
http://dbpedia.org/resource/John_Gibbon,http://en.wikipedia.org/wiki/John_Gibbon
http://dbpedia.org/resource/Pierce_M._B._Young,http://en.wikipedia.org/wiki/Pierce_M._B._Young
http://dbpedia.org/resource/Richard_S._Ewell,http://en.wikipedia.org/wiki/Richard_S._Ewell
http://dbpedia.org/resource/George_Spalding,http://en.wikipedia.org/wiki/George_Spalding
http://dbpedia.org/resource/Robert_C._Tyler,http://en.wikipedia.org/wiki/Robert_C._Tyler
http://dbpedia.org/resource/Percival_Drayton,http://en.wikipedia.org/wiki/Percival_Drayton
http://dbpedia.org/resource/Nathan_Bedford_Forrest,http://en.wikipedia.org/wiki/Nathan_Bedford_Forrest
http://dbpedia.org/resource/Mangas_Coloradas,http://en.wikipedia.org/wiki/Mangas_Coloradas
http://dbpedia.org/resource/Joseph_Wheeler,http://en.wikipedia.org/wiki/Joseph_Wheeler
http://dbpedia.org/resource/William_F._Martin,http://en.wikipedia.org/wiki/William_F._Martin
http://dbpedia.org/resource/John_F._Reynolds,http://en.wikipedia.org/wiki/John_F._Reynolds
http://dbpedia.org/resource/George_A._Porterfield,http://en.wikipedia.org/wiki/George_A._Porterfield
http://dbpedia.org/resource/Charles_W._Field,http://en.wikipedia.org/wiki/Charles_W._Field
http://dbpedia.org/resource/John_Milton_Brannan,http://en.wikipedia.org/wiki/John_Milton_Brannan
http://dbpedia.org/resource/Maxcy_Gregg,http://en.wikipedia.org/wiki/Maxcy_Gregg
http://dbpedia.org/resource/Thomas_Green_(general),http://en.wikipedia.org/wiki/Thomas_Green_(general)
http://dbpedia.org/resource/William_Mahone,http://en.wikipedia.org/wiki/William_Mahone
http://dbpedia.org/resource/Abel_Streight,http://en.wikipedia.org/wiki/Abel_Streight
http://dbpedia.org/resource/Benjamin_F._Loan,http://en.wikipedia.org/wiki/Benjamin_F._Loan
http://dbpedia.org/resource/Francis_J._Herron,http://en.wikipedia.org/wiki/Francis_J._Herron
http://dbpedia.org/resource/Albert_G._Jenkins,http://en.wikipedia.org/wiki/Albert_G._Jenkins
http://dbpedia.org/resource/Little_Crow,http://en.wikipedia.org/wiki/Little_Crow
http://dbpedia.org/resource/John_B._Floyd,http://en.wikipedia.org/wiki/John_B._Floyd
http://dbpedia.org/resource/Harvey_Brown_(officer),http://en.wikipedia.org/wiki/Harvey_Brown_(officer)
http://dbpedia.org/resource/John_Sedgwick,http://en.wikipedia.org/wiki/John_Sedgwick
http://dbpedia.org/resource/John_Schofield,http://en.wikipedia.org/wiki/John_Schofield
http://dbpedia.org/resource/John_Brown_Gordon,http://en.wikipedia.org/wiki/John_Brown_Gordon
http://dbpedia.org/resource/Alfred_Thomas_Archimedes_Torbert,http://en.wikipedia.org/wiki/Alfred_Thomas_Archimedes_Torbert
http://dbpedia.org/resource/George_W._Morgan,http://en.wikipedia.org/wiki/George_W._Morgan
http://dbpedia.org/resource/Benjamin_McCulloch,http://en.wikipedia.org/wiki/Benjamin_McCulloch
http://dbpedia.org/resource/Moses_Wright_Hannon,http://en.wikipedia.org/wiki/Moses_Wright_Hannon
http://dbpedia.org/resource/Joseph_Finnegan_(Brigadier_general),http://en.wikipedia.org/wiki/Joseph_Finnegan_(Brigadier_general)
http://dbpedia.org/resource/Melancton_Smith_(1810%E2%80%931893),http://en.wikipedia.org/wiki/Melancton_Smith_(1810–1893)
http://dbpedia.org/resource/William_W._Loring,http://en.wikipedia.org/wiki/William_W._Loring
http://dbpedia.org/resource/John_Porter_Hatch,http://en.wikipedia.org/wiki/John_Porter_Hatch
http://dbpedia.org/resource/James_H._Wilson,http://en.wikipedia.org/wiki/James_H._Wilson
http://dbpedia.org/resource/Oscar_Hugh_La_Grange,http://en.wikipedia.org/wiki/Oscar_Hugh_La_Grange
http://dbpedia.org/resource/August_Willich,http://en.wikipedia.org/wiki/August_Willich
http://dbpedia.org/resource/John_Rodgers_(American_Civil_War_naval_officer),http://en.wikipedia.org/wiki/John_Rodgers_(American_Civil_War_naval_officer)
http://dbpedia.org/resource/Oliver_O._Howard,http://en.wikipedia.org/wiki/Oliver_O._Howard
http://dbpedia.org/resource/Daniel_Tyler,http://en.wikipedia.org/wiki/Daniel_Tyler
http://dbpedia.org/resource/John_W._Frazer,http://en.wikipedia.org/wiki/John_W._Frazer
http://dbpedia.org/resource/John_Salmon_Ford,http://en.wikipedia.org/wiki/John_Salmon_Ford
http://dbpedia.org/resource/William_Wirt_Adams,http://en.wikipedia.org/wiki/William_Wirt_Adams
http://dbpedia.org/resource/Egbert_B._Brown,http://en.wikipedia.org/wiki/Egbert_B._Brown
http://dbpedia.org/resource/John_Mobberly,http://en.wikipedia.org/wiki/John_Mobberly
http://dbpedia.org/resource/William_B._Taliaferro,http://en.wikipedia.org/wiki/William_B._Taliaferro
http://dbpedia.org/resource/Benjamin_S._Roberts,http://en.wikipedia.org/wiki/Benjamin_S._Roberts
http://dbpedia.org/resource/Henry_Eugene_Davies,http://en.wikipedia.org/wiki/Henry_Eugene_Davies
http://dbpedia.org/resource/John_Hunt_Morgan,http://en.wikipedia.org/wiki/John_Hunt_Morgan
http://dbpedia.org/resource/Joshua_Chamberlain,http://en.wikipedia.org/wiki/Joshua_Chamberlain
http://dbpedia.org/resource/John_Brown_(abolitionist),http://en.wikipedia.org/wiki/John_Brown_(abolitionist)
http://dbpedia.org/resource/John_Pegram_(general),http://en.wikipedia.org/wiki/John_Pegram_(general)
http://dbpedia.org/resource/Joseph_A._Mower,http://en.wikipedia.org/wiki/Joseph_A._Mower
http://dbpedia.org/resource/Robert_Byington_Mitchell,http://en.wikipedia.org/wiki/Robert_Byington_Mitchell
http://dbpedia.org/resource/Edward_Winslow_Hinks,http://en.wikipedia.org/wiki/Edward_Winslow_Hinks
http://dbpedia.org/resource/Samuel_Barron_(1809%E2%80%931888),http://en.wikipedia.org/wiki/Samuel_Barron_(1809–1888)
http://dbpedia.org/resource/Xavier_Debray,http://en.wikipedia.org/wiki/Xavier_Debray
http://dbpedia.org/resource/John_Alexander_McClernand,http://en.wikipedia.org/wiki/John_Alexander_McClernand
http://dbpedia.org/resource/Alvan_Cullem_Gillem,http://en.wikipedia.org/wiki/Alvan_Cullem_Gillem
"http://dbpedia.org/resource/George_S._Patton,_Sr.","http://en.wikipedia.org/wiki/George_S._Patton,_Sr."
http://dbpedia.org/resource/Thomas_Turpin_Crittenden,http://en.wikipedia.org/wiki/Thomas_Turpin_Crittenden
http://dbpedia.org/resource/Johnson_K._Duncan,http://en.wikipedia.org/wiki/Johnson_K._Duncan
http://dbpedia.org/resource/Edward_A._Wild,http://en.wikipedia.org/wiki/Edward_A._Wild
http://dbpedia.org/resource/Smith_D._Atkins,http://en.wikipedia.org/wiki/Smith_D._Atkins
http://dbpedia.org/resource/William_T._Glassell,http://en.wikipedia.org/wiki/William_T._Glassell
http://dbpedia.org/resource/William_Stephen_Walker,http://en.wikipedia.org/wiki/William_Stephen_Walker
http://dbpedia.org/resource/Samuel_B._Maxey,http://en.wikipedia.org/wiki/Samuel_B._Maxey
http://dbpedia.org/resource/William_Carlin,http://en.wikipedia.org/wiki/William_Carlin
http://dbpedia.org/resource/James_Patrick_Major,http://en.wikipedia.org/wiki/James_Patrick_Major
http://dbpedia.org/resource/John_C._Breckinridge,http://en.wikipedia.org/wiki/John_C._Breckinridge
http://dbpedia.org/resource/George_Meade,http://en.wikipedia.org/wiki/George_Meade
http://dbpedia.org/resource/Winfield_Scott_Hancock,http://en.wikipedia.org/wiki/Winfield_Scott_Hancock
http://dbpedia.org/resource/Edmund_Colhoun,http://en.wikipedia.org/wiki/Edmund_Colhoun
http://dbpedia.org/resource/Benjamin_Grierson,http://en.wikipedia.org/wiki/Benjamin_Grierson
http://dbpedia.org/resource/Lionel_F._Booth,http://en.wikipedia.org/wiki/Lionel_F._Booth
http://dbpedia.org/resource/Philip_Kearny,http://en.wikipedia.org/wiki/Philip_Kearny
