battle,combatant,description,strength,ships,guns,commanders,cavalry_regiments,strength_other,brigades,regiments,cavalry_brigades,companies,corps,divisions,armies,artillery_batteries,cavalry_divisions,cavalry_corps,artillery_regiments,artillery_sections,cavalry_companies,artillery_companies,infantry_regiments
WV004,US,,,,,,,,,,,,,,,,,,,,,,
KS003,CS,,,,,,,,,,,,,,,,,,,,,,
KS003,US,,,,,,,,,,,,,,,,,,,,,,
GA010,CS,,,,,,,,,,,,,,,,,,,,,,
GA010,US,,,,,,,,,,,,,,,,,,,,,,
MO001,CS,,,,,,,,,,,,,,,,,,,,,,
MO001,US,,,,,,,,,,,,,,,,,,,,,,
TN032,CS,,,,,,,,,,,,,,,,,,,,,,
TN032,US,,,,,,,,,,,,,,,,,,,,,,
LA023,CS,,,,,,,,,,,,,,,,,,,,,,
LA023,US,,,,,,,,,,,,,,,,,,,,,,
GA020,CS,,,,,,,,,,,,,,,,,,,,,,
GA020,US,,,,,,,,,,,,,,,,,,,,,,
NC018,CS,,,,,,,,,,,,,,,,,,,,,,
NC018,US,,,,,,,,,,,,,,,,,,,,,,
GA006,CS,,,,,,,,,,,,,,,,,,,,,,
GA006,US,,,,,,,,,,,,,,,,,,,,,,
LA006,CS,,,,,,,,,,,,,,,,,,,,,,
LA006,US,,,,,,,,,,,,,,,,,,,,,,
NC017,CS,,,,,,,,,,,,,,,,,,,,,,
NC017,US,,,,,,,,,,,,,,,,,,,,,,
AR008,CS,,,,,,,,,,,,,,,,,,,,,,
AR008,US,,,,,,,,,,,,,,,,,,,,,,
MO011,CS,,,,,,,,,,,,,,,,,,,,,,
MO011,US,,,,,,,,,,,,,,,,,,,,,,
AR011,CS,,,,,,,,,,,,,,,,,,,,,,
AR011,US,,,,,,,,,,,,,,,,,,,,,,
VA051,CS,,,,,,,,,,,,,,,,,,,,,,
VA051,US,,,,,,,,,,,,,,,,,,,,,,
VA084,CS,,,,,,,,,,,,,,,,,,,,,,
VA084,US,,,,,,,,,,,,,,,,,,,,,,
MD007,CS,,,,,,,,,,,,,,,,,,,,,,
MD007,US,,,,,,,,,,,,,,,,,,,,,,
VA053,CS,,,,,,,,,,,,,,,,,,,,,,
VA053,US,,,,,,,,,,,,,,,,,,,,,,
VA050,CS,,,,,,,,,,,,,,,,,,,,,,
VA050,US,,,,,,,,,,,,,,,,,,,,,,
AR006,CS,,,,,,,,,,,,,,,,,,,,,,
AR006,US,,,,,,,,,,,,,,,,,,,,,,
VA106,CS,,,,,,,,,,,,,,,,,,,,,,
VA106,US,,,,,,,,,,,,,,,,,,,,,,
LA002,CS,,,,,,,,,,,,,,,,,,,,,,
LA002,US,,,,,,,,,,,,,,,,,,,,,,
VA019,CS,,,,,,,,,,,,,,,,,,,,,,
VA019,US,,,,,,,,,,,,,,,,,,,,,,
VA081,CS,,,,,,,,,,,,,,,,,,,,,,
VA081,US,,,,,,,,,,,,,,,,,,,,,,
OH001,CS,,,,,,,,,,,,,,,,,,,,,,
OH001,US,,,,,,,,,,,,,,,,,,,,,,
FL004,CS,,,,,,,,,,,,,,,,,,,,,,
FL004,US,,,,,,,,,,,,,,,,,,,,,,
VA107,CS,,,,,,,,,,,,,,,,,,,,,,
VA107,US,,,,,,,,,,,,,,,,,,,,,,
MO002,CS,,,,,,,,,,,,,,,,,,,,,,
MO002,US,,,,,,,,,,,,,,,,,,,,,,
AL003,CS,,,,,,,,,,,,,,,,,,,,,,
AL003,US,,,,,,,,,,,,,,,,,,,,,,
LA014,CS,,,,,,,,,,,,,,,,,,,,,,
LA014,US,,,,,,,,,,,,,,,,,,,,,,
SC002,CS,,,,,,,,,,,,,,,,,,,,,,
SC002,US,,,,,,,,,,,,,,,,,,,,,,
MS005,CS,,,,,,,,,,,,,,,,,,,,,,
MS005,US,,,,,,,,,,,,,,,,,,,,,,
VA029,CS,,,,,,,,,,,,,,,,,,,,,,
VA029,US,,,,,,,,,,,,,,,,,,,,,,
MS009,CS,,,,,,,,,,,,,,,,,,,,,,
MS009,US,,,,,,,,,,,,,,,,,,,,,,
NC015,CS,,,,,,,,,,,,,,,,,,,,,,
NC015,US,,,,,,,,,,,,,,,,,,,,,,
ND004,US,,,,,,,,,,,,,,,,,,,,,,
ND004,I,,,,,,,,,,,,,,,,,,,,,,
VA065,CS,,,,,,,,,,,,,,,,,,,,,,
VA065,US,,,,,,,,,,,,,,,,,,,,,,
GA002,CS,,,,,,,,,,,,,,,,,,,,,,
GA002,US,,,,,,,,,,,,,,,,,,,,,,
VA095,CS,,,,,,,,,,,,,,,,,,,,,,
VA095,US,,,,,,,,,,,,,,,,,,,,,,
MO013,CS,,,,,,,,,,,,,,,,,,,,,,
MO013,US,,,,,,,,,,,,,,,,,,,,,,
TN031,CS,,,,,,,,,,,,,,,,,,,,,,
TN031,US,,,,,,,,,,,,,,,,,,,,,,
GA009,CS,,,,,,,,,,,,,,,,,,,,,,
GA009,US,,,,,,,,,,,,,,,,,,,,,,
VA097,CS,,,,,,,,,,,,,,,,,,,,,,
VA097,US,,,,,,,,,,,,,,,,,,,,,,
WV015,CS,,,,,,,,,,,,,,,,,,,,,,
WV015,US,,,,,,,,,,,,,,,,,,,,,,
VA077,CS,,,,,,,,,,,,,,,,,,,,,,
VA077,US,,,,,,,,,,,,,,,,,,,,,,
GA011,CS,,,,,,,,,,,,,,,,,,,,,,
MO020,CS,,,,,,,,,,,,,,,,,,,,,,
MO020,US,,,,,,,,,,,,,,,,,,,,,,
TX001,CS,,,,,,,,,,,,,,,,,,,,,,
TX001,US,,,,,,,,,,,,,,,,,,,,,,
MD001,CS,,,,,,,,,,,,,,,,,,,,,,
MD001,US,,,,,,,,,,,,,,,,,,,,,,
KY002,CS,,,,,,,,,,,,,,,,,,,,,,
KY002,US,,,,,,,,,,,,,,,,,,,,,,
VA001,CS,,,,,,,,,,,,,,,,,,,,,,
VA001,US,,,,,,,,,,,,,,,,,,,,,,
TN013,CS,,,,,,,,,,,,,,,,,,,,,,
TN013,US,,,,,,,,,,,,,,,,,,,,,,
ND005,US,,,,,,,,,,,,,,,,,,,,,,
ND005,I,,,,,,,,,,,,,,,,,,,,,,
TN019,CS,,,,,,,,,,,,,,,,,,,,,,
TN019,US,,,,,,,,,,,,,,,,,,,,,,
WV009,CS,,,,,,,,,,,,,,,,,,,,,,
WV009,US,,,,,,,,,,,,,,,,,,,,,,
VA045,CS,,,,,,,,,,,,,,,,,,,,,,
VA045,US,,,,,,,,,,,,,,,,,,,,,,
TN010,CS,,,,,,,,,,,,,,,,,,,,,,
TN010,US,,,,,,,,,,,,,,,,,,,,,,
VA066,CS,,,,,,,,,,,,,,,,,,,,,,
VA066,US,,,,,,,,,,,,,,,,,,,,,,
MS010,CS,,,,,,,,,,,,,,,,,,,,,,
MS010,US,,,,,,,,,,,,,,,,,,,,,,
NC005,CS,,,,,,,,,,,,,,,,,,,,,,
NC005,US,,,,,,,,,,,,,,,,,,,,,,
VA068,CS,,,,,,,,,,,,,,,,,,,,,,
VA068,US,,,,,,,,,,,,,,,,,,,,,,
AR018,CS,,,,,,,,,,,,,,,,,,,,,,
AR018,US,,,,,,,,,,,,,,,,,,,,,,
TN023,CS,,,,,,,,,,,,,,,,,,,,,,
TN023,US,,,,,,,,,,,,,,,,,,,,,,
MD006,CS,,,,,,,,,,,,,,,,,,,,,,
MD006,US,,,,,,,,,,,,,,,,,,,,,,
MO003,CS,,,,,,,,,,,,,,,,,,,,,,
MO003,US,,,,,,,,,,,,,,,,,,,,,,
SC009,CS,,,,,,,,,,,,,,,,,,,,,,
SC009,US,,,,,,,,,,,,,,,,,,,,,,
MS007,CS,,,,,,,,,,,,,,,,,,,,,,
MS007,US,,,,,,,,,,,,,,,,,,,,,,
FL001,CS,,,,,,,,,,,,,,,,,,,,,,
FL001,US,,,,,,,,,,,,,,,,,,,,,,
SC011,CS,,,,,,,,,,,,,,,,,,,,,,
SC011,US,,,,,,,,,,,,,,,,,,,,,,
AR003,CS,,,,,,,,,,,,,,,,,,,,,,
AR003,US,,,,,,,,,,,,,,,,,,,,,,
VA025,CS,,,,,,,,,,,,,,,,,,,,,,
VA025,US,,,,,,,,,,,,,,,,,,,,,,
TX003,CS,,,,,,,,,,,,,,,,,,,,,,
TX003,US,,,,,,,,,,,,,,,,,,,,,,
VA125,CS,,,,,,,,,,,,,,,,,,,,,,
VA125,US,,,,,,,,,,,,,,,,,,,,,,
VA049,CS,,,,,,,,,,,,,,,,,,,,,,
VA049,US,,,,,,,,,,,,,,,,,,,,,,
TN029,CS,,,,,,,,,,,,,,,,,,,,,,
TN029,US,,,,,,,,,,,,,,,,,,,,,,
MO027,CS,,,,,,,,,,,,,,,,,,,,,,
MO027,US,,,,,,,,,,,,,,,,,,,,,,
VA022,CS,,,,,,,,,,,,,,,,,,,,,,
VA022,US,,,,,,,,,,,,,,,,,,,,,,
VA006,CS,,,,,,,,,,,,,,,,,,,,,,
VA006,US,,,,,,,,,,,,,,,,,,,,,,
VA086,CS,,,,,,,,,,,,,,,,,,,,,,
VA086,US,,,,,,,,,,,,,,,,,,,,,,
CO001,US,,,,,,,,,,,,,,,,,,,,,,
CO001,I,,,,,,,,,,,,,,,,,,,,,,
MO019,CS,,,,,,,,,,,,,,,,,,,,,,
MO019,US,,,,,,,,,,,,,,,,,,,,,,
VA085,CS,,,,,,,,,,,,,,,,,,,,,,
VA085,US,,,,,,,,,,,,,,,,,,,,,,
WV013,CS,,,,,,,,,,,,,,,,,,,,,,
WV013,US,,,,,,,,,,,,,,,,,,,,,,
VA101,CS,,,,,,,,,,,,,,,,,,,,,,
VA101,US,,,,,,,,,,,,,,,,,,,,,,
NC014,CS,,,,,,,,,,,,,,,,,,,,,,
NC014,US,,,,,,,,,,,,,,,,,,,,,,
VA070,CS,,,,,,,,,,,,,,,,,,,,,,
VA070,US,,,,,,,,,,,,,,,,,,,,,,
VA102,CS,,,,,,,,,,,,,,,,,,,,,,
VA102,US,,,,,,,,,,,,,,,,,,,,,,
FL003,CS,,,,,,,,,,,,,,,,,,,,,,
FL003,US,,,,,,,,,,,,,,,,,,,,,,
VA054,CS,,10000,,,,,,,,,,,,,,,,,,,,
VA054,US,,10000,,,,,,,,,,,,,,,,,,,,
TX006,CS,,,,,,,,,,,,,,,,,,,,,,
TX006,US,,,,,,,,,,,,,,,,,,,,,,
VA016,CS,,,,,,,,,,,,,,,,,,,,,,
VA016,US,,,,,,,,,,,,,,,,,,,,,,
VA028,CS,,,,,,,,,,,,,,,,,,,,,,
VA028,US,,,,,,,,,,,,,,,,,,,,,,
GA015,CS,,,,,,,,,,,,,,,,,,,,,,
GA015,US,,,,,,,,,,,,,,,,,,,,,,
TN035,CS,,,,,,,,,,,,,,,,,,,,,,
TN035,US,,,,,,,,,,,,,,,,,,,,,,
VA032,CS,,,,,,,,,,,,,,,,,,,,,,
VA032,US,,,,,,,,,,,,,,,,,,,,,,
KS004,CS,,,,,,,,,,,,,,,,,,,,,,
KS004,US,,,,,,,,,,,,,,,,,,,,,,
MO017,CS,,,,,,,,,,,,,,,,,,,,,,
MO017,US,,,,,,,,,,,,,,,,,,,,,,
MS002,CS,,,,,,,,,,,,,,,,,,,,,,
MS002,US,,,,,,,,,,,,,,,,,,,,,,
TN038,CS,,,,,,,,,,,,,,,,,,,,,,
TN038,US,,,,,,,,,,,,,,,,,,,,,,
OK003,CS,,,,,,,,,,,,,,,,,,,,,,
OK003,US,,,,,,,,,,,,,,,,,,,,,,
TN030,CS,,,,,,,,,,,,,,,,,,,,,,
TN030,US,,,,,,,,,,,,,,,,,,,,,,
VA038,CS,,,,,,,,,,,,,,,,,,,,,,
VA038,US,,,,,,,,,,,,,,,,,,,,,,
VA064,CS,,,,,,,,,,,,,,,,,,,,,,
VA064,US,,,,,,,,,,,,,,,,,,,,,,
TN018,CS,,,,,,,,,,,,,,,,,,,,,,
TN018,US,,,,,,,,,,,,,,,,,,,,,,
GA007,CS,,,,,,,,,,,,,,,,,,,,,,
GA007,US,,,,,,,,,,,,,,,,,,,,,,
OK001,CS,,,,,,,,,,,,,,,,,,,,,,
OK001,US,,,,,,,,,,,,,,,,,,,,,,
AR012,CS,,,,,,,,,,,,,,,,,,,,,,
AR012,US,,,,,,,,,,,,,,,,,,,,,,
TX005,CS,,,,,,,,,,,,,,,,,,,,,,
TX005,US,,,,,,,,,,,,,,,,,,,,,,
VA067,CS,,,,,,,,,,,,,,,,,,,,,,
VA067,US,,,,,,,,,,,,,,,,,,,,,,
MO005,CS,,,,,,,,,,,,,,,,,,,,,,
MO005,US,,,,,,,,,,,,,,,,,,,,,,
KY005,CS,,,,,,,,,,,,,,,,,,,,,,
KY005,US,,,,,,,,,,,,,,,,,,,,,,
VA103,CS,,,,,,,,,,,,,,,,,,,,,,
VA103,US,,,,,,,,,,,,,,,,,,,,,,
VA008,CS,,,,,,,,,,,,,,,,,,,,,,
VA008,US,,,,,,,,,,,,,,,,,,,,,,
LA022,CS,,,,,,,,,,,,,,,,,,,,,,
LA022,US,,,,,,,,,,,,,,,,,,,,,,
VA087,CS,,,,,,,,,,,,,,,,,,,,,,
VA087,US,,,,,,,,,,,,,,,,,,,,,,
MS008,CS,,,,,,,,,,,,,,,,,,,,,,
MS008,US,,,,,,,,,,,,,,,,,,,,,,
VA042,CS,,,,,,,,,,,,,,,,,,,,,,
VA042,US,,,,,,,,,,,,,,,,,,,,,,
GA026,CS,,,,,,,,,,,,,,,,,,,,,,
GA026,US,,,,,,,,,,,,,,,,,,,,,,
NC003,CS,,,,,,,,,,,,,,,,,,,,,,
NC003,US,,,,,,,,,,,,,,,,,,,,,,
NC011,CS,,,,,,,,,,,,,,,,,,,,,,
NC011,US,,,,,,,,,,,,,,,,,,,,,,
VA021,CS,,,,,,,,,,,,,,,,,,,,,,
VA021,US,,,,,,,,,,,,,,,,,,,,,,
LA012,CS,,,,,,,,,,,,,,,,,,,,,,
LA012,US,,,,,,,,,,,,,,,,,,,,,,
VA003,CS,,,,,,,,,,,,,,,,,,,,,,
VA003,US,,,,,,,,,,,,,,,,,,,,,,
SC006,CS,,,,,,,,,,,,,,,,,,,,,,
SC006,US,,,,,,,,,,,,,,,,,,,,,,
VA011,CS,,,,,,,,,,,,,,,,,,,,,,
VA011,US,,,,,,,,,,,,,,,,,,,,,,
VA046,CS,,,,,,,,,,,,,,,,,,,,,,
VA046,US,,,,,,,,,,,,,,,,,,,,,,
MS004,CS,,,,,,,,,,,,,,,,,,,,,,
MS004,US,,,,,,,,,,,,,,,,,,,,,,
TN036,CS,,,,,,,,,,,,,,,,,,,,,,
TN036,US,,,,,,,,,,,,,,,,,,,,,,
WV008,CS,,,,,,,,,,,,,,,,,,,,,,
WV008,US,,,,,,,,,,,,,,,,,,,,,,
MO006,CS,,,,,,,,,,,,,,,,,,,,,,
MO006,US,,,,,,,,,,,,,,,,,,,,,,
VA083,CS,,,,,,,,,,,,,,,,,,,,,,
VA083,US,,,,,,,,,,,,,,,,,,,,,,
MN002,US,,,,,,,,,,,,,,,,,,,,,,
MN002,I,,,,,,,,,,,,,,,,,,,,,,
VA010,CS,,,,,,,,,,,,,,,,,,,,,,
VA010,US,,,,,,,,,,,,,,,,,,,,,,
NC010,CS,,,,,,,,,,,,,,,,,,,,,,
NC010,US,,,,,,,,,,,,,,,,,,,,,,
MS016,CS,,,,,,,,,,,,,,,,,,,,,,
MS016,US,,,,,,,,,,,,,,,,,,,,,,
TN037,CS,,,,,,,,,,,,,,,,,,,,,,
TN037,US,,,,,,,,,,,,,,,,,,,,,,
TN028,CS,,,,,,,,,,,,,,,,,,,,,,
TN028,US,,,,,,,,,,,,,,,,,,,,,,
LA003,CS,,,,,,,,,,,,,,,,,,,,,,
LA003,US,,,,,,,,,,,,,,,,,,,,,,
GA003,CS,,,,,,,,,,,,,,,,,,,,,,
GA003,US,,,,,,,,,,,,,,,,,,,,,,
WV007,CS,,,,,,,,,,,,,,,,,,,,,,
WV007,US,,,,,,,,,,,,,,,,,,,,,,
AR007,CS,,,,,,,,,,,,,,,,,,,,,,
AR007,US,,,,,,,,,,,,,,,,,,,,,,
SC004,CS,,,,,,,,,,,,,,,,,,,,,,
SC004,US,,,,,,,,,,,,,,,,,,,,,,
VA048,CS,,,,,,,,,,,,,,,,,,,,,,
VA048,US,,,,,,,,,,,,,,,,,,,,,,
NC019,CS,,,,,,,,,,,,,,,,,,,,,,
NC019,US,,,,,,,,,,,,,,,,,,,,,,
VA121,CS,,,,,,,,,,,,,,,,,,,,,,
VA121,US,,,,,,,,,,,,,,,,,,,,,,
MO022,CS,,,,,,,,,,,,,,,,,,,,,,
MO022,US,,,,,,,,,,,,,,,,,,,,,,
VA088,CS,,,,,,,,,,,,,,,,,,,,,,
VA088,US,,,,,,,,,,,,,,,,,,,,,,
