AR001^Pea Ridge National Military Park^http://www.nps.gov/peri/
AR006^Arkansas Post National Memorial^http://www.nps.gov/arpo/
CO001^Sand Creek Massacre National Historic Site^http://www.nps.gov/sand/
DC001^Civil War Defenses of Washington: Fort Stevens^http://www.nps.gov/cwdw/
GA001^Fort Pulaski National Monument^http://www.nps.gov/fopu/
GA004^Chickamauga and Chattanooga National Military Park^http://www.nps.gov/chch/
GA015^Kennesaw Mountain National Battlefield Park^http://www.nps.gov/kemo/
MD003^Antietam National Battlefield^http://www.nps.gov/anti/
MD007^Monocacy National Battlefield^http://www.nps.gov/mono/
MO004^Wilson's Creek National Battlefield^http://www.nps.gov/wicr/
MS011^Vicksburg  National Military Park^http://www.nps.gov/vick/
MS014^Brices Cross Roads National Battlefield Park^http://www.nps.gov/brcr/
MS015^Tupelo  National Battlefield^http://www.nps.gov/tupe/
NM002^Pecos National Historical Park^http://www.nps.gov/peco/
PA002^Gettysburg National Military Park^http://www.nps.gov/gett/
SC004^Fort Sumter National Monument^http://www.nps.gov/fosu/
SC008^Fort Sumter National Monument^http://www.nps.gov/fosu/
TN003^Shiloh National Military Park^http://www.nps.gov/shil/
TN005^Chickamauga and Chattanooga National Military Park^http://www.nps.gov/chch/
TN010^Stone's River National Battlefield^http://www.nps.gov/stri/
TN018^Chickamauga and Chattanooga National Military Park^http://www.nps.gov/chch/
TN024^Chickamauga and Chattanooga National Military Park^http://www.nps.gov/chch/
VA009^Colonial National Historical Park^http://www.nps.gov/colo/
VA012^Richmond National Battlefield^http://www.nps.gov/rich/
VA016^Richmond National Battlefield Park^http://www.nps.gov/rich/
VA017^Richmond National Battlefield^http://www.nps.gov/rich/
VA021^Richmond National Battlefield^http://www.nps.gov/rich/
VA026^Manassas National Battlefield Park^http://www.nps.gov/mana/
VA032^Fredericksburg and Spotsylvania National Military Park^http://www.nps.gov/frsp/
VA033^Fredericksburg and Spotsylvania National Military Park^http://www.nps.gov/frsp/
VA034^Fredericksburg and Spotsylvania National Military Park^http://www.nps.gov/frsp/
VA046^Fredericksburg and Spotsylvania National Military Park^http://www.nps.gov/frsp/
VA048^Fredericksburg and Spotsylvania National Military Park^http://www.nps.gov/frsp/
VA062^Richmond National Battlefield^http://www.nps.gov/rich/
VA072^Petersburg National Battlefield^http://www.nps.gov/pete/
VA084^Petersburg National Battlefield^http://www.nps.gov/pete/
VA088^Petersburg National Battlefield^http://www.nps.gov/pete/
VA097^Appomattox Court House National Historic Park^http://www.nps.gov/apco/
VA098^Petersburg National Battlefield^http://www.nps.gov/pete/
VA122^Cedar Creek and Belle Grove National Historic Park^http://www.nps.gov/cebe/
WV010^Harpers Ferry National Historical Park^http://www.nps.gov/hafe/
